"Location";"Source"
"15453358-0-18";"Time nearly disintegrated this book. I'm surprised the contents are still legible. We should handle this with care, the binding won't last much longer unless we take precautions."
"15453358-0-19";"Orcs of the past depicted historical figures in their armor. It's a practice we're only just now rediscovering. I'm sure the origins go back even farther, too. This was just the first one produced with some kind of consistency."
"15453358-0-20";"This book smells like some Orc stuffed it in his boot and kept it there for the last few centuries. Still, a good read."
"15453358-0-21";"If stories are to be believed, Torug gro-Igron loved bows and became proficient while hunting game. Most of the time he's depicted wielding dual axes, but that might be artistic interpretation."
"15453358-0-22";"Orcs are just rediscovering these kind of precise metalwork techniques. They were lost to us during the fall of Orsinium in 1E 980, and it is only by historical accounts such as these that we're able to reclaim them."
"15453358-0-23";"This book looks like it went through the jaws of a sabre cat and then came out the other end. A few of the words were hard to make out, but with a little effort you can parse it out."
"15453358-0-24";"There's an old folktale about a warrior named Urzatash the Bloody who picked a bar fight with the wrong Orc and got his face punched in. In the story, he has to live with a concave face for the rest of his life. Maybe it was based on some truth."
"15453358-0-25";"This is in great condition. Someone took great efforts to preserve this book. It looks as though there was a bit of restoration done to the inside binding but otherwise, this has all the original material."
"15453358-0-26";"The leather binding on this book is odd. It's soft, but hasn't completely disintegrated over time. Someone might have replaced it early on, or tried to pretty it up to make it part of a display."
"15453358-0-27";"Maces are an Orc favorite, always have been. The ones addressed in this book seem particularly brutal. Maces with pointed heads are an entirely different breed of weapon."
"15453358-0-28";"It's rare to find descriptions of Orc craftsmanship that include the word beautiful. The author seems to have great reverence for the detail found in the shields they describe."
"15453358-0-29";"This book looks ... flat. The text is still legible, but it looks like a mammoth stepped on it. The binding is crushed, the pages thinned, and the cover is almost comically stretched out."
"15453358-0-30";"I've never known an Orc to carry a staff that didn't look like it could double as a bludgeoning weapon if push came to shove. Even though many of these practices were lost to history, it seems as though instinct carried this one through to present day."
"15453358-0-31";"A good read. The author posits some theories that I've not heard debated, but perhaps they were at the time it was written. I don't think it matters nearly as much as the design itself. Note that Turog is featured once again here."
"15453358-0-32";"Despite Harald's desire for a uniform army in Skyrim, sagas from this period still revolve around grandiose warriors with storied weapons. Either exceptions were made for those who could provide their own equipment, or the skald took creative liberties."
"15453358-0-33";"The author omits the fact that insignias had to be approved by the king himself and were withheld from those who were in Harald's poor graces. Though this occasionally resulted in exacerbating feuds, the social pressure brought many rivals in line."
"15453358-0-34";"There are quite a few comedic works featuring a blustery, madcap brawler named Korm No-Toes. This is the first historic mention I've seen of him. Makes me wonder if some of his unlikely feats and misfortunes are based on true events."
"15453358-0-35";"Many of Skyrim's pre-Imperial forts were built during this period since the lack of infighting allowed for more substantial construction to proceed unmolested. Blocks were chiseled from catapult stone as they were whittling palisades down to arrows."
"15453358-0-36";"While minting the royal insignia in steel might appear to be a needless extravagance during a period of material shortages, Ugron assures me that the placement of the medallion is one of the most commonly struck locations on the body during a melee."
"15453358-0-37";"Perhaps it's due to their stature, but historically Nords do possess a predilection for enormity, whether it be for mugs, cheese wheels, mounts, daggers, or anything really. Not a people fond of half-measures. I can respect that."
"15453358-0-38";"I am told that some Nords also swore by using troll spit to enhance their grip in battle. I can't confirm this, but judging by the smell it might have been involved in the binding of this book."
"15453358-0-39";"Nord helmets in theatrical productions tend to be woefully inaccurate representations of their traditional designs, much to the chagrin of the Bards College."
"15453358-0-40";"Thankfully, Harald emphasized practicality, thus sparing the Nords from the same dark period of preposterously proportioned cod pieces found in High Rock around this time."
"15453358-0-41";"This movement toward common fittings didn't entirely carry on in the weaponsmithing trade, but was embraced by blacksmiths for the manufacture of common tools and hardware."
"15453358-0-42";"Eschewing the need for buoyancy made Nord heavy infantry second to none in their resilience, except arguably the Orcs. One account claimed that one of these shields could crumple an Elven cuirass with a full speed charge."
"15453358-0-43";"Imposing features are common in armor design. Imperial cuirasses have, at times, been molded into the shape of a powerful physique. Both the Aylieds and the Akaviri employed Daedra-like masks to inspire fear, with the former going so far as to wear wings."
"15453358-0-44";"It's unclear how commonly Nords employed magic in war. Clever Men and Women likely assumed advisory roles to rulers far more often than they were seen on the battlefield, but this does present evidence that such things occurred."
"15453358-0-45";"Swords are some of the most commonly found weapons from this period of Nord history, but it's unclear if that is due to their popularity or a large surplus that never saw battle in favor of some other instruments of death."
"15453358-0-46";"This book has some kind of material spread on it. It's almost waxy in appearance. It must have been some kind of resin to preserve the pages … and it seems to have done the job!"
"15453358-0-47";"I love the sass in this entry! I don't think it was necessarily meant to be funny, but the ""needlessly large buckle"" part made me laugh out loud!"
"15453358-0-48";"The leather on the binding of this book is hard as stone! I nearly dropped it and was terrified it would shatter into a thousand pieces! We should take extra care with this one."
"15453358-0-49";"This is an interesting read! It's as much a comment on the history of the time as well as an insight into what these Elves valued in their weaponry."
"15453358-0-50";"This book has a strange, golden hue to it. Or maybe I'm imagining things? There's a lot of golden imagery in this book, it made my heart all ... fluttery! I may have stared at this for a bit too long."
"15453358-0-51";"It makes me sad to see the state of this one. The pages are all torn up, the binding came unraveled and some of the ink is in danger of fading."
"15453358-0-52";"I would give anything to hear about the favored killing moves of the Elves that wore these gloves. How fascinating!"
"15453358-0-53";"It must have been so beautiful to see the sun gleaming off the eagle-like helms of this army. While reading this, I could picture it with such clarity! I wonder what that means …."
"15453358-0-54";"I think some heavy restoration went into this book. The binding certainly isn't the original material. Not that I'm complaining! At least the text is authentic, that's really the part that matters."
"15453358-0-55";"I think someone with a mace beat this book thoroughly before it came into our hands. This poor thing is so mangled it's barely legible!"
"15453358-0-56";"The author writes about felling enemies with such beautiful language. It practically reads like poetry! It must have been inspiring for the warriors reading it."
"15453358-0-57";"This book looks like it will crumble to dust at the slightest provocation. We should be extremely careful when handling it, if we need to handle it at all!"
"15453358-0-58";"I like to imagine myself as a smith during this time, following these directions. It must have been terrifying to try and make something to these grand specifications. The pressure is unimaginable!"
"15453358-0-59";"The ink in this book is remarkably well preserved. It almost looks as though someone just penned it moments ago! I wonder how it remained so well preserved."
"15453358-0-60";"Amazing! The craftsmanship of this metal spine allows it to move almost as well as an animal's spine. But, which animal? Pretty remarkable that a race that constantly recoiled from messy mortality used natural structures in their designs!"
"15453358-0-61";"Such a small conduit! It makes me think this belongs to an automata of some sort. Perhaps a vamidium? The metal features several reinforcing clamps. The Dwarves clearly designed this to withstand tremendous pressure."
"15453358-0-62";"These metal strips all curve inward from edges that clearly must attach to another component. Resembles a rib cage, I'd say. Probably built to protect vulnerable components while allowing access to talented architects."
