"Location";"Source"
"41262789-0-1";"Меблі"
"41262789-0-2";"Витвір мистецтва"
"41262789-0-3";"Дрібниці та прикраси"
"41262789-0-4";"Ігри"
"41262789-0-5";"Музичні інструменти"
"41262789-0-6";"Декор стін"
"41262789-0-7";"Дитячі іграшки"
"41262789-0-8";"Мапи"
"41262789-0-9";"Ритуальні предмети"
"41262789-0-10";"Пристрої"
"41262789-0-11";"Світло"
"41262789-0-12";"Приладдя писаря"
"41262789-0-13";"Косметика"
"41262789-0-14";"Бакалія"
"41262789-0-15";"Ляльки"
"41262789-0-16";"Магічні цікавинки"
"41262789-0-17";"Медикаменти"
"41262789-0-18";"Посуд для напоїв"
"41262789-0-19";"Статуетки"
"41262789-0-20";"Ковальське обладнання"
"41262789-0-21";"Приладдя"
"41262789-0-22";"Риболовне приладдя"
"41262789-0-23";"Предмети догляду"
"41262789-0-24";"Гардеробні аксесуари"
"41262789-0-25";"Посуд і кухонне приладдя"
"41262789-0-26";"Інструменти"
"41262789-0-27";"Твори"
"41262789-0-28";"Дивності"
"41262789-0-30";"Реліквія"
"41262789-0-33";"Невідомий предмет"
"41262789-0-35";"Уламок сховища скарбів"
"41262789-0-36";"Світло"
"41262789-0-37";"Взаємодійний"
"41262789-0-38";"Можна сидіти"
"41262789-0-39";"Анімований"
"41262789-0-40";"Ремісничий стіл"
"41262789-0-41";"Можливо прочитати"
"41262789-0-42";"Тренувальний манекен"
"41262789-0-44";"Чутний"
"41262789-0-45";"Автовідродження"
"41262789-0-46";"Істота"
"41262789-0-48";"Візуальні ефекти"
"41262789-0-62";"Правосуддя"
"41262789-0-73";"Пастка"
"41262789-0-74";"Гість"
"41262789-0-75";"Гість, говірливий"
"41262789-0-76";"Сир"
"41262789-0-77";"Алкогольний напій"
"41262789-0-78";"Гість-супутник"
"41262789-0-80";"Солодощі"
"41262789-0-81";"Собаче"
"41262789-0-83";"Данина"
"41262789-0-84";"Ключ до сховища залу писаря"
"41262789-0-85";"Чай"
"41262789-0-86";"Кава"
"41262789-0-87";"Трофей із чудовиська"
"41262789-0-88";"Трофейна риба"
"41262789-0-89";"Вино"
"41262789-0-90";"Indrik"
"41262789-0-91";"New Life Festival"
"41262789-0-92";"Jubilee Reward Box"
"41262789-0-93";"Pelinal's Boon Box"
"41262789-0-94";"Jester's Fest Box"
"41262789-0-95";"Zeal of Zenithar Box"
"41262789-0-96";"Floral Alchemy Reagents"
