"Location";"Source"
"143424133-0-1";"Saint Pelin"
"143424133-0-2";"Treasury"
"143424133-0-3";"Grandmaster Delmene Hlaalu"
"143424133-0-4";"Duke of Crows"
"143424133-0-5";"Psijic Loremaster Celarus"
"143424133-0-7";"Ansei Frandar Hunding"
"143424133-0-8";"Red Eagle, King of the Reach"
"143424133-0-9";"Sorcerer-King Orgnum"
"143424133-0-10";"Rajhin, the Purring Liar"
"143424133-0-11";"Grand Master Fillia"
"143424133-0-12";"Grand Master Linyia"
"143424133-0-13";"Grand Master Murzaga"
"143424133-0-14";"Grand Master Nhorhim"
"143424133-0-15";"The Author"
"143424133-0-16";"Ansei Frandar Hunding"
"143424133-0-17";"Duke of Crows"
"143424133-0-18";"Grandmaster Delmene Hlaalu"
"143424133-0-19";"Psijic Loremaster Celarus"
"143424133-0-20";"Rajhin, the Purring Liar"
"143424133-0-21";"Red Eagle, King of the Reach"
"143424133-0-22";"Saint Pelin"
"143424133-0-23";"Sorcerer-King Orgnum"
"143424133-0-24";"The Druid King"
"143424133-0-25";"Druid Braigh"
"143424133-0-26";"The Druid King"
"143424133-0-27";"Almalexia"
"143424133-0-28";"Armiger Bolm, The Paramount"
"143424133-0-29";"Almalexia"
"143424133-0-30";"Hermaeus Mora"
"143424133-0-31";"Metrand Vyrix"
"143424133-0-32";"Hermaeus Mora"
"143424133-0-33";"Saint Alessia"
"143424133-0-34";"Master Caledonia"
"143424133-0-35";"Saint Alessia"
