"Location";"Source"
"191999749-0-1";"Imperial Soldier"
"191999749-0-20";"Stonechewer Goblin"
"191999749-0-132";"Villager"
"191999749-0-203";"Liberated Miner"
"191999749-0-1705";"Mazrahil the Scarab^M"
"191999749-0-2034";"Vanguard Duelist"
"191999749-0-2035";"Vanguard Assassin"
"191999749-0-2291";"House Dres Guard"
"191999749-0-2441";"Captured Cultist"
"191999749-0-2732";"Dremora Kynreeve"
"191999749-0-2788";"Betina Volek^F"
"191999749-0-2816";"Skin-Stealer Frostcaller"
"191999749-0-2817";"Skin-Stealer Frostcaller"
"191999749-0-2818";"Skin-Stealer Pyromage"
"191999749-0-2819";"Skin-Stealer Pyromage"
"191999749-0-2824";"Skin-Stealer Cutthroat"
"191999749-0-2825";"Skin-Stealer Cutthroat"
"191999749-0-2826";"Skin-Stealer Mender"
"191999749-0-2860";"Dominion Frostcaller"
"191999749-0-2861";"Dominion Pyromage"
"191999749-0-2862";"Dominion Invoker"
"191999749-0-2863";"Dominion Justiciar"
"191999749-0-2864";"Dominion Cutthroat"
"191999749-0-2865";"Dominion Frostcaller"
"191999749-0-2866";"Dominion Pyromage"
"191999749-0-2867";"Dominion Invoker"
"191999749-0-2868";"Dominion Justiciar"
"191999749-0-2869";"Dominion Cutthroat"
"191999749-0-2912";"Skeleton"
"191999749-0-3005";"Nightblade Trainer"
"191999749-0-3063";"Eroni Omobar"
"191999749-0-3064";"Silverblade Defender"
"191999749-0-3117";"Falconer"
"191999749-0-3119";"Lord"
"191999749-0-3121";"Squire"
"191999749-0-3122";"Valet"
"191999749-0-3129";"Stable Master"
"191999749-0-3254";"Hlaaalu Husk"
"191999749-0-3262";"Hlaaalu Husk"
"191999749-0-3276";"Skin-Stealer Rogue"
"191999749-0-3436";"High King Emeric^M"
"191999749-0-3507";"Raynor Vanos"
"191999749-0-3603";"Nedrasa"
"191999749-0-3722";"Dominion Cutthroat"
"191999749-0-3723";"Dominion Justiciar"
"191999749-0-3816";"Baker"
"191999749-0-3845";"High King Emeric^M"
"191999749-0-3861";"Dominion Pyromage"
"191999749-0-4031";"Skeever"
"191999749-0-4224";"Gerent Thanethen^M"
"191999749-0-4348";"Dominion Pyromage"
"191999749-0-4349";"Dominion Frostcaller"
"191999749-0-4614";"Pact Scout"
"191999749-0-5073";"Vanguard Duelist"
"191999749-0-5109";"Tovisa"
"191999749-0-5181";"Bad Man"
"191999749-0-5414";"Mathragor^M"
"191999749-0-5426";"Captain Seritenya^F"
"191999749-0-5659";"Covenant Nightblade"
"191999749-0-5660";"Covenant Assassin"
"191999749-0-5661";"Dhalen"
"191999749-0-5683";"Prisoner Tovisa"
"191999749-0-5736";"Prisoner 1"
"191999749-0-5844";"Sage Svari"
"191999749-0-5877";"Villager"
"191999749-0-5878";"villager"
"191999749-0-5879";"Villager"
"191999749-0-5880";"Villager"
"191999749-0-5881";"Villager"
"191999749-0-5882";"Villager"
"191999749-0-5983";"Telenger the Artificer"
"191999749-0-6634";"Dominion Invoker"
"191999749-0-6635";"Dominion Justiciar"
"191999749-0-6654";"Subdued Aldmeri Spy"
"191999749-0-7192";"Obsidian Warrior^M"
"191999749-0-7197";"Obsidian Warrior^F"
"191999749-0-7235";"Lakhazga gro-Rimat^F"
"191999749-0-7511";"Lady Clarisse Laurent"
"191999749-0-7702";"Eye of the Queen"
"191999749-0-7847";"Eranamo"
"191999749-0-8497";"Sir Hughes^M"
"191999749-0-8744";"Gathotar^M"
"191999749-0-8751";"Drulis^M"
"191999749-0-8780";"Drulis^M"
"191999749-0-8813";"Sharnag gro-Barkbite^M"
"191999749-0-8856";"Bogham^M"
"191999749-0-8871";"Namoroth^M"
"191999749-0-9049";"Dominion Imposter"
"191999749-0-9106";"Hosni at-Tura^M"
"191999749-0-9356";"Serit the Sentinel"
"191999749-0-9357";"Doradrin the Dark"
"191999749-0-9359";"Ravius"
"191999749-0-9360";"Norirtil the Nomad"
"191999749-0-9361";"Einnel"
"191999749-0-9368";"Mirten"
"191999749-0-9369";"Thael the Impaler"
"191999749-0-9370";"Ravenous Rayfa"
"191999749-0-9846";"Jaqspur Scout"
"191999749-0-10268";"General Godrun^M"
"191999749-0-10622";"Sarion^F"
"191999749-0-10808";"Werewolf"
"191999749-0-10936";"Vorenor Winterbourne"
"191999749-0-10977";"Manifestation of Regret"
"191999749-0-10978";"Manifestation of Solitude"
"191999749-0-11283";"Galthis^M"
"191999749-0-11396";"High King Emeric^M"
"191999749-0-11448";"Sir Hughes^M"
"191999749-0-11449";"Hosni at-Tura^M"
"191999749-0-11451";"General Godrun^M"
"191999749-0-11456";"Spirit Doe"
"191999749-0-11458";"Captain Trelano"
"191999749-0-11460";"Spirit Wolf"
"191999749-0-11587";"High King Emeric^M"
"191999749-0-11595";"Indaenir^M"
"191999749-0-11766";"Daggers Mercenary"
"191999749-0-11768";"Disguised Pact Soldier"
"191999749-0-11979";"Sir Hughes^M"
"191999749-0-11990";"Poison Gas"
"191999749-0-12173";"Andoriel^F"
"191999749-0-12179";"Dominion Soldier"
"191999749-0-12194";"Skywatch Noble"
"191999749-0-12218";"Saromir^M"
"191999749-0-12220";"Hazazi^M"
"191999749-0-12227";"Orthenir^M"
"191999749-0-12249";"Wooded Eye Cultist^M"
"191999749-0-12331";"Mercenary"
"191999749-0-12444";"Thalmor Guard Instructor"
"191999749-0-12445";"Thalmor Guard Instructor"
"191999749-0-12482";"Ja-Reet"
"191999749-0-12551";"Saromir^M"
"191999749-0-12788";"Field Worker"
"191999749-0-12789";"Field Worker"
"191999749-0-12845";"Gadris"
"191999749-0-12846";"Zur"
"191999749-0-12933";"Rurelion^M"
"191999749-0-12935";"Apprentice^f"
"191999749-0-12937";"Uldor^M"
"191999749-0-12988";"Scout Thiirel^F"
"191999749-0-13063";"Prisoner"
"191999749-0-13076";"Dreughsider^M"
"191999749-0-13077";"Dreughsider^M"
"191999749-0-13078";"Dreughsider^F"
"191999749-0-13120";"Disguised Prisoner"
"191999749-0-13136";"Disguised Prisoner"
"191999749-0-13138";"Disguised Prisoner"
"191999749-0-13154";"Galerion's Health"
"191999749-0-13155";"Galerion's Stamina"
"191999749-0-13156";"Galerion's Magicka"
"191999749-0-13186";"Ash'abah Warrior"
"191999749-0-13349";"Uldor^M"
"191999749-0-13973";"Yenadar^M"
"191999749-0-13975";"Sorcerer Combatant"
"191999749-0-13976";"Swordmaster Combatant"
"191999749-0-14017";"Valaste"
"191999749-0-14018";"Guild Battlemage"
"191999749-0-14062";"Pilgrim"
"191999749-0-14324";"Shazah^F"
"191999749-0-14325";"Khali^F"
"191999749-0-14379";"Khali"
"191999749-0-14380";"Shazah"
"191999749-0-14440";"Khali"
"191999749-0-14441";"Shazah"
"191999749-0-14452";"Khali"
"191999749-0-14453";"Shazah"
"191999749-0-14509";"Vinedusk Ranger^M"
"191999749-0-14600";"Indaenir^M"
"191999749-0-14721";"Dominion Soldier"
"191999749-0-14762";"Isalde at-Elett^F"
"191999749-0-14767";"Morissa al-Bergama^F"
"191999749-0-14809";"Dro-m'Athra^M"
"191999749-0-14825";"Fighters Guild Knight"
"191999749-0-14840";"Dominion Wizard"
"191999749-0-14842";"Dominion Wizard"
"191999749-0-14843";"Broadhead Marine"
"191999749-0-14859";"Forest Spirit^N"
"191999749-0-14865";"The Eldest^N"
"191999749-0-14876";"The Eldest^N"
"191999749-0-14877";"The Eldest^N"
"191999749-0-14878";"The Eldest^N"
"191999749-0-14896";"Fighters Guild Captain"
"191999749-0-14897";"Serit the Sentinel"
"191999749-0-14998";"Shadow Walker"
"191999749-0-15002";"Gold Coast Mercenary"
"191999749-0-15092";"King Haqmir^M"
"191999749-0-15093";"King Sameer^M"
"191999749-0-15233";"Meridia"
