"Location";"Source"
"50040644-0-1617";"@EIncreased bonus damage when blocking."
"50040644-0-5581";"@UDamage@<<1>>@<<2>>"
"50040644-0-5746";"@EGain +<<1>> Critical Strike for self."
"50040644-0-5826";"@ERestores stamina over time."
"50040644-0-5885";"@UDamage Warded@<<1>>@<<2>>"
"50040644-0-6174";"@EAfter |c2adc22Parry|r:\n Unlock Riposte for <<1>>"
"50040644-0-6179";"@UMax Stamina@<<1>>@<<2>>"
"50040644-0-6187";"@EIncrease health restore for self."
"50040644-0-6219";"@UCritical Strike Bonus@<<1>>@<<2>>"
"50040644-0-6252";"@UCooldown@<<1>>@<<2>>"
"50040644-0-6261";"@UDamage Resisted@<<1>>@<<2>>"
"50040644-0-6300";"@UDuration@<<1>>@<<2>>"
"50040644-0-7126";"@UDamage@<<1>>@<<2>>"
"50040644-0-7140";"@UDamage@<<1>>@<<2>>"
"50040644-0-7207";"@UDamage@<<1>>@<<2>>"
"50040644-0-7252";"@UCooldown@<<1>>@<<2>>\n@Uvs. Players@<<3>>@<<4>>"
"50040644-0-7299";"@UCooldown@<<1>>@<<2>>"
"50040644-0-7353";"@EAdds silence effect"
"50040644-0-7441";"@USnare Duration Bonus@<<1>>@<<2>>"
"50040644-0-7746";"@UDamage bonus@<<1>>@<<2>>"
"50040644-0-7761";"@USpell range@<<1>>@<<2>>"
"50040644-0-7802";"@UDamage@<<1>>@<<2>>"
"50040644-0-8428";"@URestore magicka and stamina@<<1>>@<<2>>"
"50040644-0-8443";"@UDamage@<<1>>@<<2>>\n@UHealing@<<3>>@<<4>>"
"50040644-0-8474";"@UDamage@<<1>>@<<2>>"
"50040644-0-8492";"@ERemoves all effects."
"50040644-0-8499";"@UCooldown@<<1>>@<<2>>"
"50040644-0-8609";"@UHeal Amount@<<1>>@<<2>>"
"50040644-0-8611";"@ECast time 2.0s -> 1.6s"
"50040644-0-8618";"@UDuration bonus per rebirth@<<1>>@<<2>>"
"50040644-0-8664";"@UHealing per tick@<<1>>@<<2>>"
"50040644-0-9258";"@EAdds an additional rebirth."
"50040644-0-9351";"@UCooldown@<<1>>@<<2>>\n@UDuration@<<3>>@<<4>>"
"50040644-0-9400";"@UDamage bonus per rebirth@<<1>>@<<2>>"
"50040644-0-9407";"@UHealing received bonus@<<1>>@<<2>>"
"50040644-0-9424";"@EAllies take <<1>> less damage."
"50040644-0-9432";"@UDuration@<<1>>@<<2>>"
"50040644-0-9434";"@EGains interrupt effect"
"50040644-0-9477";"@UMana/Stamina Restore@<<1>>@<<2>>\n@USilence Duration@<<3>>@<<4>>"
"50040644-0-9482";"@EGain <<1>> damage on DoT effects."
"50040644-0-9535";"@UCooldown@<<1>>@<<2>>"
"50040644-0-9592";"@ECaster Gains Damage Reduction while Channeling"
"50040644-0-9598";"@UMana Restore@<<1>>@<<2>>"
"50040644-0-9605";"@EAdds Trauma on enemies; cures Wounds on allies."
"50040644-0-9608";"@UDuration per Rebirth@<<1>>@<<2>>"
"50040644-0-9613";"@UDamage@<<1>>@<<2>>"
"50040644-0-9617";"@UDamage Reduction@<<1>>@<<2>>"
"50040644-0-9618";"@EIncreased stack count for cast speed bonus."
"50040644-0-9622";"@EHeals for <<1>> every <<2>>"
"50040644-0-9656";"@Evs. Target's rear arc:\n@E- Stun for <<1>>"
"50040644-0-9719";"@UCooldown@<<1>>@<<2>>"
"50040644-0-10629";"@EIncrease off balance chance vs low health targets"
"50040644-0-11690";"@UDamage reduction@<<1>>@<<2>>"
"50040644-0-11768";"@EIncreased poison application chance."
