"Location";"Source"
"10860933-0-7";"Red Rook Camp"
"10860933-0-10";"Hag Fen"
"10860933-0-16";"Burial Mounds"
"10860933-0-29";"Hinault Farm"
"10860933-0-30";"Moira's Hope"
"10860933-0-31";"Silverhoof Vale"
"10860933-0-34";"Crestshade"
"10860933-0-35";"Camp Tamrith"
"10860933-0-37";"Traitor's Tor"
"10860933-0-38";"Lorkrata Hills"
"10860933-0-39";"Sanguine Barrows"
"10860933-0-42";"Breagha-Fin"
"10860933-0-44";"Ravenwatch Castle"
"10860933-0-76";"Edrald Estate"
"10860933-0-82";"Dro-Dara Plantation"
"10860933-0-84";"Aphren's Hold"
"10860933-0-85";"Shinji's Scarp"
"10860933-0-87";"Weeping Giant"
"10860933-0-93";"Narsis"
"10860933-0-129";"Farangel's Landing"
"10860933-0-130";"Pariah Abbey"
"10860933-0-131";"Wind Keep"
"10860933-0-132";"Dreughside"
"10860933-0-133";"Cumberland's Watch"
"10860933-0-136";"Moonlit Maw"
"10860933-0-138";"at-Tura Estate"
"10860933-0-139";"Koeglin Lighthouse"
"10860933-0-140";"Steelheart Moorings"
"10860933-0-142";"Firebrand Keep"
"10860933-0-144";"Nurin Farm"
"10860933-0-151";"Davon's Watch"
"10860933-0-155";"Jackdaw Cove"
"10860933-0-156";"Northglen"
"10860933-0-159";"Halcyon Lake"
"10860933-0-160";"Pelin Graveyard"
"10860933-0-162";"Fallen Grotto"
"10860933-0-163";"Bangkorai Garrison"
"10860933-0-165";"Nilata Ruins"
"10860933-0-166";"Hall of Heroes"
"10860933-0-167";"Kerbol's Hollow"
"10860933-0-168";"Fort Virak"
"10860933-0-171";"Hallin's Stand"
"10860933-0-173";"Onsi's Breath"
"10860933-0-176";"Qharroa Ruins"
"10860933-0-184";"Sentinel Docks"
"10860933-0-190";"Ancestor's Landing"
"10860933-0-191";"Morwha's Bounty"
"10860933-0-193";"Rain Catcher Fields"
"10860933-0-194";"Tu'whacca's Throne"
"10860933-0-196";"Kulati Mines"
"10860933-0-200";"Leki's Blade"
"10860933-0-202";"Sep's Spine"
"10860933-0-203";"Bergama"
"10860933-0-205";"Tava's Blessing"
"10860933-0-220";"White Rose Prison"
"10860933-0-225";"HoonDing's Watch"
"10860933-0-234";"Vanne Farm"
"10860933-0-235";"Shornhelm"
"10860933-0-236";"Soulshriven Tower"
"10860933-0-237";"Fell's Run"
"10860933-0-238";"Northpoint"
"10860933-0-239";"Alcaire Keep"
"10860933-0-240";"Koeglin Village"
"10860933-0-241";"Windridge Cave"
"10860933-0-242";"The Doomcrag"
"10860933-0-243";"Daggerfall"
"10860933-0-244";"Westtry"
"10860933-0-245";"Deleyn's Mill"
"10860933-0-246";"Aldcroft"
"10860933-0-247";"Shrieking Scar"
"10860933-0-248";"Satakalaam"
"10860933-0-249";"Glenumbra Moors"
"10860933-0-250";"Lion Guard Redoubt"
"10860933-0-251";"Kozanset"
"10860933-0-252";"Eagle's Brook"
"10860933-0-253";"Vale of the Guardians"
"10860933-0-254";"Camlorn"
"10860933-0-255";"Beldama Wyrd Tree"
"10860933-0-256";"Sentinel"
"10860933-0-257";"Salas En"
"10860933-0-258";"Tomb of Lost Kings"
"10860933-0-259";"Viridian Woods"
"10860933-0-260";"Crosswych"
"10860933-0-261";"Cath Bedraud"
"10860933-0-262";"Sunken Road"
"10860933-0-263";"Motalion Necropolis"
"10860933-0-265";"Martyr's Crossing"
"10860933-0-266";"Evermore"
"10860933-0-269";"Malak's Maw"
"10860933-0-270";"Mournhold"
"10860933-0-271";"Fort Arand"
"10860933-0-273";"Senie"
"10860933-0-274";"Vivec's Antlers"
"10860933-0-275";"Starved Plain"
"10860933-0-276";"Silent Mire"
"10860933-0-277";"Hrogar's Hold"
"10860933-0-278";"Dresan Keep"
"10860933-0-279";"Baelborne Rock"
"10860933-0-280";"Othrenis"
"10860933-0-281";"Sathram Plantation"
"10860933-0-282";"Muth Gnaar"
"10860933-0-283";"Deepcrag Den"
"10860933-0-284";"Brothers of Strife"
"10860933-0-285";"Heimlyn Keep"
"10860933-0-286";"Quarantine Serk"
"10860933-0-287";"Alten Corimont"
"10860933-0-289";"Kragenmoor"
"10860933-0-290";"Obsidian Scar"
"10860933-0-295";"Tal'Deic Fortress"
"10860933-0-296";"Dungeon: Wayrest Sewers I"
"10860933-0-297";"Bonesnap Ruins"
"10860933-0-299";"Razak's Wheel"
"10860933-0-300";"Hissmir"
"10860933-0-301";"Stillrise Village"
"10860933-0-302";"Mzithumz"
"10860933-0-303";"Vale of the Ghost Snake"
"10860933-0-304";"Lukiul Uxith"
"10860933-0-305";"Ash Mountain"
"10860933-0-314";"Ebonheart"
"10860933-0-315";"Deep Graves"
"10860933-0-317";"Stormhold"
"10860933-0-318";"Murkwater"
"10860933-0-319";"Sulfur Pools"
"10860933-0-320";"Zuuk"
"10860933-0-321";"Obsidian Gorge"
"10860933-0-322";"Xal Ithix"
"10860933-0-323";"Iliath Temple"
"10860933-0-324";"Ten-Maur-Wolk"
"10860933-0-325";"Tormented Spire"
"10860933-0-327";"Shrine of Saint Veloth"
"10860933-0-329";"Eidolon's Hollow"
"10860933-0-330";"Selfora"
"10860933-0-331";"Bogmother"
"10860933-0-332";"Mud Tree Village"
"10860933-0-333";"Dungeon: Elden Hollow I"
"10860933-0-334";"Forsaken Hamlet"
"10860933-0-336";"Hatching Pools"
"10860933-0-337";"Dungeon: Crypt of Hearts I"
"10860933-0-338";"Crow's Wood"
"10860933-0-340";"Sunscale Strand"
"10860933-0-341";"Percolating Mire"
"10860933-0-342";"Bthanual"
"10860933-0-343";"Apocrypha's Gate"
"10860933-0-345";"Ilessan Tower"
"10860933-0-346";"Silumm"
"10860933-0-347";"Mines of Khuras"
"10860933-0-348";"Enduum"
"10860933-0-349";"The Atronach"
"10860933-0-350";"The Shadow"
"10860933-0-351";"The Serpent"
"10860933-0-352";"Stillrise Wayshrine"
"10860933-0-353";"Ebon Crypt"
"10860933-0-354";"Cryptwatch Fort"
"10860933-0-355";"Stormhold Wayshrine"
"10860933-0-356";"Hatching Pools Wayshrine"
"10860933-0-357";"Bogmother Wayshrine"
"10860933-0-358";"Alten Corimont Wayshrine"
"10860933-0-359";"Wyrd Tree Wayshrine"
"10860933-0-360";"Percolating Mire Wayshrine"
"10860933-0-361";"Aldcroft Wayshrine"
"10860933-0-362";"Hissmir Wayshrine"
"10860933-0-363";"Deleyn's Mill Wayshrine"
"10860933-0-364";"Loriasel Wayshrine"
"10860933-0-366";"Eagle's Brook Wayshrine"
"10860933-0-367";"Venomous Fens Wayshrine"
"10860933-0-368";"North Hag Fen Wayshrine"
"10860933-0-369";"Lion Guard Redoubt Wayshrine"
"10860933-0-370";"Crosswych Wayshrine"
"10860933-0-371";"Farwatch Wayshrine"
"10860933-0-372";"The Steed"
"10860933-0-373";"Baelborne Rock Wayshrine"
"10860933-0-374";"The Apprentice"
"10860933-0-375";"Evermore Wayshrine"
"10860933-0-376";"Daggerfall Wayshrine"
"10860933-0-377";"Burial Tombs Wayshrine"
"10860933-0-378";"Troll's Toothpick Wayshrine"
"10860933-0-379";"Viridian Woods Wayshrine"
"10860933-0-380";"Bangkorai Pass Wayshrine"
"10860933-0-381";"Nilata Ruins Wayshrine"
"10860933-0-382";"Hallin's Stand Wayshrine"
"10860933-0-383";"Old Tower Wayshrine"
"10860933-0-384";"Onsi's Breath Wayshrine"
"10860933-0-385";"Sunken Road Wayshrine"
"10860933-0-386";"The Lover"
"10860933-0-387";"The Lady"
"10860933-0-388";"Dwynnarth Ruins"
"10860933-0-389";"Cambray Pass"
"10860933-0-390";"Old Tower"
"10860933-0-391";"Murcien's Hamlet"
"10860933-0-393";"Forsaken Hamlet Wayshrine"
"10860933-0-394";"Koeglin Village Wayshrine"
"10860933-0-395";"Alcaire Castle Wayshrine"
"10860933-0-396";"Firebrand Keep Wayshrine"
"10860933-0-397";"Wind Keep Wayshrine"
"10860933-0-398";"Dro-Dara Plantation Wayshrine"
"10860933-0-399";"Soulshriven Wayshrine"
"10860933-0-400";"Pariah Abbey Wayshrine"
"10860933-0-401";"Oldgate Wayshrine"
"10860933-0-402";"Crestshade Wayshrine"
"10860933-0-403";"Camp Tamrith Wayshrine"
"10860933-0-404";"Hoarfrost Downs"
"10860933-0-405";"Boralis Wayshrine"
"10860933-0-406";"Staging Grounds Wayshrine"
"10860933-0-408";"Tribunal Temple"
"10860933-0-409";"Northpoint Wayshrine"
"10860933-0-410";"Fell's Run Wayshrine"
"10860933-0-411";"Hoarfrost Downs Wayshrine"
"10860933-0-412";"Shornhelm Wayshrine"
"10860933-0-413";"The Atronach"
"10860933-0-414";"The Shadow"
"10860933-0-415";"The Serpent"
"10860933-0-416";"Portdun Watch"
"10860933-0-417";"Koeglin Mine"
"10860933-0-418";"Pariah Catacombs"
"10860933-0-419";"Farangel's Delve"
"10860933-0-420";"Bearclaw Mine"
"10860933-0-421";"Norvulk Ruins"
"10860933-0-422";"Crestshade Mine"
"10860933-0-423";"Flyleaf Catacombs"
"10860933-0-424";"Tribulation Crypt"
"10860933-0-425";"Orc's Finger Ruins"
"10860933-0-426";"Erokii Ruins"
"10860933-0-427";"Hildune's Secret Refuge"
"10860933-0-428";"Morwha's Bounty Wayshrine"
"10860933-0-429";"Sentinel Wayshrine"
"10860933-0-430";"Bergama Wayshrine"
"10860933-0-431";"Leki's Blade Wayshrine"
"10860933-0-432";"Satakalaam Wayshrine"
"10860933-0-434";"The Tower"
"10860933-0-435";"The Mage"
"10860933-0-436";"The Lord"
"10860933-0-437";"Shor's Stone"
"10860933-0-438";"Skald's Retreat"
"10860933-0-439";"Loriasel"
"10860933-0-448";"Shad Astula"
"10860933-0-449";"Davon's Watch Wayshrine"
"10860933-0-450";"Othrenis Wayshrine"
"10860933-0-451";"Fort Arand Wayshrine"
"10860933-0-452";"Ebonheart Wayshrine"
"10860933-0-453";"Vivec's Antlers Wayshrine"
"10860933-0-454";"Brothers of Strife Wayshrine"
"10860933-0-455";"Santaki"
"10860933-0-456";"Divad's Chagrin Mine"
"10860933-0-457";"Aldunz"
"10860933-0-458";"Coldrock Diggings"
"10860933-0-459";"Hrogar's Hold Wayshrine"
"10860933-0-460";"Sandblown Mine"
"10860933-0-461";"Yldzuun"
"10860933-0-462";"Fort Virak Wayshrine"
"10860933-0-463";"Iliath Temple Wayshrine"
"10860933-0-465";"Sathram Plantation Wayshrine"
"10860933-0-466";"Kragenmoor Wayshrine"
"10860933-0-467";"Ashen Road Wayshrine"
"10860933-0-468";"The Lady"
"10860933-0-469";"The Lover"
"10860933-0-470";"Torog's Spite"
"10860933-0-471";"Troll's Toothpick"
"10860933-0-472";"Viridian Watch"
"10860933-0-473";"Crypt of the Exiles"
"10860933-0-474";"Klathzgar"
"10860933-0-475";"Rubble Butte"
"10860933-0-476";"Treva's Farm"
"10860933-0-477";"Sardavar Leed"
"10860933-0-478";"Vernim Woods"
"10860933-0-479";"Boulderfall Pass"
"10860933-0-480";"Lost City of the Na-Totambu"
"10860933-0-481";"Riverwatch"
"10860933-0-482";"Pell's Gate"
"10860933-0-483";"Gray Viper Outpost"
"10860933-0-485";"Homestead Ruins"
"10860933-0-486";"Culotte"
"10860933-0-488";"Black Road Wayhouse"
"10860933-0-489";"Timberscar Hollow"
"10860933-0-491";"Crown Point"
"10860933-0-492";"Hedoran Estate"
"10860933-0-493";"Juras Falls"
"10860933-0-494";"Mist Mirror Refuge"
"10860933-0-495";"Orkey's Hollow"
"10860933-0-497";"Vlastarus Tower"
"10860933-0-498";"Howling Cave"
"10860933-0-499";"Silverscale Pond"
"10860933-0-500";"Skyshroud Barrow"
"10860933-0-501";"Bleakrock Wayshrine"
"10860933-0-502";"Hozzin's Folly"
"10860933-0-503";"Bleakrock Village"
"10860933-0-504";"Ceyatatar"
"10860933-0-505";"Haynote Cave"
"10860933-0-506";"Lunar Fang Docks"
"10860933-0-507";"Pothole Caverns"
"10860933-0-508";"Lipsand Tarn"
"10860933-0-509";"Toadstool Hollow"
"10860933-0-510";"Underpall Cave"
"10860933-0-511";"Muck Valley Cavern"
"10860933-0-512";"Newt Cave"
"10860933-0-513";"Vahtacen"
"10860933-0-514";"Abbey of the Eight"
"10860933-0-515";"Bruma"
"10860933-0-516";"Cheydinhal"
"10860933-0-517";"Thulvald's Logging Camp"
"10860933-0-519";"The Thief"
"10860933-0-520";"The Warrior"
"10860933-0-521";"Nornalhorst"
"10860933-0-522";"The Ritual"
"10860933-0-526";"Dungeon: Fungal Grotto I"
"10860933-0-528";"Shrine of the Black Maw"
"10860933-0-529";"Broken Tusk"
"10860933-0-530";"Atanaz Ruins"
"10860933-0-531";"Onkobra Kwama Mine"
"10860933-0-532";"Chid-Moska Ruins"
"10860933-0-533";"Gandranen Ruins"
"10860933-0-534";"Nisin Cave"
"10860933-0-535";"Narsinfel"
"10860933-0-536";"Lower Yorgrim"
"10860933-0-537";"Wooden Hand Outlook"
"10860933-0-539";"Fanacasecul"
"10860933-0-540";"Vindasel"
"10860933-0-541";"Hackdirt"
"10860933-0-543";"Voljar's Meadery"
"10860933-0-554";"Inner Sea Armature"
"10860933-0-555";"Mephala's Nest"
"10860933-0-556";"Softloam Cavern"
"10860933-0-557";"Kynesgrove"
"10860933-0-558";"Dhalmora"
"10860933-0-559";"Dhalmora Wayshrine"
"10860933-0-560";"Windhelm"
"10860933-0-561";"Fort Morvunskar"
"10860933-0-562";"Deepwoods"
