"Location";"Source"
"260523861-0-1";"Wayshrine"
"260523861-0-2";"Bank, Guild Bank and Guild Store"
"260523861-0-3";"Mages Guild Hall"
"260523861-0-4";"Marketplace"
"260523861-0-5";"You"
"260523861-0-6";"You"
"260523861-0-7";"You"
"260523861-0-8";"Wayshrine"
"260523861-0-9";"Wayshrine"
"260523861-0-10";"Elder Scroll (Offensive)"
"260523861-0-11";"Artifact Gate"
"260523861-0-12";"You"
"260523861-0-13";"Wayshrine"
"260523861-0-14";"Farm"
"260523861-0-15";"Delve"
"260523861-0-16";"Dark Anchor"
"260523861-0-17";"Group Delve"
"260523861-0-18";"Striking Locale"
"260523861-0-19";"Volendrung"
"260523861-0-20";"Dark Anchor"
"260523861-0-21";"Group Instance"
"260523861-0-22";"Guild Trader"
"260523861-0-23";"Guild Trader"
"260523861-0-24";"Marketplace"
"260523861-0-25";"You"
"260523861-0-26";"Bank, Guild Bank and Guild Store"
"260523861-0-27";"Wayshrine"
"260523861-0-28";"Boneshard"
"260523861-0-29";"Delve"
"260523861-0-31";"Special Event"
"260523861-0-32";"You"
"260523861-0-33";"Banner 1"
"260523861-0-35";"Banner 1"
"260523861-0-36";"Fire Drakes Relic"
"260523861-0-38";"Chaos Ball"
"260523861-0-39";"Abyssal Geyser"
"260523861-0-40";"Dragon"
"260523861-1-2";"Stables"
"260523861-1-3";"Fighters Guild Hall"
"260523861-1-4";"Inn"
"260523861-1-5";"Group Member"
"260523861-1-6";"Group Member"
"260523861-1-7";"Group Member"
"260523861-1-8";"Dock"
"260523861-1-9";"Border Keep"
"260523861-1-10";"Elder Scroll (Defensive)"
"260523861-1-11";"Keep"
"260523861-1-12";"Group Member"
"260523861-1-13";"Dock"
"260523861-1-14";"Lumbermill"
"260523861-1-15";"Group Instance"
"260523861-1-16";"Striking Locale"
"260523861-1-17";"Trial"
"260523861-1-18";"Crafting Set"
"260523861-1-20";"Delve"
"260523861-1-21";"Trial"
"260523861-1-24";"Inn"
"260523861-1-25";"Group Member"
"260523861-1-26";"Stables"
"260523861-1-28";"Dark Ether"
"260523861-1-29";"Group Instance"
"260523861-1-31";"Antiquarian Representative"
"260523861-1-32";"Group Member"
"260523861-1-33";"Banner 2"
"260523861-1-35";"Banner 2"
"260523861-1-36";"Fire Drakes Relic Base"
"260523861-1-38";"Chaos Ball Spawn"
"260523861-1-39";"Striking Locale"
"260523861-1-40";"Striking Locale"
"260523861-2-2";"Rededication Shrine"
"260523861-2-3";"Thieves Guild Den"
"260523861-2-4";"Alchemy"
"260523861-2-5";"Group Leader"
"260523861-2-6";"Group Leader"
"260523861-2-7";"Battle"
"260523861-2-8";"Caravan"
"260523861-2-9";"Forward Camp"
"260523861-2-11";"Outpost"
"260523861-2-12";"Group Leader"
"260523861-2-13";"Caravan"
"260523861-2-14";"Mine"
"260523861-2-15";"Public Dungeon"
"260523861-2-16";"Crafting Set"
"260523861-2-18";"Skyshard"
"260523861-2-20";"Striking Locale"
"260523861-2-24";"Alchemy"
"260523861-2-25";"Group Leader"
"260523861-2-26";"Outfit Station"
"260523861-2-28";"Mark of the Legion"
"260523861-2-29";"Public Dungeon"
"260523861-2-31";"Skyshard"
"260523861-2-32";"Group Leader"
"260523861-2-33";"Banner 3"
"260523861-2-36";"Pit Daemons Relic"
"260523861-2-39";"Crafting Set"
"260523861-2-40";"Crafting Set"
"260523861-3-2";"Outfit Station"
"260523861-3-4";"Enchanting"
"260523861-3-7";"Group Leader"
"260523861-3-8";"Housing"
"260523861-3-11";"Temple"
"260523861-3-13";"Housing"
"260523861-3-16";"World Boss"
"260523861-3-20";"Mundus Stone"
"260523861-3-24";"Enchanting"
"260523861-3-26";"Armory Station"
"260523861-3-28";"Monstrous Teeth"
"260523861-3-29";"Solo Trial"
"260523861-3-31";"Tribute Club"
"260523861-3-33";"Banner 4"
"260523861-3-36";"Pit Daemons Relic Base"
"260523861-3-39";"World Boss"
"260523861-3-40";"World Boss"
"260523861-4-2";"Outlaws Refuge"
"260523861-4-4";"Clothier"
"260523861-4-11";"Town"
"260523861-4-16";"Mundus Stone"
"260523861-4-20";"Skyshard"
"260523861-4-24";"Clothier"
"260523861-4-28";"Planar Armor Scraps"
"260523861-4-36";"Stormlords Relic"
"260523861-4-39";"Mundus Stone"
"260523861-4-40";"Special Event"
"260523861-5-4";"Woodworking"
"260523861-5-11";"Bridge"
"260523861-5-16";"Special Event"
"260523861-5-24";"Woodworking"
"260523861-5-28";"Bloody Claw"
"260523861-5-36";"Stormlords Relic Base"
"260523861-5-39";"Special Event"
"260523861-5-40";"Skyshard"
"260523861-6-4";"Blacksmithing"
"260523861-6-11";"Milegate"
"260523861-6-16";"Skyshard"
"260523861-6-24";"Blacksmithing"
"260523861-6-39";"Skyshard"
"260523861-7-4";"Guild Trader"
"260523861-7-24";"Guild Trader"
"260523861-8-4";"Furnisher"
