"Location";"Source"
"4330293-0-1";"Stros M'Kai"
"4330293-1-1";"Betnikh"
"4330293-2-1";"Glenumbra"
"4330293-3-1";"Stormhaven"
"4330293-4-1";"Rivenspire"
"4330293-5-1";"Alik'r Desert"
"4330293-6-1";"Bangkorai"
"4330293-7-1";"Bleakrock Isle"
"4330293-8-1";"Bal Foyen"
"4330293-9-1";"Stonefalls"
"4330293-10-1";"Deshaan"
"4330293-11-1";"Shadowfen"
"4330293-12-1";"Eastmarch"
"4330293-13-1";"The Rift"
"4330293-14-1";"Khenarthi's Roost"
"4330293-15-1";"Auridon"
"4330293-16-1";"Grahtwood"
"4330293-17-1";"Greenshade"
"4330293-18-1";"Malabal Tor"
"4330293-19-1";"Reaper's March"
"4330293-20-1";"Coldharbour"
"4330293-21-1";"Craglorn"
"4330293-22-1";"Wrothgar"
"4330293-23-1";"Hew's Bane"
"4330293-24-1";"Gold Coast"
"4330293-25-1";"Vvardenfell"
"4330293-26-1";"Clockwork City"
"4330293-27-1";"Summerset"
"4330293-28-1";"Murkmire"
"4330293-29-1";"Northern Elsweyr"
"4330293-30-1";"Southern Elsweyr"
"4330293-31-1";"Western Skyrim"
"4330293-32-1";"The Reach"
"4330293-33-1";"Blackwood"
"4330293-34-1";"The Deadlands"
"4330293-35-1";"High Isle"
"4330293-36-1";"Galen"
"4330293-37-1";"Necrom"
"4330293-38-1";"West Weald"
