"Location";"Source"
"111863941-0-1";"Hel Ra Citadel"
"111863941-0-2";"Aetherian Archive"
"111863941-0-3";"Sanctum Ophidia"
"111863941-0-4";"Dragonstar Arena (Veteran)"
"111863941-0-5";"Maw of Lorkhaj (Veteran)"
"111863941-0-6";"Maelstrom Arena (Veteran)"
"111863941-0-7";"Halls of Fabrication (Veteran)"
"111863941-0-8";"Asylum Sanctorium (Veteran)"
"111863941-0-9";"Cloudrest (Veteran)"
"111863941-0-11";"Blackrose Prison (Veteran)"
"111863941-0-12";"Sunspire (Veteran)"
"111863941-0-13";"Kyne's Aegis (Veteran)"
"111863941-0-14";"Vateshran Hollows (Veteran)"
"111863941-0-15";"Rockgrove (Veteran)"
"111863941-0-16";"Dreadsail Reef (Veteran)"
"111863941-0-17";"Sanity's Edge (Veteran)"
"111863941-0-18";"Lucent Citadel (Veteran)"
