"Location";"Source"
"239667646-0-1";"The amount of additional healing your heals do."
"239667646-0-2";"Decreases the amount of damage you take from Fire based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-0-3";"The amount of additional damage your Critical hits do. Critical hits do 50% increased damage and can be made more powerful with these additional bonuses, up to a maximum of 125%."
"239667646-0-4";"Stamina cost of your Bash ability."
"239667646-0-6";"Subscriber bonus to experience points gained."
"239667646-1-1";"The amount of additional healing your Critical heals do. Critical heals do 50% increased healing and can be made more powerful with these additional bonuses, up to a maximum of 125%."
"239667646-1-2";"Decreases the amount of damage you take from Shock based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-1-3";"The amount of additional damage your Physical based attacks do."
"239667646-1-4";"Stamina cost to Block attacks."
"239667646-1-6";"Subscriber bonus to gold found."
"239667646-2-1";"The amount of additional healing you receive."
"239667646-2-2";"Decreases the amount of damage you take from Frost based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-2-3";"The amount of additional damage your Bleed based attacks do."
"239667646-2-4";"Stamina cost to Break Free from crowd control."
"239667646-2-6";"Subscriber bonus to crafting inspiration."
"239667646-3-2";"Decreases the amount of damage you take from Magic based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-3-3";"The amount of additional damage your Disease based attacks do."
"239667646-3-4";"Stamina cost to Dodge Roll. This cost increases when dodge rolling in quick succession."
"239667646-3-6";"Subscriber bonus to Alliance Points gained, for skill lines and rank only."
"239667646-4-2";"Decreases the amount of damage you take from Disease based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-4-3";"The amount of additional damage your Fire based attacks do."
"239667646-4-4";"Stamina cost per half second to move while Sneaking."
"239667646-4-6";"Subscriber bonus to Tel Var gained, from monster kills only."
"239667646-5-2";"Decreases the amount of damage you take from Poison based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-5-3";"The amount of additional damage your Frost based attacks do."
"239667646-5-4";"Stamina cost per second to Sprint."
"239667646-6-2";"Decreases the amount of damage you take from Bleed based attacks. Resistances cap at 50%, or 33000 rating."
"239667646-6-3";"The amount of additional damage your Magic based attacks do."
"239667646-6-4";"The amount of damage your Bash does."
"239667646-7-3";"The amount of additional damage your Oblivion based attacks do."
"239667646-7-4";"The amount of damage you mitigate when you Block an attack."
"239667646-8-3";"The amount of additional damage your Poison based attacks do."
"239667646-8-4";"The speed you move while Blocking."
"239667646-9-3";"The amount of additional damage your Shock based attacks do."
"239667646-9-4";"The speed you move while Sneaking."
"239667646-10-4";"The speed you move while Sprinting."
