"Location";"Source"
"172689156-0-24";"Equip 3 pieces of Light Armor to unlock this skill line."
"172689156-0-25";"Equip 3 pieces of Medium Armor to unlock this skill line."
"172689156-0-26";"Equip 3 pieces of Heavy Armor to unlock this skill line."
"172689156-0-29";"Kill an enemy with One-handed and Shield equipped to unlock this skill line."
"172689156-0-30";"Kill an enemy with a Two-handed Weapon equipped to unlock this skill line."
"172689156-0-31";"Kill an enemy with two weapons equipped to unlock the Dual Wield skill line."
"172689156-0-32";"Kill an enemy with a Bow equipped to unlock this skill line."
"172689156-0-33";"Kill an enemy with a Destruction Staff equipped to unlock this skill line."
"172689156-0-34";"Kill an enemy with a Restoration Staff equipped to unlock this skill line."
"172689156-0-44";"Join the Mages Guild in Vulkhel Gard, Davon's Watch, or Daggerfall."
"172689156-0-45";"Join the Fighters Guild in Vulkhel Gard, Davon's Watch, or Daggerfall."
"172689156-0-48";"Earn Alliance points in the Cyrodiil player vs player zone to unlock this skill line."
"172689156-0-67";"Earn Alliance points in the Cyrodiil player vs player zone to unlock this skill line."
"172689156-0-180";"Equip your companion with a Two-Handed weapon to unlock this skill line."
"172689156-0-181";"Equip your companion with a One-Handed weapon and Shield to unlock this skill line."
"172689156-0-182";"Equip your companion with a pair of One-Handed weapons to unlock this skill line."
"172689156-0-183";"Equip your companion with a Bow to unlock this skill line."
"172689156-0-184";"Equip your companion with a Destruction Staff to unlock this skill line."
"172689156-0-185";"Equip your companion with a Restoration Staff to unlock this skill line."
"172689156-0-186";"Equip your companion with 3 pieces of Light Armor to unlock this skill line."
"172689156-0-187";"Equip your companion with 3 pieces of Medium Armor to unlock this skill line."
"172689156-0-188";"Equip your companion with 3 pieces of Heavy Armor to unlock this skill line."
"172689156-0-189";"Complete a Fighters Guild daily quest to unlock this skill line."
"172689156-0-190";"Complete a Mages Guild daily quest to unlock this skill line."
"172689156-0-191";"Complete one of Bolgrul's Undaunted challenges to unlock this skill line."
