"Location";"Source"
"252100948-0-4";"Press <<1>> to dodge"
"252100948-0-19";"Press <<1>> if Rooted"
"252100948-0-35";"Press <<1>> to dodge"
"252100948-0-152";"Press <<1>> to deactivate <<2>>s with <<3>>."
"252100948-0-153";"Target a nearby valid corpse and press <<1>>."
"252100948-0-154";"Prevent the Blessing from being reclaimed!"
"252100948-0-155";"You have been drenched in Noxious Sludge!"
"252100948-0-156";"Gobble up those scrumptious Sweetrolls!"
"252100948-0-157";"Interrupt Prior Thierric to avoid Impale"
"252100948-0-163";"Defend against Bulwark's retaliation!"
"252100948-0-176";"Press <<1>> Prepare to dodge!"
