"Location";"Source"
"135139941-0-1";"Physical Damage"
"135139941-0-2";"Poison Damage"
"135139941-0-3";"Disease Damage"
"135139941-0-4";"Bleed Damage"
"135139941-0-5";"Magic Damage"
"135139941-0-6";"Shock Damage"
"135139941-0-7";"Frost Damage"
"135139941-0-8";"Flame Damage"
"135139941-0-9";"Trauma"
"135139941-0-10";"Multi-Target"
"135139941-0-12";"Taunt"
"135139941-0-13";"Knockback"
"135139941-0-14";"Pull"
"135139941-0-15";"Immobilize"
"135139941-0-16";"Stun"
"135139941-0-17";"Dispel"
"135139941-0-18";"Healing"
"135139941-0-19";"Restore Resources"
"135139941-0-20";"Damage Shield"
"135139941-0-22";"Generate Ultimate"
"135139941-0-23";"Mitigation"
"135139941-0-24";"Lingering Torment"
"135139941-0-25";"Hunter's Snare"
"135139941-0-26";"Knight's Valor"
"135139941-0-27";"Leeching Thirst"
"135139941-0-28";"Immobilizing Strike"
"135139941-0-29";"Assassin's Misery"
"135139941-0-30";"Anchorite's Cruelty"
"135139941-0-31";"Class Mastery"
"135139941-0-32";"Sage's Remedy"
"135139941-0-33";"Warmage's Defense"
"135139941-0-34";"Druid's Resurgence"
"135139941-0-35";"Thief's Swiftness"
"135139941-0-36";"Crusader's Defiance"
"135139941-0-37";"Fencer's Parry"
"135139941-0-38";"Gladiator's Tenacity"
"135139941-0-39";"Anchorite's Potency"
"135139941-0-40";"Wayfarer's Mastery"
"135139941-0-41";"Warrior's Opportunity"
"135139941-0-42";"Cavalier's Charge"
"135139941-0-44";"Off Balance"
"135139941-0-45";"Interrupt"
"135139941-0-46";"Savagery and Prophecy"
"135139941-0-47";"Expedition"
"135139941-0-48";"Resolve"
"135139941-0-49";"Evasion"
"135139941-0-50";"Vitality"
"135139941-0-51";"Berserk"
"135139941-0-52";"Brutality and Sorcery"
"135139941-0-53";"Empower"
"135139941-0-54";"Protection"
"135139941-0-55";"Courage"
"135139941-0-56";"Heroism"
"135139941-0-57";"Intellect and Endurance"
"135139941-0-58";"Force"
"135139941-0-59";"Vulnerability"
"135139941-0-60";"Maim"
"135139941-0-61";"Cowardice"
"135139941-0-62";"Enervation"
"135139941-0-63";"Mangle"
"135139941-0-64";"Breach"
"135139941-0-65";"Lifesteal"
"135139941-0-66";"Defile"
"135139941-0-67";"Brittle"
"135139941-0-68";"Uncertainty"
"135139941-0-69";"Magickasteal"
"135139941-0-70";"Growing Impact"
