"Location";"Source"
"157886597-0-1";"Fort Balfiera"
"157886597-0-3";"Fort Warden"
"157886597-0-4";"Fort Rayles"
"157886597-0-5";"Fort Glademist"
"157886597-0-6";"Fort Ash"
"157886597-0-7";"Fort Aleswell"
"157886597-0-8";"Fort Dragonclaw"
"157886597-0-9";"Chalman Keep"
"157886597-0-10";"Arrius Keep"
"157886597-0-11";"Kingscrest Keep"
"157886597-0-12";"Farragut Keep"
"157886597-0-13";"Blue Road Keep"
"157886597-0-14";"Drakelowe Keep"
"157886597-0-15";"Castle Alessia"
"157886597-0-16";"Castle Faregyl"
"157886597-0-17";"Castle Roebeck"
"157886597-0-18";"Castle Brindle"
"157886597-0-19";"Castle Black Boot"
"157886597-0-20";"Castle Bloodmayne"
"157886597-0-22";"Castle Bloodmayne Farm"
"157886597-0-23";"Castle Bloodmayne Mine"
"157886597-0-24";"Castle Bloodmayne Lumbermill"
"157886597-0-25";"Fort Balfiera Farm"
"157886597-0-26";"Fort Balfiera Lumbermill"
"157886597-0-27";"Fort Balfiera Mine"
"157886597-0-34";"Castle Black Boot Lumbermill"
"157886597-0-35";"Castle Black Boot Mine"
"157886597-0-36";"Castle Black Boot Farm"
"157886597-0-37";"Farragut Keep Lumbermill"
"157886597-0-38";"Farragut Keep Mine"
"157886597-0-39";"Farragut Keep Farm"
"157886597-0-40";"Fort Warden Farm"
"157886597-0-41";"Fort Warden Lumbermill"
"157886597-0-42";"Fort Warden Mine"
"157886597-0-43";"Castle Faregyl Farm"
"157886597-0-44";"Castle Faregyl Lumbermill"
"157886597-0-45";"Castle Faregyl Mine"
"157886597-0-46";"Arrius Keep Farm"
"157886597-0-47";"Arrius Keep Lumbermill"
"157886597-0-48";"Arrius Keep Mine"
"157886597-0-49";"Fort Glademist Farm"
"157886597-0-50";"Fort Glademist Lumbermill"
"157886597-0-51";"Fort Glademist Mine"
"157886597-0-52";"Kingscrest Keep Farm"
"157886597-0-53";"Kingscrest Keep Lumbermill"
"157886597-0-54";"Kingscrest Keep Mine"
"157886597-0-55";"Fort Rayles Farm"
"157886597-0-56";"Fort Rayles Lumbermill"
"157886597-0-57";"Fort Rayles Mine"
"157886597-0-61";"Fort Ash Farm"
"157886597-0-62";"Fort Ash Lumbermill"
"157886597-0-63";"Fort Ash Mine"
"157886597-0-64";"Fort Aleswell Mine"
"157886597-0-65";"Fort Aleswell Lumbermill"
"157886597-0-66";"Fort Aleswell Farm"
"157886597-0-67";"Fort Dragonclaw Mine"
"157886597-0-68";"Fort Dragonclaw Lumbermill"
"157886597-0-69";"Fort Dragonclaw Farm"
"157886597-0-70";"Chalman Keep Mine"
"157886597-0-71";"Chalman Keep Lumbermill"
"157886597-0-72";"Chalman Keep Farm"
"157886597-0-73";"Blue Road Keep Mine"
"157886597-0-74";"Blue Road Keep Lumbermill"
"157886597-0-75";"Blue Road Keep Farm"
"157886597-0-76";"Drakelowe Keep Mine"
"157886597-0-77";"Drakelowe Keep Lumbermill"
"157886597-0-78";"Drakelowe Keep Farm"
"157886597-0-79";"Castle Alessia Mine"
"157886597-0-80";"Castle Alessia Lumbermill"
"157886597-0-81";"Castle Alessia Farm"
"157886597-0-82";"Castle Roebeck Mine"
"157886597-0-83";"Castle Roebeck Lumbermill"
"157886597-0-84";"Castle Roebeck Farm"
"157886597-0-85";"Castle Brindle Mine"
"157886597-0-86";"Castle Brindle Lumbermill"
"157886597-0-87";"Castle Brindle Farm"
"157886597-0-105";"Western Elsweyr Gate"
"157886597-0-106";"Eastern Elsweyr Gate"
"157886597-0-107";"Southern Morrowind Gate"
"157886597-0-108";"Northern Morrowind Gate"
"157886597-0-109";"Southern High Rock Gate"
"157886597-0-110";"Northern High Rock Gate"
"157886597-0-118";"Scroll Temple of Altadoon"
"157886597-0-119";"Scroll Temple of Mnem"
"157886597-0-120";"Scroll Temple of Ghartok"
"157886597-0-121";"Scroll Temple of Chim"
"157886597-0-122";"Scroll Temple of Ni-Mohk"
"157886597-0-123";"Scroll Temple of Alma Ruma"
"157886597-0-124";"Gate of Altadoon"
"157886597-0-125";"Gate of Mnem"
"157886597-0-126";"Gate of Ghartok"
"157886597-0-127";"Gate of Chim"
"157886597-0-128";"Gate of Ni-Mohk"
"157886597-0-129";"Gate of Alma Ruma"
"157886597-0-132";"Nikel Outpost"
"157886597-0-133";"Sejanus Outpost"
"157886597-0-134";"Bleaker's Outpost"
"157886597-0-141";"Nobles District"
"157886597-0-142";"Memorial District"
"157886597-0-143";"Arboretum"
"157886597-0-146";"Arena District"
"157886597-0-147";"Temple District"
"157886597-0-148";"Elven Gardens District"
"157886597-0-149";"Vlastarus"
"157886597-0-151";"Bruma"
"157886597-0-152";"Cropsford"
"157886597-0-154";"Alessia Bridge"
"157886597-0-155";"Ash Milegate"
"157886597-0-156";"Niben River Bridge"
"157886597-0-157";"Bay Bridge"
"157886597-0-158";"Priory Milegate"
"157886597-0-159";"Chorrol Milegate"
"157886597-0-160";"Kingscrest Milegate"
"157886597-0-161";"Horunn Milegate"
"157886597-0-162";"Chalman Milegate"
"157886597-0-163";"Winter's Peak Outpost"
"157886597-0-164";"Carmala Outpost"
"157886597-0-165";"Harlun's Outpost"
