"Location";"Source"
"4330293-0-1";"Строс-М’Кай"
"4330293-1-1";"Бетніх"
"4330293-2-1";"Ґленумбра"
"4330293-3-1";"Буресхов"
"4330293-4-1";"Руйновістря"
"4330293-5-1";"Пустеля Алік’р"
"4330293-6-1";"Банґкорай"
"4330293-7-1";"Острів Похмурої скелі"
"4330293-8-1";"Бал-Фоєн"
"4330293-9-1";"Падикамінь"
"4330293-10-1";"Дешаан"
"4330293-11-1";"Тінедрагва"
"4330293-12-1";"Східне порубіжжя"
"4330293-13-1";"Рифт"
"4330293-14-1";"Хенартове гніздо"
"4330293-15-1";"Ауридон"
"4330293-16-1";"Ґратліс"
"4330293-17-1";"Зеленотіння"
"4330293-18-1";"Малабал-Тор"
"4330293-19-1";"Смертеступ"
"4330293-20-1";"Стужегавань"
"4330293-21-1";"Пісноскелля"
"4330293-22-1";"Ротґар"
"4330293-23-1";"Г’юва згуба"
"4330293-24-1";"Золоте узбережжя"
"4330293-25-1";"Вварденфел"
"4330293-26-1";"Заводне місто"
"4330293-27-1";"Саммерсет"
"4330293-28-1";"Муркмаїр"
"4330293-29-1";"Північний Ельсвейр"
"4330293-30-1";"Південний Ельсвейр"
"4330293-31-1";"Західний Скайрим"
"4330293-32-1";"Межа"
"4330293-33-1";"Чорнолісся"
"4330293-34-1";"Мертві землі"
"4330293-35-1";"Високий острів"
"4330293-36-1";"Ґален"
"4330293-37-1";"Некром"
"4330293-38-1";"West Weald"
