"Location";"Source"
"263796174-0-1";"A costume pack that offers three variations of outfits for thieves and assassins."
"263796174-0-2";"A costume pack that offers three variations of a fully armored battlefield knight."
"263796174-0-3";"A costume pack that offers three variations of a ranger in woodland garb."
"263796174-0-4";"A costume pack that offers three variations of a mystic tribal spellcaster."
"263796174-0-5";"Includes all the awesome perks of the Digital Imperial Edition. Ride as a proud Imperial alongside a familiar friend."
"263796174-0-7";"Play in the Alliance of your choice, no matter your race, find buried treasure, and more!"
"263796174-0-12";"The best way to intimidate criminal scum is to wear the armor of a Mournhold Ordinator. Three-pack includes Classic, Night-Raid, and Hand of Almalexia outfits."
"263796174-0-13";"Three different armor sets from the Imperial Battlemages of Cyrodiil, from the sensible field outfit of the Battlemage Scout Captain to the magnificent gilt armor of the Battlemage Palatine."
"263796174-0-14";"This pack includes costumes of three different armor sets as worn by Tribunes and Centurions of the Imperial Legions. Hail the Red Diamond!"
"263796174-0-15";"Used to learn the Breton, Orc, and Redguard crafting styles."
"263796174-0-16";"Used to learn the High Elf, Wood Elf, and Khajiit crafting styles."
"263796174-0-17";"Used to learn the Argonian, Dark Elf, and Nord crafting styles."
"263796174-0-18";"Used to learn the Ancient Elf, Barbaric, Daedric, and Primal crafting styles."
"263796174-0-19";"Use to learn the Dwemer crafting style."
"263796174-0-20";"Use to learn the Imperial crafting style."
"263796174-0-21";"Use to learn the Primal crafting style."
"263796174-0-22";"Use to learn the Barbaric crafting style."
"263796174-0-23";"Use to learn the Ancient Elf crafting style."
"263796174-0-24";"Use to learn the Daedric crafting style."
"263796174-0-25";"When the Soul-Shriven arrive in Coldharbour, they are garbed in cast-off armor taken from the dead. This pack includes costumes in various states of raggedness."
"263796174-0-26";"Use to learn the Yokudan crafting style."
"263796174-0-27";"Use to learn the Akaviri crafting style."
"263796174-0-28";"Use to learn the Glass crafting style."
"263796174-0-29";"These costumes replicate the armor Nord and Orcish scouts wear in northern Tamriel."
"263796174-0-30";"When the Akaviri invaded Tamriel, their troops were accompanied by mysterious dark-clad assassins. These costumes replicate those outfits."
"263796174-0-31";"The costumes in this pack replicate the garb of the nomadic Ashlander tribes of Morrowind, including the travel and hunting clothes of the Mabrigash tribe, and the armor of the Kagesh."
"263796174-0-32";"This costume pack includes three examples of the sturdy tribal armor of the ancient Nedes."
"263796174-0-33";"This costume pack replicates the uniforms of the Mages Guild, including research robes, legging outfits, and formal robes."
"263796174-0-34";"This costume pack replicates the uniforms of the Fighters Guild in light, medium, and heavy armor."
"263796174-0-35";"This costume pack includes the distinctive outfits worn by the three iconic heroes of The Elder Scrolls Online."
"263796174-0-37";"Use to learn the Xivkyn crafting style."
"263796174-0-38";"This enables crafting in the utilitarian and militaristic Mercenary style."
"263796174-0-39";"This course of three lessons adds one point each to your Riding Speed, Endurance Riding, and Mount Loading skills."
"263796174-0-40";"Make adventuring a little easier with a faithful hound and a horse to ride, plus 10 Tri-Restoration Potions, 80 Crown Lethal Poisons, a Fortifying Meal, an Experience Scroll, 2 full Soul Gems, and 2 Repair Kits."
"263796174-0-41";"Daedric forces have taken the Imperial City, and all three alliances vie to take it back. Experience all-new PvP and PvE gameplay, plus two new dungeons, never-before-seen monsters, craftable item sets, and more!\n\nCharacter must be level 10 to participate."
"263796174-0-42";"Come to the homeland of the Orcs in ESO's first new PvE quest content DLC! Help King Kurog rebuild the city of Orsinium, and watch its walls and towers rise due to your deeds. Includes new armor, weapons, a solo challenge arena, and more!"
"263796174-0-43";"Get the first four ESO DLC packs for one bargain price! Treat yourself to a broad array of new content for every play style."
"263796174-0-44";"Take home the Orsinium DLC along with a Cave Bear Mount and her Cub, plus 5 Experience Scrolls!"
"263796174-0-45";"A giant's trove of supplies: 20 Tri-Restoration Potions, 160 Crown Lethal Poisons, 5 Fortifying Meals, 5 Experience Scrolls, 5 full Soul Gems, and 5 Repair Kits."
"263796174-0-46";"A crate of handy supplies: 10 Tri-Restoration Potions, 80 Crown Lethal Poisons, plus a Fortifying Meal, an Experience Scroll, a full Soul Gem, and a Repair Kit."
"263796174-0-47";"These three costumes are the clothing of the savage Winterborn, a clan of raiders from the Reach who have invaded Orsinium."
"263796174-0-48";"Includes the garb of three variations of the Khajiiti Lost Cats: the spellcasting jo-m'Athra, stealthy dar-m'Athra, and warrior do-m'Athra."
"263796174-0-49";"This motif enables crafting in the Abah's Watch style."
"263796174-0-50";"The pirates of the Abecean Sea are among Tamriel's fiercest sea raiders—and they have a style all their own, which you can adopt when you don these jaunty and rakish costumes!"
"263796174-0-51";"Get Cyrodilic with your personal Mind-Shriven Skin, a Mind-Shriven Horse to ride, a creepy Daedrat pet, and the mighty Imperial City DLC!"
"263796174-0-52";"|cFFFFFFAn 8,100 Crown Value for 1,900 Crowns! Over|r |c76BCC375%|r |cFFFFFFoff!|r\n Green Narsis Guar mount\n 10 Experience Scrolls\n 10 Riding Speed Lessons\n 10 Riding Capacity Lessons\n 10 Fortifying Meals\n 10 Soul Gems\n 50 Tri-Restoration Potions"
"263796174-0-53";"Join the Thieves Guild in Hew's Bane, a never-before-seen area of Hammerfell! Explore Abah's Landing, a decadent port town ruled by corrupt merchant lords, who struggle with the Thieves Guild for power. New stories, delves, world bosses, and much more!"
"263796174-0-54";"This motif enables crafting in the Ancient Orc style."
"263796174-0-55";"This motif enables crafting in the Malacath Cult style."
"263796174-0-56";"This motif enables crafting in the Trinimac Cult style."
"263796174-0-57";"This motif enables crafting in the Outlaw style."
"263796174-0-58";"This motif enables crafting in the Morag Tong style."
"263796174-0-59";"Get the Thieves Guild DLC plus bonuses: the Hammerfell Camel mount, the Kindlespit Dragon Frog pet, and 5 Experience Scrolls—all for a bargain price!"
"263796174-0-62";"Your talent for homicide has been noticed, and the invitation has arrived—to join the Dark Brotherhood! Come now to the Gold Coast, westernmost region of the old Empire, where you'll find opportunity, intrigue … and murder! It's one killer DLC."
"263796174-0-63";"This motif enables crafting in the Aldmeri Dominion Alliance War style."
"263796174-0-64";"This motif enables crafting in the Ebonheart Pact Alliance War style."
"263796174-0-65";"This motif enables crafting in the Daggerfall Covenant Alliance War style."
"263796174-0-66";"Now, for a discount price, get the Dark Brotherhood DLC plus the Highland Wolf mount, the Sylvan Nixad pet, and five Experience Scrolls!"
"263796174-0-68";"Winged brow, back, and breast express your reverence for the divine spirits of the wind."
"263796174-0-69";"Adorn yourself with the mystic zyggazag markings that denote your recognition of the cosmic in the mundane."
"263796174-0-71";"With these tattoos, show the standing waves that flow from your position in the River of Life."
"263796174-0-72";"Applying the Laws of the Hist to the chaotic life of the marsh is called Squaring the Spiral."
"263796174-0-73";"Khajiiti who wear the Dark Moons tattoos may be displaying a preference for unrestrained behavior."
"263796174-0-74";"Acknowledge the rule of the Moons Jone and Jode over all things Khajiiti with the Lunar Lattice markings."
"263796174-0-75";"Body markings that resemble the mottled shadows of light filtering through the Elsweyr jungles."
"263796174-0-76";"Motif book and style items that enable crafting in the Thieves Guild style."
"263796174-0-77";"Motif book and style items that enable crafting in the Assassins League style."
"263796174-0-78";"Motif book and style items that enable crafting in the Grim Harlequin style."
"263796174-0-79";"Includes two new Argonian dungeons: Cradle of Shadows and The Ruins of Mazzatun!"
"263796174-0-80";"Includes two dungeons, Cradle of Shadows and Ruins of Mazzatun, plus the Hist Guar mount, Haj Mota Hatchling pet, and 5 XP scrolls."
"263796174-0-81";"This bundle enables access to all the standard player character hair styles."
"263796174-0-82";"Three new Personalities to enhance your role-playing: Furious, Melancholy, and Cheerful!"
"263796174-0-83";"Use these bundled tokens to change both a character's name and race on the character selection screen. Players cannot change to a race they do not own, or a race prohibited by their alliance (unless they own the |cFFFFFFAny Race, Any Alliance|r upgrade)."
"263796174-0-85";"This motif enables crafting in the Minotaur style."
"263796174-0-86";"Use to learn the Stalhrim Frostcaster crafting style."
"263796174-0-87";"Use to learn the Dro-m'Athra crafting style."
"263796174-0-88";"Use to learn the Dark Brotherhood crafting style."
"263796174-0-89";"An 9,100 Crown Value for 1900 Crowns! Over |c76BCC375%|r off! |cFFFFFF\nZeht's Cloud Camel\n20 Crown Riding lessons\n10 Crown Tri-Restoration Potions\n10 Crown Fortifying Meals\n160 Crown Lethal Poisons\n20 Crown Soul Gems\n10 Experience Scrolls"
"263796174-0-90";"Head and body tattoos for the honored warriors of the Aldmeri Dominion. Wear them with pride!"
"263796174-0-91";"Head and body tattoos for the honored warriors of the Daggerfall Covenant. Wear them with pride!"
"263796174-0-92";"Head and body tattoos for the honored warriors of the Ebonheart Pact. Wear them with pride!"
"263796174-0-93";"This bundle enables access to all the standard player character adornment styles."
"263796174-0-94";"Three jester's hats, no waiting: the Bi-Color Coxcomb Cap, the Ass-Ears Cap, and the Fool's Cap and Masque. Jingly!"
"263796174-0-95";"Use to learn the Celestial crafting style."
