"Location";"Source"
"77659573-0-5";"Keep Testing"
"77659573-0-6";"Objective 6"
"77659573-0-7";"Objective 7"
"77659573-0-8";"Objective 8"
"77659573-0-27";"Keep 1 Mine Resource"
"77659573-0-28";"Keep 1 Lumber Resource"
"77659573-0-38";"Balfiera Keep Flag 1"
"77659573-0-40";"Castle Bloodmayne Apse"
"77659573-0-41";"Castle Bloodmayne Nave"
"77659573-0-42";"Bloodmayne Farm Flag"
"77659573-0-45";"Black Boot Lumbermill Flag"
"77659573-0-46";"Black Boot Mine Flag"
"77659573-0-47";"Black Boot Farm Flag"
"77659573-0-48";"Black Boot Nave"
"77659573-0-49";"Castle Black Boot Apse"
"77659573-0-50";"Farragut Keep Nave"
"77659573-0-51";"Farragut Keep Apse"
"77659573-0-52";"Farragut Lumbermill Flag"
"77659573-0-53";"Farragut Mine Flag"
"77659573-0-54";"Farragut Farm Flag"
"77659573-0-55";"Fort Warden Nave"
"77659573-0-56";"Fort Warden Apse"
"77659573-0-57";"Warden Farm Flag"
"77659573-0-58";"Warden Lumbermill Flag"
"77659573-0-59";"Warden Mine Flag"
"77659573-0-60";"Castle Faregyl Apse"
"77659573-0-61";"Castle Faregyl Nave"
"77659573-0-62";"Faregyl Farm Flag"
"77659573-0-63";"Faregyl Lumbermill Flag"
"77659573-0-64";"Faregyl Mine Flag"
"77659573-0-65";"Arrius Keep Apse"
"77659573-0-66";"Arrius Keep Nave"
"77659573-0-67";"Arrius Farm Flag"
"77659573-0-68";"Arrius Lumbermill Flag"
"77659573-0-69";"Arrius Mine Flag"
"77659573-0-70";"Fort Glademist Apse"
"77659573-0-71";"Fort Glademist Nave"
"77659573-0-72";"Glademist Farm Flag"
"77659573-0-73";"Glademist Lumbermill Flag"
"77659573-0-74";"Glademist Mine Flag"
"77659573-0-75";"Fort Rayles Apse"
"77659573-0-76";"Fort Rayles Nave"
"77659573-0-77";"Kingscrest Keep Apse"
"77659573-0-78";"Kingscrest Keep Nave"
"77659573-0-79";"Bloodmayne Lumbermill Flag"
"77659573-0-80";"Bloodmayne Mine Flag"
"77659573-0-81";"Kingscrest Farm Flag"
"77659573-0-82";"Kingscrest Lumbermill Flag"
"77659573-0-83";"Kingscrest Mine Flag"
"77659573-0-84";"Fort Rayles Farm Flag"
"77659573-0-85";"Fort Rayles Lumbermill Flag"
"77659573-0-86";"Fort Rayles Mine Flag"
"77659573-0-105";"Brindle Farm Flag"
"77659573-0-136";"Elder Scroll of Altadoon"
"77659573-0-137";"Elder Scroll of Mnem"
"77659573-0-138";"Elder Scroll of Ghartok"
"77659573-0-139";"Elder Scroll of Chim"
"77659573-0-140";"Elder Scroll of Ni-Mohk"
"77659573-0-141";"Elder Scroll of Alma Ruma"
"77659573-0-142";"Warden Artifact Storage"
"77659573-0-143";"Rayles Artifact Storage"
"77659573-0-144";"Glademist Artifact Storage"
"77659573-0-145";"Ash Artifact Storage"
"77659573-0-146";"Aleswell Artifact Storage"
"77659573-0-147";"Dragonclaw Artifact Storage"
"77659573-0-148";"Chalman Artifact Storage"
"77659573-0-149";"Arrius Artifact Storage"
"77659573-0-150";"Kingscrest Artifact Storage"
"77659573-0-151";"Farragut Artifact Storage"
"77659573-0-152";"Blue Road Artifact Storage"
"77659573-0-153";"Drakelowe Artifact Storage"
"77659573-0-154";"Alessia Artifact Storage"
"77659573-0-155";"Faregyl Artifact Storage"
"77659573-0-156";"Roebeck Artifact Storage"
"77659573-0-157";"Brindle Artifact Storage"
"77659573-0-158";"Black Boot Artifact Storage"
"77659573-0-159";"Bloodmayne Artifact Storage"
"77659573-0-161";"Brindle Lumbermill Flag"
"77659573-0-162";"Brindle Mine Flag"
"77659573-0-163";"Castle Brindle Apse"
"77659573-0-164";"Castle Brindle Nave"
"77659573-0-165";"Castle Roebeck Apse"
"77659573-0-166";"Castle Roebeck Nave"
"77659573-0-167";"Castle Alessia Apse"
"77659573-0-168";"Castle Alessia Nave"
"77659573-0-169";"Fort Dragonclaw Apse"
"77659573-0-170";"Fort Dragonclaw Nave"
"77659573-0-171";"Drakelowe Keep Apse"
"77659573-0-172";"Drakelowe Keep Nave"
"77659573-0-173";"Fort Aleswell Apse"
"77659573-0-174";"Fort Aleswell Nave"
"77659573-0-175";"Blue Road Keep Nave"
"77659573-0-176";"Blue Road Keep Apse"
"77659573-0-177";"Fort Ash Apse"
"77659573-0-178";"Fort Ash Nave"
"77659573-0-179";"Chalman Keep Apse"
"77659573-0-180";"Chalman Keep Nave"
"77659573-0-181";"Roebeck Farm Flag"
"77659573-0-182";"Roebeck Lumbermill Flag"
"77659573-0-183";"Roebeck Mine Flag"
"77659573-0-184";"Blue Road Keep Mine Flag"
"77659573-0-185";"Blue Road Keep Lumbermill Flag"
"77659573-0-186";"Blue Road Keep Farm Flag"
"77659573-0-187";"Aleswell Farm Flag"
"77659573-0-188";"Aleswell Lumbermill Flag"
"77659573-0-189";"Aleswell Mine Flag"
"77659573-0-190";"Chalman Mine Flag"
"77659573-0-191";"Chalman Lumbermill Flag"
"77659573-0-192";"Chalman Farm Flag"
"77659573-0-193";"Fort Ash Farm Flag"
"77659573-0-194";"Fort Ash Mine Flag"
"77659573-0-195";"Fort Ash Lumbermill Flag"
"77659573-0-196";"Alessia Lumbermill Flag"
"77659573-0-197";"Alessia Farm Flag"
"77659573-0-198";"Alessia Mine Flag"
"77659573-0-199";"Dragonclaw Mine Flag"
"77659573-0-200";"Dragonclaw Lumbermill Flag"
"77659573-0-201";"Dragonclaw Farm Flag"
"77659573-0-202";"Drakelowe Mine Flag"
"77659573-0-203";"Drakelowe Lumbermill Flag"
"77659573-0-204";"Drakelowe Farm Flag"
"77659573-0-214";"Sejanus Outpost Tower"
"77659573-0-215";"Sejanus Outpost Courtyard"
"77659573-0-216";"Nikel Outpost Tower"
"77659573-0-217";"Nikel Outpost Courtyard"
