"Location";"Source"
"161754069-0-1";"Fortify"
"161754069-0-2";"The Portcullis"
"161754069-0-3";"Reinforcements"
"161754069-0-4";"Bangkorai Sentries"
"161754069-0-5";"Archers' Volley"
"161754069-0-6";"Banneret"
"161754069-0-7";"The Armory"
"161754069-0-8";"Rally"
"161754069-0-9";"Shield Bearer"
"161754069-0-10";"Legion's Arrival"
"161754069-0-11";"Knights of Saint Pelin"
"161754069-0-12";"Siege Weapon Volley"
"161754069-0-13";"Knight Commander"
"161754069-0-14";"Gold"
"161754069-0-15";"Barterer"
"161754069-0-16";"Black Sacrament"
"161754069-0-17";"Ambush"
"161754069-0-18";"Ragpicker"
"161754069-0-19";"Blackmail"
"161754069-0-20";"Imprisonment"
"161754069-0-21";"Tithe"
"161754069-0-22";"Harvest Season"
"161754069-0-23";"Goods Shipment"
"161754069-0-24";"Hlaalu Kinsman"
"161754069-0-25";"Luxury Exports"
"161754069-0-26";"Kwama Egg Mine"
"161754069-0-27";"Customs Seizure"
"161754069-0-28";"Hireling"
"161754069-0-29";"Hostile Takeover"
"161754069-0-30";"Currency Exchange"
"161754069-0-31";"House Marketplace"
"161754069-0-32";"Hlaalu Councilor"
"161754069-0-33";"Ebony Mine"
"161754069-0-34";"Oathman"
"161754069-0-35";"House Embassy"
"161754069-0-36";"Peck"
"161754069-0-37";"Blackfeather Brigand"
"161754069-0-38";"Blackfeather Knight"
"161754069-0-39";"Scratch"
"161754069-0-40";"Toll of Flesh"
"161754069-0-41";"Pool of Shadow"
"161754069-0-42";"Squawking Oratory"
"161754069-0-43";"Pilfer"
"161754069-0-44";"Law of Sovereign Roost"
"161754069-0-45";"Toll of Silver"
"161754069-0-46";"Blackfeather Knave"
"161754069-0-47";"Plunder"
"161754069-0-48";"Murder of Crows"
"161754069-0-49";"Mainland Inquiries"
"161754069-0-50";"Scrying Globe"
"161754069-0-51";"Time Mastery"
"161754069-0-52";"Sage Counsel"
"161754069-0-53";"Prescience"
"161754069-0-54";"The Dreaming Cave"
"161754069-0-55";"Psijic's Insight"
"161754069-0-56";"Psijic Apprentice"
"161754069-0-57";"Augur's Counsel"
"161754069-0-58";"Prophesy"
"161754069-0-59";"Psijic Relicmaster"
"161754069-0-60";"Ceporah's Insight"
"161754069-0-75";"War Song"
"161754069-0-76";"Bonfire"
"161754069-0-77";"Imperial Spoils"
"161754069-0-78";"Karth Man-Hunter"
"161754069-0-79";"Midnight Raid"
"161754069-0-80";"Clan-Witch"
"161754069-0-81";"Briarheart Ritual"
"161754069-0-82";"Bloody Offering"
"161754069-0-83";"Hagraven"
"161754069-0-84";"Imperial Plunder"
"161754069-0-85";"Elder Witch"
"161754069-0-86";"Blood Sacrifice"
"161754069-0-87";"Hagraven Matron"
"161754069-0-88";"Sea Elf Raid"
"161754069-0-89";"King Orgnum's Command"
"161754069-0-90";"Sea Raider's Glory"
"161754069-0-91";"Maormer Cutter"
"161754069-0-92";"Ghostscale Sea Serpent"
"161754069-0-93";"Serpentprow Schooner"
"161754069-0-94";"Maormer Boarding Party"
"161754069-0-95";"Storm Shark Wavecaller"
"161754069-0-96";"Pyandonean War Fleet"
"161754069-0-97";"Sea Serpent Colossus"
"161754069-0-98";"Summerset Sacking"
"161754069-0-99";"Serpentguard Rider"
"161754069-0-100";"Snakeskin Freebooter"
"161754069-0-101";"Swipe"
"161754069-0-102";"Sleight of Hand"
"161754069-0-103";"Jeering Shadow"
"161754069-0-104";"Moonlit Illusion"
"161754069-0-105";"Pounce and Profit"
"161754069-0-106";"Stubborn Shadow"
"161754069-0-107";"Jarring Lullaby"
"161754069-0-108";"Bag of Tricks"
"161754069-0-109";"Twilight Revelry"
"161754069-0-110";"Prowling Shadow"
"161754069-0-111";"Grand Larceny"
"161754069-0-112";"Ring's Guile"
"161754069-0-113";"Shadow's Slumber"
"161754069-0-114";"Bewilderment"
"161754069-0-115";"Writ of Coin"
"161754069-0-116";"Way of the Sword"
"161754069-0-117";"Battle Meditation"
"161754069-0-118";"Warrior Wave"
"161754069-0-119";"Conquest"
"161754069-0-120";"Shehai Summoning"
"161754069-0-121";"No Shira Poet"
"161754069-0-122";"March on Hattu"
"161754069-0-123";"Ansei Assault"
"161754069-0-124";"Grand Oratory"
"161754069-0-125";"Hel Shira Herald"
"161754069-0-126";"Hira's End"
"161754069-0-127";"Ansei's Victory"
"161754069-0-128";"The Chimera"
"161754069-0-129";"Ritual Herbs"
"161754069-0-130";"Eldertide Fenwitch"
"161754069-0-131";"Stonelore Rockseer"
"161754069-0-132";"Firesong Haruspex"
"161754069-0-133";"Wispcaller Totem"
"161754069-0-134";"Deepwoods Ritual"
"161754069-0-135";"Runes of the Draoife"
"161754069-0-136";"Whispers of the Grove"
"161754069-0-137";"Forest Wraith"
"161754069-0-138";"Draoife Ritecaller"
"161754069-0-139";"Envoy of the Draoife"
"161754069-0-140";"Wispheart Totem"
"161754069-0-141";"Druid King Vestments"
"161754069-0-142";"Collection Plate"
"161754069-0-143";"Philanthropy"
"161754069-0-144";"Tribunal Sentinel"
"161754069-0-145";"Devotional Gaoler"
"161754069-0-146";"Mournhold Clergy"
"161754069-0-147";"Temple Arbiter"
"161754069-0-148";"Mother's Mercy"
"161754069-0-149";"The Lesson of Ayem"
"161754069-0-150";"Bardic Veneration"
"161754069-0-151";"Festival of Forbearance"
"161754069-0-152";"Mercymother Elite"
"161754069-0-153";"ALMSIVI's Charity"
"161754069-0-154";"Hand of Almalexia"
"161754069-0-155";"Unsealed Glyphic"
"161754069-0-156";"Ink and Blood"
"161754069-0-157";"Threads of Fate"
"161754069-0-158";"Voracious Tomeshell"
"161754069-0-159";"Apocryphal Pact"
"161754069-0-160";"Bargain for Knowledge"
"161754069-0-161";"Cipher of the Eye"
