"Location";"Source"
"26044436-0-2";"Spend skill points to gain new abilities. Spend attribute points to increase your Magicka, Health, and Stamina."
"26044436-0-3";"Having an active food buff will increase your combat effectiveness."
"26044436-0-4";"Open |cFFFFFFInventory|r, select the appropriate |cFFFFFFApparel|r, and navigate to the item you'd like to enchant. Choose |cFFFFFFActions|r and select |cFFFFFFEnchant|r to apply the glyph."
"26044436-0-5";"Equip multiple items from the same set to increase bonuses."
"26044436-0-6";"Filled soul gems can be used to resurrect. They can also restore the magical charges on your weapons."
"26044436-0-7";"If you're running out of inventory space, visit a bag vendor |t32:32:EsoUI/Art/Icons/ServiceToolTipIcons/gamepad/gp_serviceToolTipIcon_bagVendor.dds|t in any major city."
"26044436-0-8";"Visit crafting stations in towns to gain the Clothing |t32:32:EsoUI/Art/Icons/ServiceToolTipIcons/gamepad/gp_serviceToolTipIcon_armorsmithingStation.dds|t and Blacksmithing |t32:32:EsoUI/Art/Icons/ServiceToolTipIcons/gamepad/gp_serviceToolTipIcon_weaponsmithingStation.dds|t skill lines."
"26044436-0-9";"Class and weapon skill lines only level up if you have an ability from that line on your hotbar. Weapon skill lines will also advance if you have that weapon type equipped."
"26044436-0-10";"The Dungeon Finder can be found within the |cFFFFFFActivity Finder|r. Make sure to first select your role. (damage, healer, or tank)\n\nTo equip or change mounts, enter the |cFFFFFFCollections|r |t32:32:EsoUI/Art/TreeIcons/gamepad/achievement_categoryIcon_Collections.dds|t menu and then navigate to |cFFFFFFMounts|r |t32:32:EsoUI/Art/TreeIcons/store_indexIcon_mounts_down.dds|t."
"26044436-0-11";"Use |cFFFFFFQuickslots|r to easily access |cFFFFFFpotions|r and |cFFFFFFother items|r. Navigate to your character's |cFFFFFFinventory|r,  then select |cFFFFFFConsumables|r|t32:32:EsoUI/Art/Tutorial/Gamepad/gp_emptyslot_over.dds|t."
"26044436-0-12";"Drinks increase resource recovery; food increases max resources. You can only have one of these buffs active at a time."
"26044436-0-13";"Visit cooking fires |t32:32:EsoUI/Art/Icons/ServiceToolTipIcons/gamepad/gp_serviceToolTipIcon_cookingStation.dds|t to learn the Provisioning trade skill, allowing you to create food and drinks."
"26044436-0-14";"To make gold quickly, pickpocket unsuspecting townsfolk or steal from their safeboxes. Watch for guards who will confiscate the stolen merchandise."
"26044436-0-15";"You can now equip another weapon. Press <<1>> to toggle between weapons and a second hotbar with associated skills."
"26044436-0-16";"Low on inventory space? Travel to a bank |t32:32:EsoUI/Art/Icons/mapKey/mapKey_bank.dds|t and purchase additional storage space."
"26044436-0-17";"Select a weapon and choose |cFFFFFFEnchant|r to apply Weapon Glyphs."
"26044436-0-18";"Use the Housing Brochure to obtain a free house |t32:32:EsoUI/Art/Icons/POI/POI_Group_house_owned.dds|t. Trophies that can be displayed in your residence can be obtained by defeating Dungeon bosses."
"26044436-0-19";"Use Crown Repair Kits to restore your equipment to full durability."
"26044436-0-20";"To equip a costume open the |cFFFFFFCollections|r |t32:32:EsoUI/Art/TreeIcons/achievements_indexIcon_collections_down.dds|t menu, select |cFFFFFFAppearance|r |t32:32:EsoUI/Art/TreeIcons/store_indexIcon_costumes_down.dds|t, then navigate to |cFFFFFFCostumes|r. Applying costumes allows you to change your appearance without changing your equipment."
"26044436-0-21";"Use tannins to improve |t32:32:EsoUI/Art/Tutorial/Gamepad/gp_crafting_menuIcon_improve.dds|t light and medium armor at a Clothing station. Use tempers to improve heavy armor and metal weapons at a Blacksmithing station. Use resins to improve staves and bows at a Woodworking station."
"26044436-0-22";"Heavy Attacks with destruction and restoration staves restore |c50A7FCMagicka|r. Heavy Attacks with the other weapon types restore |c96DA43Stamina|r."
"26044436-0-23";"To create enchantments combine a Potency, Essence, and Aspect rune together at any Enchanting Table |t32:32:EsoUI/Art/Icons/mapKey/mapKey_enchanter.dds|t."
"26044436-0-24";"To activate a new pet, open the |cFFFFFFCollections|r |t32:32:EsoUI/Art/TreeIcons/achievements_indexIcon_collections_down.dds|t menu, select |cFFFFFFNon-Combat Pets|r |t32:32:EsoUI/Art/TreeIcons/store_indexIcon_vanityPets_down.dds|t."
"26044436-0-25";"Bash <<1>>\n a casting enemy to put them Off Balance. Then follow up with a Heavy Attack to stun the enemy and gain bonus resources."
"26044436-0-26";"Hold <<1>> to block high damage attacks, stunning the attacking monster and placing them off-balance."
"26044436-0-27";"Treasure maps can be found in your inventory under |cFFFFFFSlottable Items|r > |cFFFFFFTrophy|r. Use them to find out where the valuables are buried."
"26044436-0-28";"You can travel to harvestable resources faster if you hold <<1>> to sprint."
"26044436-0-29";"Visit a Stable Master |t32:32:EsoUI/Art/TreeIcons/tutorial_idexIcon_mounts_down.dds|t every day to train your riding skill."
"26044436-0-30";"Visit Guild Traders |t32:32:EsoUI/Art/Icons/mapKey/mapKey_guildKiosk.dds|t in towns to purchase items from other players. Each trader offers different items."
"26044436-0-31";"While stealthed, a bow attack from behind will stun your target. You can spend Stamina to break stuns, use <<1>>."
"26044436-0-32";"Dye Stamps may be used any time to color your costumes.\n\nVisit an Outfit Station |t32:32:EsoUI/Art/Icons/ServiceMapPins/servicePin_outfitStation.dds|t to color your armor."
"26044436-0-33";"The effectiveness of your abilities is determined by the higher of your |c50A7FCMax Magicka|r or |c96DA43Max Stamina|r, and the higher of your Weapon or Spell Damage. This is true regardless of if the ability costs |c50A7FCMagicka|r or |c96DA43Stamina|r."
"26044436-0-34";"Poisons can be placed next to your weapon equipment slot to override the weapon enchantment and deal additional poison damage over time. \n\nCreate more poisons using the |cFFFFFFAlchemy|r |t32:32:EsoUI/Art/Icons/ServiceMapPins/servicePin_alchemy.dds|t trade skill."
"26044436-0-35";"You can reduce the cost of upgrading items. The Blacksmithing skill line uses Temper Expertise. Clothing uses Tannin Expertise. Woodworking uses Resin Expertise."
"26044436-0-36";"Use Siege Weapons during keep assaults in Cyrodiil to damage enemy buildings and players."
"26044436-0-37";"Some achievements will give you special rewards. Open the |cFFFFFFJournal|r |t32:32:EsoUI/Art/TreeIcons/gamepad/achievement_categoryIcon_Quests.dds|t and select |cFFFFFFAchievements|r |t32:32:EsoUI/Art/Tutorial/gamepad/gp_playerMenu_icon_achievements.dds|t to view."
"26044436-0-38";"Becoming an |cFFFFFFESO Plus|r |t32:32:EsoUI/Art/TreeIcons/tutorial_idexIcon_ESOPlus_down.dds|t member gives you access to the indispensable Craft Bag—a container that will hold all of your crafting materials."
"26044436-0-39";"To speed up crafting research |t32:32:EsoUI/Art/Tutorial/Gamepad/gp_crafting_menuIcon_research.dds|t spend skill points in Metallurgy, Stitching, or Carpentry. You can also purchase research scrolls in the Crown Store."
"26044436-0-40";"Visit an Outfit Station |t32:32:EsoUI/Art/Icons/ServiceMapPins/servicePin_outfitStation.dds|t to customize your appearance using any dyes you've discovered or motifs you've learned."
"26044436-0-41";"For maximum damage, activate abilities immediately after using a Light Attack."
"26044436-0-42";"Remember potions |t32:32:EsoUI/Art/Tutorial/Gamepad/gp_inventory_icon_consumables.dds|t can be used every 45 seconds to restore a large amount of resources."
"26044436-0-43";"To redistribute your spent Skill or Attribute Points, make a donation of Gold at a |cFFFFFFRededication Shrine|r |t32:32:EsoUI/Art/Icons/mapKey/mapKey_respecAltar.dds|t in Wayrest, Elden Root, or Mournhold."
"26044436-0-44";"Use Ballista to deal with enemy Siege Weapons in Cyrodiil. Flaming Oil is highly effective against enemy players standing beneath keep walls. Use Repair Kits to patch holes in keep walls."
