"Location";"Source"
"208337109-0-5";"Forge Ember Red"
"208337109-0-6";"Oblivion Vermilion"
"208337109-0-7";"Red 3"
"208337109-0-8";"Captain's Violet"
"208337109-0-13";"Pact Fisher Red"
"208337109-0-14";"Red 14"
"208337109-0-15";"Khenarthi Red"
"208337109-0-16";"Regicide Red"
"208337109-0-19";"Pact Blood Red"
"208337109-0-21";"Strangler Maw Red"
"208337109-0-22";"Red 15"
"208337109-0-23";"Red Diamond Red"
"208337109-0-24";"Pact Conqueror Red"
"208337109-0-25";"Dragonstar Red"
"208337109-0-28";"Daedric Red"
"208337109-0-29";"Faded Dwemer Scholar Red"
"208337109-0-30";"Aspect Red"
"208337109-0-31";"Fighters Guild Red"
"208337109-0-32";"Dragonknights' Blood"
"208337109-0-35";"Entoloma Blue"
"208337109-0-37";"Red 12"
"208337109-0-38";"Flame-Knight Light Red"
"208337109-0-39";"Red 6"
"208337109-0-40";"Red 16"
"208337109-0-42";"Syffim Red"
"208337109-0-43";"Ruby Throne Red"
"208337109-0-45";"Red 10"
"208337109-0-46";"Kresh Flower Red"
"208337109-0-47";"Champion Red"
"208337109-0-48";"Red 18"
"208337109-0-50";"Magnus Setting Red"
"208337109-0-53";"Novice Tan"
"208337109-0-54";"Centurion Metal"
"208337109-0-55";"Trolls Fur Brown"
"208337109-0-56";"Red 4"
"208337109-0-61";"Red 11"
"208337109-0-62";"Riften Copper"
"208337109-0-63";"Brown 1"
"208337109-0-64";"Brown 8"
"208337109-0-68";"Sigil Orange"
"208337109-0-69";"Deceit Orange"
"208337109-0-70";"Senche-Tiger Orange"
"208337109-0-71";"Enchanter Tangerine"
"208337109-0-72";"Red 17"
"208337109-0-74";"General's Gold"
"208337109-0-75";"Warlord's Red"
"208337109-0-76";"Nirncrux Red"
"208337109-0-77";"Master Gold"
"208337109-0-78";"Templars' Last Dawn"
"208337109-0-79";"Yellow 2"
"208337109-0-80";"Automaton Bronze"
"208337109-0-85";"Evermore Gold"
"208337109-0-86";"Hlaalu Gold"
"208337109-0-87";"Craftmaster Gold"
"208337109-0-88";"Hunding Gold"
"208337109-0-89";"Dominion Yellow"
"208337109-0-90";"Colossus Brass"
"208337109-0-91";"Dwarven Brass"
"208337109-0-92";"Ayleid Gold"
"208337109-0-93";"Mastic Yellow"
"208337109-0-94";"Starlight Gold"
"208337109-0-95";"Antique Brass"
"208337109-0-96";"Yellow 1"
"208337109-0-98";"Grand Overlord's Brass"
"208337109-0-100";"Atmoran Bronze"
"208337109-0-101";"Quester Yellow"
"208337109-0-102";"Dragonthorn Yellow"
"208337109-0-103";"Restorative Gold"
"208337109-0-104";"Corporal's Green"
"208337109-0-109";"Sulfur Pools Yellow"
"208337109-0-110";"Woodworker Yellow"
"208337109-0-111";"Wyrd Tree Green"
"208337109-0-112";"Yellow 4"
"208337109-0-117";"Dominion Fisher Yellow"
"208337109-0-118";"Yellow 3"
"208337109-0-119";"Alchemist Bilious"
"208337109-0-120";"Dominion Conqueror Yellow"
"208337109-0-124";"Motif Master Brown"
"208337109-0-125";"Essence Green"
"208337109-0-126";"Green 1"
"208337109-0-127";"Green 2"
"208337109-0-128";"Gangrene Green"
"208337109-0-133";"Green 18"
"208337109-0-134";"Nibenay Trout Green"
"208337109-0-135";"Forest Footpad Green"
"208337109-0-136";"Silvenar Green"
"208337109-0-137";"Akatosh's Scales Gold"
"208337109-0-140";"Orichalc Green"
"208337109-0-141";"Green 17"
"208337109-0-142";"Hist Green"
"208337109-0-143";"Green 19"
"208337109-0-144";"Green 25"
"208337109-0-149";"Explorer Green"
"208337109-0-150";"Battaglir Green"
"208337109-0-151";"Green 4"
"208337109-0-152";"Hunter Green"
"208337109-0-157";"Vine Green"
"208337109-0-158";"Green 13"
"208337109-0-159";"Green 8"
"208337109-0-160";"Green 23"
"208337109-0-165";"Green 16"
"208337109-0-166";"Green 11"
"208337109-0-167";"Falinesti Green"
"208337109-0-168";"Green 26"
"208337109-0-173";"Green 3"
"208337109-0-174";"Spriggan Green"
"208337109-0-175";"Jute Green"
"208337109-0-176";"Woodsman Green"
"208337109-0-181";"Green 15"
"208337109-0-182";"Green 12"
"208337109-0-183";"Dominion Vanquisher Green"
"208337109-0-184";"Green 24"
"208337109-0-186";"Putrid Flesh Teal"
"208337109-0-189";"Green 14"
"208337109-0-190";"Green 10"
"208337109-0-191";"Green 9"
"208337109-0-192";"Green 27"
"208337109-0-196";"Ophidian Jade"
"208337109-0-197";"Blue 4"
"208337109-0-198";"Blue 5"
"208337109-0-199";"Dungeon Victor Turquoise"
"208337109-0-200";"Green 20"
"208337109-0-201";"Necromancer Blue"
"208337109-0-205";"Blue 6"
"208337109-0-206";"Green 5"
"208337109-0-207";"Doomcrag Verdigris"
"208337109-0-208";"Green 21"
"208337109-0-209";"Aetherial Blue"
"208337109-0-213";"Welkynd Blue"
"208337109-0-214";"Green 6"
"208337109-0-215";"Green 7"
"208337109-0-216";"Green 22"
"208337109-0-217";"Aurora Green"
"208337109-0-221";"Blue 3"
"208337109-0-222";"Motif Pattern Blue"
"208337109-0-223";"Mages Guild Blue"
"208337109-0-224";"Blue 12"
"208337109-0-229";"Netch Jelly Blue"
"208337109-0-230";"Blue 17"
"208337109-0-231";"Blue 8"
"208337109-0-232";"Blue 9"
"208337109-0-235";"Arcane Blue"
"208337109-0-237";"Blue 18"
"208337109-0-238";"Blue 7"
"208337109-0-239";"Eyevea Blue"
"208337109-0-240";"Blue 10"
"208337109-0-245";"Blue 2"
"208337109-0-246";"Blue 15"
"208337109-0-247";"Apprentice Blue"
"208337109-0-248";"Guardian Blue"
"208337109-0-253";"Wisp Blue"
"208337109-0-254";"Blue 16"
"208337109-0-255";"Blue 13"
"208337109-0-256";"Smith Steel Blue"
"208337109-0-261";"Blue 19"
"208337109-0-262";"Blue 20"
"208337109-0-263";"Tainted Turquoise"
"208337109-0-264";"Blue 11"
"208337109-0-265";"Abyssal Beryl"
"208337109-0-269";"Blue 1"
"208337109-0-270";"Blue 14"
"208337109-0-271";"Bugloss Blue"
"208337109-0-272";"Nightblades' Indigo"
"208337109-0-276";"Superior Blue"
"208337109-0-277";"New Life Cerulean"
"208337109-0-278";"Blue 21"
"208337109-0-279";"Alik'r Lapis"
"208337109-0-280";"Ransacker Blue"
"208337109-0-281";"Mundus Blue"
"208337109-0-283";"Covenant Blue"
"208337109-0-285";"Covenant Fisher Blue"
"208337109-0-286";"Blue 22"
"208337109-0-287";"Indoril Blue"
"208337109-0-288";"Covenant Conqueror Blue"
"208337109-0-293";"Blue 23"
"208337109-0-294";"Potency Blue"
"208337109-0-295";"Amethyst Violet"
"208337109-0-296";"Dolmen Deep Blue"
"208337109-0-301";"Blue 24"
"208337109-0-302";"Blue 26"
"208337109-0-303";"Wayrest Royal Purple"
"208337109-0-304";"Blue 29"
"208337109-0-309";"Blue 25"
"208337109-0-310";"Blue 27"
"208337109-0-311";"Blue 28"
"208337109-0-312";"Blue 30"
"208337109-0-317";"Sorcerers'-Bane Violet"
"208337109-0-318";"Purple 1"
"208337109-0-319";"Soul Gem Purple"
"208337109-0-320";"Beast Collector Violet"
"208337109-0-325";"Haunted Moor Mauve"
"208337109-0-326";"Purple 8"
"208337109-0-327";"Covenant Vanquisher Violet"
"208337109-0-328";"Purple 12"
"208337109-0-333";"Purple 7"
"208337109-0-334";"Purple 9"
"208337109-0-335";"Purple 10"
"208337109-0-336";"Purple 13"
"208337109-0-338";"Contraband Violet"
"208337109-0-341";"Purple 4"
"208337109-0-342";"Purple 5"
"208337109-0-343";"Adept Purple"
"208337109-0-344";"Purple 11"
"208337109-0-349";"Ironweed Violet"
"208337109-0-350";"Purple 6"
"208337109-0-351";"Purple 20"
"208337109-0-352";"Pillager Purple"
"208337109-0-357";"Purple 3"
"208337109-0-358";"Purple 2"
"208337109-0-359";"Purple 21"
"208337109-0-360";"Nightshade Purple"
"208337109-0-361";"Grand Warlord's Violet"
"208337109-0-364";"Voidstone Violet"
"208337109-0-365";"Hyacinth Pink"
"208337109-0-366";"Purple 16"
"208337109-0-367";"Purple 17"
"208337109-0-368";"Shein Violet"
"208337109-0-369";"Slaughterfish Flesh Pink"
"208337109-0-372";"Epic Violet"
"208337109-0-373";"Purple 14"
"208337109-0-374";"Dibella's Blush"
"208337109-0-375";"Master Adventurer Purple"
"208337109-0-376";"Purple 22"
"208337109-0-381";"Purple 15"
"208337109-0-382";"Purple 18"
"208337109-0-383";"Purple 19"
"208337109-0-384";"Clothier Purple"
"208337109-0-389";"Red 1"
"208337109-0-390";"Red 2"
"208337109-0-391";"Mudcrab Maroon"
"208337109-0-392";"Red 5"
"208337109-0-397";"Red 8"
"208337109-0-398";"Recipe Reaper Red"
"208337109-0-399";"Red 7"
"208337109-0-400";"Somber Cerise"
"208337109-0-405";"Red 9"
"208337109-0-406";"Red 13"
"208337109-0-407";"Jode Red"
"208337109-0-408";"Craglorn Crimson"
"208337109-0-412";"Overlord's Purple"
"208337109-0-413";"Yokudan Cod Tan"
"208337109-0-414";"Dried Blood Brown"
"208337109-0-415";"Book Cover Brown"
"208337109-0-416";"Boss Butcher Brown"
"208337109-0-421";"Brown 5"
"208337109-0-422";"Murder Mahogany"
"208337109-0-423";"Telvanni Brown"
"208337109-0-424";"Dusky Bronze"
"208337109-0-426";"Undaunted Bronze"
"208337109-0-429";"Mammoth Fur Brown"
"208337109-0-430";"Brown 4"
"208337109-0-431";"Graht-Bark Brown"
"208337109-0-432";"Colovian Deep Brown"
"208337109-0-434";"Indomitable Violet"
"208337109-0-437";"Raw Hide Tan"
"208337109-0-438";"Heartlands Umber"
"208337109-0-439";"Bandit Brown"
"208337109-0-440";"Wolf's Fur Brown"
"208337109-0-445";"Brown 6"
"208337109-0-446";"Brown 3"
"208337109-0-447";"Adventurer Brown"
"208337109-0-448";"Brown 7"
"208337109-0-453";"Provisioner Brown"
"208337109-0-454";"Brown 2"
"208337109-0-455";"Pact Vanquisher Brown"
"208337109-0-456";"Brewer's Ale Brown"
