"Location";"Source"
"241484741-0-2";"Light"
"241484741-0-3";"Light"
"241484741-0-4";"Light"
"241484741-0-5";"Light"
"241484741-0-6";"Light"
"241484741-0-7";"Light"
"241484741-0-8";"Light"
"241484741-0-9";"Light"
"241484741-0-10";"Light"
"241484741-0-11";"Light"
"241484741-0-12";"Light"
"241484741-0-13";"Light"
"241484741-0-14";"Light"
"241484741-0-15";"Light"
"241484741-0-16";"Light"
"241484741-0-17";"Light"
"241484741-0-18";"Light"
"241484741-0-19";"Light"
"241484741-0-20";"Light"
"241484741-0-21";"Light"
"241484741-0-22";"Light"
"241484741-0-23";"Light"
"241484741-0-24";"Light"
"241484741-0-25";"Light"
"241484741-0-26";"Light"
"241484741-0-27";"Light"
"241484741-0-28";"Light"
"241484741-0-29";"Light"
"241484741-0-30";"Light"
"241484741-0-32";"Light"
"241484741-0-33";"Light"
"241484741-0-34";"Light"
"241484741-0-35";"Light"
"241484741-0-36";"Light"
"241484741-0-37";"Light"
"241484741-0-38";"Light"
"241484741-0-39";"Light"
"241484741-0-42";"Light"
"241484741-0-43";"Light"
"241484741-0-44";"Light"
"241484741-0-45";"Light"
"241484741-0-46";"Light"
"241484741-0-47";"Light"
"241484741-0-48";"Light"
"241484741-0-49";"Light"
"241484741-0-50";"Light"
"241484741-0-51";"Light"
"241484741-0-52";"Light"
"241484741-0-54";"Light"
"241484741-0-55";"Light"
"241484741-0-56";"Light"
"241484741-0-57";"Light"
"241484741-0-58";"Light"
"241484741-0-59";"Light"
"241484741-0-60";"Light"
"241484741-0-61";"Light"
"241484741-0-62";"Light"
"241484741-0-63";"Light"
"241484741-0-65";"Light"
"241484741-0-66";"Light"
"241484741-0-67";"Light"
"241484741-0-71";"Light - Complete Motif"
"241484741-0-72";"Medium - Complete Motif"
"241484741-0-73";"Light - Complete Motif"
"241484741-0-74";"Light - Complete Motif"
"241484741-0-75";"Light - Complete Motif"
"241484741-0-76";"Light - Complete Motif"
"241484741-0-77";"Light - Complete Motif"
"241484741-0-78";"Light - Complete Motif"
"241484741-0-79";"Light - Complete Motif"
"241484741-0-80";"Medium - Complete Motif"
"241484741-0-81";"Medium - Complete Motif"
"241484741-0-82";"Light - Complete Motif"
"241484741-0-83";"Light - Complete Motif"
"241484741-0-84";"Medium - Complete Motif"
"241484741-0-85";"Light"
"241484741-0-86";"Light"
"241484741-0-87";"Light"
"241484741-0-88";"Light"
"241484741-0-89";"Light"
"241484741-0-90";"Light"
"241484741-0-91";"Light"
"241484741-0-92";"Light"
"241484741-0-94";"Light"
"241484741-0-95";"Light"
"241484741-0-96";"Light"
"241484741-0-97";"Light"
"241484741-0-99";"Light"
"241484741-0-100";"Light"
"241484741-0-101";"Light"
"241484741-0-102";"Light"
"241484741-0-103";"Light"
"241484741-0-104";"Light"
"241484741-0-108";"Light"
"241484741-0-109";"Light"
"241484741-0-110";"Light"
"241484741-0-111";"Light"
"241484741-0-116";"Light"
"241484741-0-117";"Light"
"241484741-0-118";"Light"
"241484741-0-119";"Light"
"241484741-0-121";"Light"
"241484741-0-122";"Light"
"241484741-0-123";"Light"
"241484741-0-124";"Light"
"241484741-0-126";"Light"
"241484741-0-127";"Light"
"241484741-0-128";"Light"
"241484741-0-129";"Light"
"241484741-0-130";"Light"
"241484741-0-131";"Light"
"241484741-0-132";"One-Handed"
"241484741-0-133";"Light"
"241484741-0-134";"Light"
"241484741-0-135";"Bow"
"241484741-0-136";"Light Jerkin"
"241484741-0-137";"Dagger"
"241484741-0-138";"Light"
"241484741-0-139";"Light"
"241484741-0-140";"Light"
"241484741-0-141";"One-Handed"
"241484741-0-142";"Shield"
"241484741-0-143";"Light"
"241484741-0-144";"Staff"
"241484741-0-145";"One-Handed"
"241484741-0-146";"Light"
"241484741-0-147";"Light"
"241484741-0-148";"Light"
"241484741-0-164";"Light"
"241484741-0-167";"Light"
"241484741-0-168";"Light"
"241484741-0-169";"Light"
"241484741-0-170";"Light"
"241484741-0-171";"Light"
"241484741-0-172";"Light"
"241484741-0-173";"Light"
"241484741-0-174";"Light"
"241484741-0-175";"Light"
"241484741-0-176";"Light"
"241484741-0-177";"Light"
"241484741-0-178";"Light (Robed)"
"241484741-0-179";"Light (Robed)"
"241484741-0-180";"Light (Robed)"
"241484741-0-181";"Light (Robed)"
"241484741-0-182";"Light (Robed)"
"241484741-0-183";"Light (Robed)"
"241484741-0-184";"Light (Robed)"
"241484741-0-185";"Light (Robed)"
"241484741-0-186";"Light (Robed)"
"241484741-1-2";"Medium"
"241484741-1-3";"Medium"
"241484741-1-4";"Medium"
"241484741-1-5";"Medium"
"241484741-1-6";"Medium"
"241484741-1-7";"Medium"
"241484741-1-8";"Medium"
"241484741-1-9";"Medium"
"241484741-1-10";"Medium"
"241484741-1-11";"Medium"
"241484741-1-12";"Medium"
"241484741-1-13";"Medium"
"241484741-1-14";"Medium"
"241484741-1-15";"Medium"
"241484741-1-16";"Medium"
"241484741-1-17";"Medium"
"241484741-1-18";"Medium"
"241484741-1-19";"Medium"
"241484741-1-20";"Medium"
"241484741-1-21";"Medium"
"241484741-1-22";"Medium"
"241484741-1-23";"Medium"
"241484741-1-24";"Medium"
"241484741-1-25";"Medium"
"241484741-1-26";"Medium"
"241484741-1-27";"Medium"
"241484741-1-28";"Medium"
"241484741-1-29";"Medium"
"241484741-1-30";"Medium"
"241484741-1-32";"Medium"
"241484741-1-33";"Medium"
"241484741-1-34";"Medium"
"241484741-1-35";"Medium"
"241484741-1-36";"Medium"
"241484741-1-37";"Medium"
"241484741-1-38";"Medium"
"241484741-1-39";"Medium"
"241484741-1-42";"Medium"
"241484741-1-43";"Medium"
"241484741-1-44";"Medium"
"241484741-1-45";"Medium"
"241484741-1-46";"Medium"
"241484741-1-47";"Medium"
"241484741-1-48";"Medium"
"241484741-1-49";"Medium"
"241484741-1-50";"Medium"
"241484741-1-51";"Medium"
"241484741-1-52";"Medium"
"241484741-1-54";"Medium"
"241484741-1-55";"Medium"
"241484741-1-56";"Medium"
"241484741-1-57";"Medium"
"241484741-1-58";"Medium"
"241484741-1-59";"Medium"
"241484741-1-60";"Medium"
"241484741-1-61";"Medium"
"241484741-1-62";"Medium"
"241484741-1-63";"Medium"
"241484741-1-65";"Medium"
"241484741-1-66";"Medium"
"241484741-1-67";"Medium"
"241484741-1-71";"Light - Belt"
"241484741-1-72";"Medium - One-Handed Axe"
"241484741-1-73";"Light - Boots"
"241484741-1-74";"Light - Bow"
"241484741-1-75";"Light - Chest"
"241484741-1-76";"Light - Daggers"
"241484741-1-77";"Light - Gloves"
"241484741-1-78";"Light - Helmet"
"241484741-1-79";"Light - Legs"
"241484741-1-80";"Medium - Maces"
"241484741-1-81";"Medium - Shield"
"241484741-1-82";"Light - Shoulders"
"241484741-1-83";"Light - Staff"
"241484741-1-84";"Medium - Sword"
"241484741-1-85";"Medium"
"241484741-1-86";"Medium"
"241484741-1-87";"Medium"
"241484741-1-88";"Medium"
"241484741-1-89";"Medium"
"241484741-1-90";"Medium"
"241484741-1-91";"Medium"
"241484741-1-92";"Medium"
"241484741-1-94";"Medium"
"241484741-1-95";"Medium"
"241484741-1-96";"Medium"
