"Location";"Source"
"242841733-0-70";"Cured Kwama Leggings"
"242841733-0-139";"Webspinner's Brace"
"242841733-0-144";"Apprentice's Leggings"
"242841733-0-148";"Scampstamper Sabatons"
"242841733-0-219";"Sommelier's Gloves"
"242841733-0-238";"shoes^p"
"242841733-0-251";"battle axe^n"
"242841733-0-317";"Lion Guard Sabatons of the Wyrd Tree"
"242841733-0-471";"Bloodthorn Bastion of the Dragon"
"242841733-0-479";"Swine-Herder Britches"
"242841733-0-521";"rough oak^ns"
"242841733-0-533";"sanded oak^ns"
"242841733-0-685";"Gabrielle's Staff of Healing"
"242841733-0-793";"rawhide scraps^p"
"242841733-0-794";"rawhide^ns"
"242841733-0-800";"superb hide scraps^p"
"242841733-0-802";"rough maple^ns"
"242841733-0-803";"sanded maple^ns"
"242841733-0-808";"iron ore"
"242841733-0-810";"Jade"
"242841733-0-811";"jute^ns"
"242841733-0-812";"raw jute^ns"
"242841733-0-813";"Turquoise"
"242841733-0-818";"rough birch^ns"
"242841733-0-852";"Wyrd Branch of the Wyrd Tree"
"242841733-0-883";"natural water"
"242841733-0-909";"helm^n"
"242841733-0-1078";"Petty Enchantment of Health Regen"
"242841733-0-1084";"Lion Guard Gauntlets"
"242841733-0-1088";"Werewolf Hide Red Rook Ailettes"
"242841733-0-1092";"Bloodthorn Captain Rosalind's Blade"
"242841733-0-1094";"Lion Guard Poleyns"
"242841733-0-1096";"Dusant's Antique Dagger"
"242841733-0-1098";"LeBlanc's Walking Shoes"
"242841733-0-1102";"Noellaume Family Heirloom"
"242841733-0-1108";"Werewolf Hide Werewolf Slayer"
"242841733-0-1115";"Smuggler's Vest"
"242841733-0-1116";"Mother Murk's Corrupted Sprig of the Wyrd Tree"
"242841733-0-1118";"Odei's Stylish Epaulieres"
"242841733-0-1119";"Gallant Chain"
"242841733-0-1120";"Lion Guard Girdle"
"242841733-0-1121";"Dencent Family Heirloom"
"242841733-0-1122";"Daggerfall Guard Waist Band"
"242841733-0-1123";"Guifford's Mining Helmet"
"242841733-0-1124";"Lion Guard Battle Staff"
"242841733-0-1127";"Lion Guard Great Helm"
"242841733-0-1129";"Werewolf Hide King Deleyn's Longbow"
"242841733-0-1131";"Bloodthorn Stibbons's Dapper Chapeau"
"242841733-0-1133";"Bloodthorn Guardian's Hammer"
"242841733-0-1143";"King's Justice of the Wyrd Tree"
"242841733-0-1154";"Lion Guard's Pride"
"242841733-0-1160";"Werewolf Hide Daggerfall Guard Tabard"
"242841733-0-1166";"King Deleyn's Silk Gloves"
"242841733-0-1167";"Crosswych Mining Maul"
"242841733-0-1168";"Guardian's Gauntlets"
"242841733-0-1187";"clear water"
"242841733-0-1258";"Sigil of House Dres"
"242841733-0-1312";"cuirass^n"
"242841733-0-1313";"robe^n"
"242841733-0-1314";"jack^n"
"242841733-0-1315";"guards^p"
"242841733-0-1316";"breeches^p"
"242841733-0-1317";"greaves^p"
"242841733-0-1318";"fire staff^n"
"242841733-0-1320";"sword^n"
"242841733-0-1321";"bow^n"
"242841733-0-1324";"axe^n"
"242841733-0-1325";"shield^n"
"242841733-0-1373";"Queensguard Chestplate"
"242841733-0-1406";"jerkin^n"
"242841733-0-1530";"Telvanni Spellhood"
"242841733-0-1662";"Telacar's Sustaining Helm"
"242841733-0-1663";"Cheliceral Hook"
"242841733-0-1664";"Hollow Moon Cowl"
"242841733-0-1665";"Kwama Goad"
"242841733-0-1666";"Orthelos' Torchstaff"
"242841733-0-1672";"Rajhin's Diminished Mantle"
"242841733-0-1673";"Ear of the Queen"
"242841733-0-1674";"Ukaezai's Scalpel"
"242841733-0-1691";"Vinedusk Pauldrons"
"242841733-0-1693";"Murdered Mason's Boots"
"242841733-0-1695";"Clumsy Alchemist's Vambraces"
"242841733-0-1697";"Barkbite Greaves"
"242841733-0-1698";"Whispering Gloves"
"242841733-0-1713";"Jackdaw's Galoshes"
