"Location";"Source"
"124362421-0-1";"Storm Atronach Crate"
"124362421-0-2";"Wild Hunt Crate"
"124362421-0-3";"Crown Crate"
"124362421-0-4";"Dwarven Crate"
"124362421-0-5";"Reaper's Harvest Crate"
"124362421-0-6";"Flame Atronach Crate"
"124362421-0-8";"Scalecaller Crate"
"124362421-0-9";"Psijic Vault Crate"
"124362421-0-10";"Hollowjack Crate"
"124362421-0-11";"Ouroboros Crown Crate"
"124362421-0-12";"Xanmeer Crate"
"124362421-0-14";"The Steed's Bounty Crate"
"124362421-0-20";"Crown Classics Volume 2"
"124362421-0-21";"Baandari Pedlar Crate"
"124362421-0-24";"Dragonscale Crate"
"124362421-0-26";"Preview Crate: Baandari Pedlar"
"124362421-0-27";"Preview Crate: New Moon"
"124362421-0-28";"New Moon Crate"
"124362421-0-29";"Preview Crate: Frost Atronach"
"124362421-0-30";"Frost Atronach Crate"
"124362421-0-36";"Preview Crate: Gloomspore"
"124362421-0-37";"Gloomspore Crate"
"124362421-0-38";"Preview Crate: Nightfall"
"124362421-0-39";"Nightfall Crate"
"124362421-0-40";"Preview Crate: Sovngarde"
"124362421-0-41";"Sovngarde Crate"
"124362421-0-43";"Preview Crate: Akaviri Potentate"
"124362421-0-44";"Akaviri Potentate Crate"
"124362421-0-45";"Ayleid Crate"
"124362421-0-46";"Iron Atronach Crate"
"124362421-0-47";"Grim Harlequin Crate"
"124362421-0-48";"Celestial Crate"
"124362421-0-49";"Sunken Trove Crate"
"124362421-0-50";"Dark Chivalry Crate"
"124362421-0-51";"Wraithtide Crate"
"124362421-0-52";"Stonelore Crate"
"124362421-0-53";"Ragebound Crate"
"124362421-0-54";"Unfeathered Crate"
"124362421-0-55";"Buoyant Armiger Crate"
"124362421-0-57";"All-Maker Crate"
"124362421-0-58";"Order of the Lamp Crate"
"124362421-0-59";"Diamond Anniversary Crate"
"124362421-0-60";"Dark Brotherhood Crate"
"124362421-0-61";"Mirrormoor Crate"
"124362421-0-62";"Carnaval Crate"
