"Location";"Source"
"76698596-0-6662";"Set Bastian Hallix as the Active Companion"
"76698596-0-6664";"Set Bastian Hallix as the Active Companion"
"76698596-0-6666";"Set Mirri Elendis as the Active Companion"
"76698596-0-6667";"Set Mirri Elendis as the Active Companion"
"76698596-0-6785";"Summon Ember"
"76698596-0-6786";"Summon Ember"
"76698596-0-6787";"Summon Ember"
"76698596-0-6789";"Summon Isobel Veloise"
"76698596-0-6790";"Summon Isobel Veloise"
"76698596-0-6791";"Summon Isobel Veloise"
"76698596-0-7018";"Summon Sharp-as-Night"
"76698596-0-7019";"Summon Sharp-as-Night"
"76698596-0-7020";"Summon Sharp-as-Night"
"76698596-0-7022";"Summon Azandar"
"76698596-0-7023";"Summon Azandar"
"76698596-0-7024";"Summon Azandar"
"76698596-0-7187";"Summon Tanlorin"
"76698596-0-7188";"Summon Tanlorin"
"76698596-0-7189";"Summon Tanlorin"
"76698596-0-7207";"Summon Zerith-var"
"76698596-0-7216";"Summon Zerith-var"
"76698596-0-7221";"Summon Zerith-var"
