"Location";"Source"
"121975845-0-1";"Aldmeri Dominion"
"121975845-0-2";"Daggerfall Covenant"
"121975845-0-3";"Ebonheart Pact"
"121975845-0-4";"DLC Zones"
"121975845-0-5";"Dungeons"
"121975845-0-6";"DLC Dungeons"
"121975845-0-7";"Trials"
"121975845-0-8";"Arenas"
"121975845-0-9";"PvP"
"121975845-0-10";"Miscellaneous"
"121975845-0-11";"Auridon"
"121975845-0-12";"Grahtwood"
"121975845-0-13";"Greenshade"
"121975845-0-14";"Malabal Tor"
"121975845-0-15";"Reaper's March"
"121975845-0-16";"Alik'r Desert"
"121975845-0-17";"Bangkorai"
"121975845-0-18";"Glenumbra"
"121975845-0-19";"Rivenspire"
"121975845-0-20";"Stormhaven"
"121975845-0-21";"Deshaan"
"121975845-0-22";"Eastmarch"
"121975845-0-23";"The Rift"
"121975845-0-24";"Shadowfen"
"121975845-0-25";"Stonefalls"
"121975845-0-26";"Starter Zones"
"121975845-0-27";"Coldharbour"
"121975845-0-28";"Craglorn"
"121975845-0-29";"Wrothgar"
"121975845-0-30";"Hew's Bane"
"121975845-0-31";"Gold Coast"
"121975845-0-32";"Vvardenfell"
"121975845-0-33";"Clockwork City"
"121975845-0-34";"Summerset"
"121975845-0-35";"Murkmire"
"121975845-0-36";"Northern Elsweyr"
"121975845-0-37";"Southern Elsweyr"
"121975845-0-38";"Western Skyrim"
"121975845-0-39";"Arx Corinium"
"121975845-0-40";"The Banished Cells"
"121975845-0-41";"Blackheart Haven"
"121975845-0-42";"Blessed Crucible"
"121975845-0-43";"City of Ash"
"121975845-0-44";"Crypt of Hearts"
"121975845-0-45";"Darkshade Caverns"
"121975845-0-46";"Direfrost Keep"
"121975845-0-47";"Elden Hollow"
"121975845-0-48";"Fungal Grotto"
"121975845-0-49";"Selene's Web"
"121975845-0-50";"Spindleclutch"
"121975845-0-51";"Tempest Island"
"121975845-0-52";"Vaults of Madness"
"121975845-0-53";"Volenfell"
"121975845-0-54";"Wayrest Sewers"
"121975845-0-55";"Imperial City Prison"
"121975845-0-56";"White-Gold Tower"
"121975845-0-57";"Cradle of Shadows"
"121975845-0-58";"Ruins of Mazzatun"
"121975845-0-59";"Bloodroot Forge"
"121975845-0-60";"Falkreath Hold"
"121975845-0-61";"Fang Lair"
"121975845-0-62";"Scalecaller Peak"
"121975845-0-63";"March of Sacrifices"
"121975845-0-64";"Moon Hunter Keep"
"121975845-0-65";"Depths of Malatar"
"121975845-0-66";"Frostvault"
"121975845-0-67";"Lair of Maarselok"
"121975845-0-68";"Moongrave Fane"
"121975845-0-69";"Icereach"
"121975845-0-70";"Unhallowed Grave"
"121975845-0-71";"Aetherian Archive"
"121975845-0-72";"Hel Ra Citadel"
"121975845-0-73";"Sanctum Ophidia"
"121975845-0-74";"Maw of Lorkhaj"
"121975845-0-75";"The Halls of Fabrication"
"121975845-0-76";"Asylum Sanctorium"
"121975845-0-77";"Cloudrest"
"121975845-0-78";"Sunspire"
"121975845-0-79";"Kyne's Aegis"
"121975845-0-80";"Dragonstar Arena"
"121975845-0-81";"Maelstrom Arena"
"121975845-0-82";"Blackrose Prison"
"121975845-0-83";"Cyrodiil"
"121975845-0-84";"Imperial City"
"121975845-0-85";"Battlegrounds"
"121975845-0-86";"Antiquities"
"121975845-0-87";"Castle Thorn"
"121975845-0-88";"Stone Garden"
"121975845-0-89";"The Reach"
"121975845-0-90";"Vateshran Hollows"
"121975845-0-91";"Black Drake Villa"
"121975845-0-92";"The Cauldron"
"121975845-0-93";"Blackwood"
"121975845-0-94";"Rockgrove"
"121975845-0-95";"The Dread Cellar"
"121975845-0-96";"Red Petal Bastion"
"121975845-0-97";"The Deadlands"
"121975845-0-98";"Coral Aerie"
"121975845-0-99";"Shipwright's Regret"
"121975845-0-100";"High Isle"
"121975845-0-101";"Dreadsail Reef"
"121975845-0-102";"Earthen Root Enclave"
"121975845-0-103";"Graven Deep"
"121975845-0-104";"Galen"
"121975845-0-105";"Bal Sunnar"
"121975845-0-106";"Scrivener's Hall"
"121975845-0-107";"Apocrypha"
"121975845-0-108";"Sanity's Edge"
"121975845-0-109";"Infinite Archive"
"121975845-0-110";"Oathsworn Pit"
"121975845-0-111";"Bedlam Veil"
"121975845-0-112";"Alliance Zones"
"121975845-0-113";"Gold Road"
"121975845-0-114";"DLC Zones"
"121975845-0-115";"PvP"
"121975845-0-116";"Miscellaneous"
"121975845-0-117";"Arcanist"
"121975845-0-118";"Dragonknight"
"121975845-0-119";"Necromancer"
"121975845-0-120";"Nightblade"
"121975845-0-121";"Sorcerer"
"121975845-0-122";"Templar"
"121975845-0-123";"Warden"
"121975845-0-124";"Gold Road"
"121975845-0-125";"Lucent Citadel"
"121975845-0-126";"West Weald"
"121975845-0-127";"Exiled Redoubt"
"121975845-0-128";"Lep Seclusa"
