"Location";"Source"
"164387044-0-1";"Perfect Roe acquired."
"164387044-0-2";"Used when interacting with a Trophy Vault entrance."
"164387044-0-3";"The murder you committed has been observed by forces unknown."
"164387044-0-4";"The Atronach is recovering strength."
"164387044-0-5";"A spirit saps your strength…"
"164387044-0-6";"Drakeeh absorbs a restless spirit…"
"164387044-0-7";"The ritual circle takes the restless spirits."
"164387044-0-8";"Skeletons have merged into a Colossus!"
"164387044-0-9";"An enemy has been enraged!"
"164387044-0-11";"The Time Breach surges with power!"
