"Location";"Source"
"204530069-0-1";"DO NOT USE"
"204530069-0-2";"Test Mount"
"204530069-0-3";"Common Horse"
"204530069-0-4";"Draft Horse"
"204530069-0-5";"Light Horse"
"204530069-0-6";"Gaited Horse"
"204530069-0-7";"Imperial Horse"
"204530069-0-8";"Draft Imperial"
"204530069-0-9";"Light Imperial"
"204530069-0-10";"Gaited Imperial"
"204530069-0-11";"Imperial Mount"
"204530069-0-13";"Reuse me"
"204530069-0-14";"Palomino Horse"
"204530069-0-23";"[DISPLAY NAME]"
"204530069-0-24";"[DISPLAY NAME]"
"204530069-0-27";"Light Horse"
"204530069-0-28";"Palomino Horse"
"204530069-0-29";"[DISPLAY NAME]"
"204530069-0-30";"[DISPLAY NAME]"
"204530069-0-31";"[DISPLAY NAME]"
"204530069-0-32";"[DISPLAY NAME]"
"204530069-0-33";"[DISPLAY NAME]"
"204530069-0-34";"[DISPLAY NAME]"
"204530069-0-35";"Players Riding Skill"
