"Location";"Source"
"4922190-0-40";"When the new Mages Guild needed a headquarters, they took over an older Ayleid district adjacent to Imperial City and rebuilt its interior as the Arcane University. Though the Worm Cult had taken it over, it was still badly damaged by Molag Bal's attack during the Planemeld."
"4922190-0-41";"This quarry on the southern slopes of Red Mountain is the source of the granite being used to construct Vivec City—or it was, until the volcano awoke and began once more pouring lava down its foyadas."
"4922190-0-42";"The crumbling Dwarven fortifications of Ald Carac are said to date to the time of the War of the First Council, early in the First Era."
"4922190-0-43";"The ruins of Ularradallaku are all that remains of an ancient temple complex devoted to the dread Daedric Prince Mehrunes Dagon."
"4922190-0-44";"This quarry on the southern slopes of Red Mountain is the source of the granite being used to construct Vivec City—or it was, until the volcano awoke and began once more pouring lava down its foyadas."
"4922190-0-45";"The crumbling Dwarven fortifications of Ald Carac are said to date to the time of the War of the First Council, early in the First Era."
"4922190-0-46";"The ruins of Ularradallaku are all that remains of an ancient temple complex devoted to the dread Daedric Prince Mehrunes Dagon."
"4922190-0-47";"This quarry on the southern slopes of Red Mountain is the source of the granite being used to construct Vivec City—or it was, until the volcano awoke and began once more pouring lava down its foyadas."
"4922190-0-48";"The crumbling Dwarven fortifications of Ald Carac are said to date to the time of the War of the First Council, early in the First Era."
"4922190-0-49";"The ruins of Ularradallaku are all that remains of an ancient temple complex devoted to the dread Daedric Prince Mehrunes Dagon."
"4922190-0-69";"This quarry on the southern slopes of Red Mountain is the source of the granite being used to construct Vivec City—or it was, until the volcano awoke and began once more pouring lava down its foyadas."
"4922190-0-70";"This quarry on the southern slopes of Red Mountain is the source of the granite being used to construct Vivec City—or it was, until the volcano awoke and began once more pouring lava down its foyadas."
"4922190-0-72";"The ruins of Ularradallaku are all that remains of an ancient temple complex devoted to the dread Daedric Prince Mehrunes Dagon."
"4922190-0-76";"The crumbling Dwarven fortifications of Ald Carac are said to date to the time of the War of the First Council, early in the First Era."
"4922190-0-77";"The crumbling Dwarven fortifications of Ald Carac are said to date to the time of the War of the First Council, early in the First Era."
