"Location";"Source"
"246790420-0-1";"Captured a flag!"
"246790420-0-5";"Deal at least 5000 damage in a Battleground"
"246790420-0-6";"Deal at least 25,000 damage in a Battleground"
"246790420-0-7";"Deal at least 50,000 damage in a Battleground"
"246790420-0-8";"Deal at least 500,000 damage in a Battleground"
"246790420-0-9";"Deal a 10000 damage to a player."
"246790420-0-10";"Deal 11750 damage to a player."
"246790420-0-11";"Deal at least 5000 effective healing in a Battleground"
"246790420-0-12";"Deal at least 25000 effective healing in a Battleground"
"246790420-0-13";"Deal at least 50000 effective healing in a Battleground"
"246790420-0-14";"Deal at least 375000 effective healing in a Battleground"
"246790420-0-15";"Deal at least 7500 effective healing in one heal."
"246790420-0-16";"Deal at least 15k effective healing in one heal."
"246790420-0-17";"Kill a Flag Carrier"
"246790420-0-18";"Hattrick, captured 3 flags!"
"246790420-0-27";"Heal 5000"
"246790420-0-29";"Heal 37500 total"
"246790420-0-41";"Captured a flag!"
"246790420-0-43";"Captured a flag!"
"246790420-0-44";"Captured a flag!"
"246790420-0-46";"Kill a Flag Carrier"
"246790420-0-47";"Kill 10 Flag Carriers"
"246790420-0-48";"Captured a flag!"
"246790420-0-55";"Deal at least 10k effective healing in one heal."
"246790420-0-56";"Deal at least 37500 effective healing to Flag Carrier in a Battleground"
"246790420-0-57";"Deal at least 200,000 effective healing in a Battleground"
"246790420-0-58";"Deal at least 18750 effective healing in a Battleground"
"246790420-0-59";"Deal at least 5000 effective healing in a Battleground"
"246790420-0-60";"Deal at least 5000 damage in one hit to a flag carrier in a Battleground"
"246790420-0-61";"Deal at least 25,000 damage in a Battleground"
"246790420-0-62";"Deal at least 50,000 damage in a Battleground"
"246790420-0-63";"Deal at least 500,000 damage to flag carriers in BG's."
"246790420-0-64";"Deal 11750k damage to a player."
"246790420-0-65";"Earned 10 points carrying a Chaos Ball."
"246790420-0-66";"Carried a Chaos ball for 30 seconds."
"246790420-0-67";"Carried a Chaos ball for 60 seconds."
"246790420-0-68";"Carried a Chaos ball for 90 seconds."
"246790420-0-70";"Picked up Chaos Ball first."
"246790420-0-71";"Deal at least 50000 effective healing to Flag Carrier in a Battleground"
"246790420-0-72";"Deal at least 5000 damage to a flag carrier in a Battleground"
"246790420-0-73";"Deal at least 25,000 damage in a Battleground"
"246790420-0-74";"Deal at least 50,000 damage in a Battleground"
"246790420-0-75";"Deal 11750 damage to a player."
"246790420-0-76";"Deal at least 325,000 damage to flag carriers in BG's."
"246790420-0-77";"Deal at least 275,000 effective healing in a Battleground"
"246790420-0-78";"Kill a Chaos Ball carrier"
"246790420-0-79";"Deal at least 5k effective healing in one heal."
"246790420-0-80";"Deal at least 25000 effective healing in a Battleground"
"246790420-0-81";"Deal at least 5000 effective healing in a Battleground"
