"Location";"Source"
"12529189-0-11";"Elden Hollow I Vanquisher"
"12529189-0-12";"Level 10 Hero"
"12529189-0-13";"Level 20 Hero"
"12529189-0-14";"Level 30 Hero"
"12529189-0-15";"Level 40 Hero"
"12529189-0-16";"Level 50 Hero"
"12529189-0-17";"Superior Ransacker"
"12529189-0-18";"Epic Acquirer"
"12529189-0-19";"Treasure Chest Spotter"
"12529189-0-20";"Treasure Chest Seeker"
"12529189-0-21";"Treasure Chest Stalker"
"12529189-0-22";"Treasure Chest Hunter"
"12529189-0-28";"Faolchu's Bane"
"12529189-0-30";"Wyrd Friend"
"12529189-0-31";"Savior of Glenumbra"
"12529189-0-34";"Glenumbra Adventurer"
"12529189-0-35";"Superior Attire"
"12529189-0-36";"Epic Attire"
"12529189-0-38";"Humanoid Slayer"
"12529189-0-39";"Daedra Slayer"
"12529189-0-40";"Dwarven Construct Slayer"
"12529189-0-41";"Nature Slayer"
"12529189-0-42";"Undead Slayer"
"12529189-0-51";"Master Monster Slayer"
"12529189-0-52";"Quester"
"12529189-0-53";"Explorer"
"12529189-0-54";"Adventurer"
"12529189-0-55";"Master Adventurer"
"12529189-0-56";"Indomitable Adventurer"
"12529189-0-57";"Stormhaven Adventurer"
"12529189-0-58";"Rivenspire Adventurer"
"12529189-0-59";"Alik'r Desert Adventurer"
"12529189-0-60";"Bangkorai Adventurer"
"12529189-0-61";"Hero of the Daggerfall Covenant"
"12529189-0-64";"Apprentice Crafting Harvester"
"12529189-0-65";"Journeyman Crafting Harvester"
"12529189-0-66";"Expert Crafting Harvester"
"12529189-0-67";"Master Crafting Harvester"
"12529189-0-68";"Grand Master Crafting Harvester"
"12529189-0-78";"Darkshade Caverns I Vanquisher"
"12529189-0-79";"Wayrest Sewers I Vanquisher"
"12529189-0-80";"Crypt of Hearts I Vanquisher"
"12529189-0-81";"Tempest Island Vanquisher"
"12529189-0-88";"Dragonknight Slayer"
"12529189-0-89";"Sorcerer Slayer"
"12529189-0-90";"Templar Slayer"
"12529189-0-91";"Capture a Resource"
"12529189-0-92";"Alliance War Volunteer"
"12529189-0-93";"Alliance War Recruit"
"12529189-0-94";"Alliance War Tyro"
"12529189-0-95";"Alliance War Legionary"
"12529189-0-96";"Alliance War Veteran"
"12529189-0-97";"Alliance War Corporal"
"12529189-0-98";"Alliance War Sergeant"
"12529189-0-99";"Alliance War Lieutenant"
"12529189-0-100";"Alliance War Captain"
"12529189-0-101";"Alliance War Major"
"12529189-0-102";"Alliance War Centurion"
"12529189-0-103";"Alliance War Colonel"
"12529189-0-104";"Alliance War Tribune"
"12529189-0-105";"Alliance War Brigadier"
"12529189-0-106";"Alliance War Prefect"
"12529189-0-107";"Alliance War Praetorian"
"12529189-0-108";"Alliance War Palatine"
"12529189-0-109";"Alliance War August Palatine"
"12529189-0-110";"Alliance War Legate"
"12529189-0-111";"Alliance War General"
"12529189-0-112";"Alliance War Warlord"
"12529189-0-113";"Alliance War Grand Warlord"
"12529189-0-114";"Alliance War Overlord"
"12529189-0-115";"First Revenge"
"12529189-0-116";"Sweet Vengeance"
"12529189-0-117";"First Avenge"
"12529189-0-118";"Vindication"
"12529189-0-119";"Close Call Kill"
"12529189-0-120";"Five Under Five"
"12529189-0-121";"Ten Under Five"
"12529189-0-122";"Keep Capture"
"12529189-0-134";"Kill a Grand Overlord"
"12529189-0-135";"Damage Dealer"
"12529189-0-136";"Massive Damage Dealer"
"12529189-0-137";"Tremendous Damage Dealer"
"12529189-0-138";"Healer"
"12529189-0-139";"Massive Healer"
"12529189-0-140";"Tremendous Healer"
"12529189-0-141";"Breton Slayer"
"12529189-0-145";"Evermore Defender"
"12529189-0-146";"Bangkorai Garrison Liberator"
"12529189-0-147";"High King Emeric's Savior"
"12529189-0-148";"Woodblight Killer"
"12529189-0-149";"Dayarrus' Deathbringer"
"12529189-0-150";"Nomeg Hyril's Executioner"
"12529189-0-151";"Lich Butcher"
"12529189-0-152";"Summoner Slayer"
"12529189-0-153";"Wolf-Father Exorcist"
"12529189-0-154";"Dreamslayer"
"12529189-0-155";"Spirit Warden Champion"
"12529189-0-156";"Azura's Ally"
"12529189-0-158";"Hatespinner Hunter"
"12529189-0-159";"Menhir Hunter"
"12529189-0-160";"Darkblood Hunter"
"12529189-0-161";"Hag Hunter"
"12529189-0-162";"Stroda's Assassin"
"12529189-0-163";"Siren Hunter"
"12529189-0-176";"Glenumbra Cave Delver"
"12529189-0-177";"Stormhaven Cave Delver"
"12529189-0-178";"Rivenspire Cave Delver"
"12529189-0-180";"Bangkorai Cave Delver"
"12529189-0-181";"Stonefalls Cave Delver"
"12529189-0-184";"Skin-Stealer Destroyer"
"12529189-0-185";"Egg Protector"
"12529189-0-186";"Mnemic Egg Guardian"
"12529189-0-187";"Haynekhtnamet Hunter"
"12529189-0-188";"Ogre Twin Tormentor"
"12529189-0-189";"Mummy Lord Murderer"
"12529189-0-190";"Captain Bones Destroyer"
"12529189-0-191";"Urrai's Bane"
"12529189-0-192";"Slave Lord's Ruination"
"12529189-0-193";"Shadowfen Cave Delver"
"12529189-0-194";"Hero of Bleakrock"
"12529189-0-195";"Strifeswarm Eradicator"
"12529189-0-196";"Memory Masher"
"12529189-0-197";"Shellcracker"
"12529189-0-198";"Dreugh Destroyer"
"12529189-0-199";"Saintly Slaughter"
"12529189-0-200";"Netch Wrangler"
"12529189-0-201";"Balreth's Bane"
"12529189-0-202";"Inner Sea Armature Explorer"
"12529189-0-203";"Emberflint Mine Explorer"
"12529189-0-204";"General Serien's Demise"
"12529189-0-205";"Mephala's Nest Explorer"
"12529189-0-206";"Hightide Hollow Explorer"
"12529189-0-207";"Softloam Cavern Explorer"
"12529189-0-208";"Sheogorath's Tongue Explorer"
"12529189-0-209";"Sadal's Overthrower"
"12529189-0-210";"Rageclaw Hunter"
"12529189-0-211";"Armene's Bane"
"12529189-0-212";"Ratmaster Crusher"
"12529189-0-213";"Mannskadi's Mauler"
"12529189-0-214";"Ammabani Ambusher"
"12529189-0-215";"Ilessan Tower Explorer"
"12529189-0-216";"Silumm Explorer"
"12529189-0-217";"Enduum Explorer"
"12529189-0-218";"Mines of Khuras Explorer"
"12529189-0-219";"Ebon Crypt Explorer"
"12529189-0-220";"Cryptwatch Fort Explorer"
"12529189-0-221";"Portdun Watch Explorer"
"12529189-0-222";"Koeglin Mine Explorer"
"12529189-0-223";"Pariah Catacombs Explorer"
"12529189-0-224";"Farangel's Delve Explorer"
"12529189-0-225";"Bearclaw Mine Explorer"
"12529189-0-226";"Norvulk Ruins Explorer"
"12529189-0-227";"Crestshade Mine Explorer"
"12529189-0-228";"Flyleaf Catacombs Explorer"
"12529189-0-229";"Tribulation Crypt Explorer"
"12529189-0-230";"Orc's Finger Ruins Explorer"
"12529189-0-231";"Erokii Ruins Explorer"
"12529189-0-232";"Hildune's Secret Refuge Explorer"
"12529189-0-245";"Atanaz Ruins Explorer"
"12529189-0-246";"Broken Tusk Explorer"
"12529189-0-247";"Chid-Moska Ruins Explorer"
"12529189-0-248";"Gandranen Explorer"
"12529189-0-249";"Onkobra Kwama Mine Explorer"
"12529189-0-250";"Black Maw Shrine Explorer"
"12529189-0-251";"Chill Hollow Explorer"
"12529189-0-252";"Icehammer's Vault Explorer"
"12529189-0-253";"Old Sord's Cave Explorer"
"12529189-0-254";"Frigid Grotto Explorer"
"12529189-0-255";"Stormcrag Crypt Explorer"
"12529189-0-256";"Bastard's Tomb Explorer"
"12529189-0-257";"Beralagr Hunter"
"12529189-0-258";"Drowned Horde Decimator"
"12529189-0-259";"Dugan's Demolisher"
"12529189-0-260";"Bone Grappler's Bane"
"12529189-0-261";"Tallatta's Annihilator"
"12529189-0-262";"Skullbreaker"
"12529189-0-263";"Green Vanquisher"
"12529189-0-264";"Lady Llarel's Shelter Explorer"
"12529189-0-265";"Lower Bthanual Explorer"
"12529189-0-266";"Triple Circle Mine Explorer"
"12529189-0-267";"Taleon's Crag Explorer"
"12529189-0-268";"Knife Ear Grotto Explorer"
"12529189-0-269";"Corpse Garden Explorer"
"12529189-0-270";"Deshaan Cave Delver"
"12529189-0-272";"Arx Corinium Vanquisher"
"12529189-0-274";"Dead Man's Drop Explorer"
"12529189-0-275";"Short-Tusk Hunter"
"12529189-0-276";"Abomination Slayer"
"12529189-0-277";"Sharpfang Killer"
"12529189-0-278";"Mabrigash Shade Destroyer"
"12529189-0-279";"Druitularg's Bane"
"12529189-0-280";"Bittergreen Obliterator"
"12529189-0-281";"Black Vine Ruins Explorer"
"12529189-0-282";"Roots of Silvenar Explorer"
"12529189-0-283";"Hound Hinderer"
"12529189-0-284";"Silvenar's Friend"
"12529189-0-285";"Hero of Frond and Leaf"
"12529189-0-286";"Shael Ruins Explorer"
"12529189-0-287";"Auridon Cave Delver"
"12529189-0-288";"Del's Claim Explorer"
"12529189-0-289";"Ondil Explorer"
"12529189-0-290";"Entila's Folly Explorer"
"12529189-0-291";"Wansalen Explorer"
"12529189-0-292";"Mehrunes' Spite Explorer"
"12529189-0-293";"Bewan Explorer"
"12529189-0-294";"Fungal Grotto I Vanquisher"
"12529189-0-296";"Malabal Tor Cave Delver"
"12529189-0-297";"Tomb of the Apostates Explorer"
"12529189-0-298";"Hoarvor Pit Explorer"
"12529189-0-299";"Sanguine's Demesne Vanquisher"
"12529189-0-300";"Sanguine's Demesne Conqueror"
"12529189-0-301";"Spindleclutch I Vanquisher"
"12529189-0-303";"Torturers' Demise"
"12529189-0-304";"Ogrim Brother Subjugator"
"12529189-0-305";"Dremora Pirate Slayer"
"12529189-0-306";"Traveling Dremora Slayer"
"12529189-0-307";"Favored Daedroth Destroyer"
"12529189-0-308";"Closer of the Ever-Open Eye"
"12529189-0-309";"Hrelvesuu's Bane"
"12529189-0-310";"Devourer of Souls Subverter"
"12529189-0-311";"Frost Lord Destroyer"
"12529189-0-312";"Storm Lord Destroyer"
"12529189-0-313";"Xivilai Slavemaster Destroyer"
"12529189-0-314";"Seductive Sister Destroyer"
"12529189-0-315";"Verkarth Vampire Destroyer"
"12529189-0-316";"Crescent Dremora Destroyer"
"12529189-0-317";"Mournhold Lich Destroyer"
"12529189-0-318";"General Executioner"
"12529189-0-322";"Chainbreaker"
"12529189-0-324";"Anchor Destroyer"
"12529189-0-325";"Banished Cells I Vanquisher"
"12529189-0-328";"The Rift Cave Delver"
"12529189-0-329";"Faldar's Tooth Explorer"
"12529189-0-330";"Broken Helm Hollow Explorer"
"12529189-0-331";"Avanchnzel  Explorer"
"12529189-0-332";"Fort Greenwall Explorer"
"12529189-0-333";"Shroud Hearth Barrow Explorer"
"12529189-0-334";"Snapleg Cave Explorer"
"12529189-0-335";"Reach Crusher"
"12529189-0-336";"Wormsquasher"
"12529189-0-337";"Ysgramor's Prodigy"
"12529189-0-340";"Fungal Grotto II Assassin"
"12529189-0-342";"Fearless Assaulter"
"12529189-0-343";"Fungal Grotto II Conqueror"
"12529189-0-345";"Khajiiti Hunters' Bane"
"12529189-0-346";"Troll Killer"
"12529189-0-347";"Frost Atronach Destroyer"
"12529189-0-348";"Ghost Banisher"
"12529189-0-349";"Giant Slayer"
"12529189-0-350";"Wispmother Vanquisher"
"12529189-0-351";"Marines Avenger"
"12529189-0-352";"Bandit Lord Bounty Hunter"
"12529189-0-353";"Ghost Captain Crusher"
"12529189-0-354";"Snapjaw's Bane"
"12529189-0-355";"Nestmother Eradicator"
"12529189-0-356";"Anarume Bounty Hunter"
"12529189-0-357";"Direfrost Keep Vanquisher"
"12529189-0-360";"Sunder the First Veil"
"12529189-0-361";"Sunder the Second Veil"
"12529189-0-362";"Sunder the Third Veil"
"12529189-0-363";"Plague Ender"
"12529189-0-364";"Temple Knight"
"12529189-0-365";"Vox Slayer"
"12529189-0-367";"Crow's Wood Vanquisher"
"12529189-0-368";"Crow's Wood Conqueror"
"12529189-0-369";"Forgotten Crypts Vanquisher"
"12529189-0-370";"Forgotten Crypts Conqueror"
"12529189-0-371";"Lion's Den Group Event"
"12529189-0-372";"Sanguine's Group Event"
"12529189-0-373";"Lion's Den Vanquisher"
"12529189-0-374";"Lion's Den Conqueror"
"12529189-0-375";"Hall of the Dead Vanquisher"
"12529189-0-376";"Hall of the Dead Conqueror"
"12529189-0-377";"Obsidian Scar Vanquisher"
"12529189-0-378";"Obsidian Scar Conqueror"
"12529189-0-379";"Crow's Wood Group Event"
"12529189-0-380";"Bad Man's Group Event"
"12529189-0-381";"Hall of the Dead Group Event"
"12529189-0-382";"Graufang Hunter"
"12529189-0-383";"Limbscather Slayer"
"12529189-0-384";"Werewolf's Bane"
"12529189-0-385";"Asard's Assassin"
"12529189-0-386";"Trapjaw Stalker"
"12529189-0-387";"Bloodcaller's Ruin"
"12529189-0-388";"Forgotten Crypts Group Event"
"12529189-0-389";"Toothmaul Gully Vanquisher"
"12529189-0-390";"Toothmaul Gully Conqueror"
"12529189-0-391";"Volenfell Vanquisher"
"12529189-0-393";"Blessed Crucible Vanquisher"
"12529189-0-395";"Lost City Vanquisher"
"12529189-0-396";"Lost City Conqueror"
"12529189-0-397";"Stonefalls Skyshard Hunter"
"12529189-0-398";"Bleakrock Skyshard Hunter"
"12529189-0-399";"Titanclaw Cracker"
"12529189-0-400";"Spider Slayer"
"12529189-0-401";"Brood Queen Destroyer"
"12529189-0-402";"Gar Xuu Gar's Bane"
"12529189-0-403";"Cousin Scrag's Demolisher"
"12529189-0-404";"Kruz Control"
"12529189-0-405";"Bal Foyen Skyshard Hunter"
"12529189-0-406";"Nose Diver"
"12529189-0-407";"Stros M'Kai Skyshard Hunter"
"12529189-0-408";"Betnikh Skyshard Hunter"
"12529189-0-409";"Glenumbra Skyshard Hunter"
"12529189-0-410";"Blackheart Haven Vanquisher"
"12529189-0-412";"Santaki Ruins Explorer"
"12529189-0-413";"Alik'r Desert Cave Delver"
"12529189-0-414";"Divad's Chagrin Mine Explorer"
"12529189-0-415";"Famed Recruiter"
"12529189-0-416";"Aldunz Ruins Explorer"
"12529189-0-417";"Selene's Web Vanquisher"
"12529189-0-419";"Coldrock Diggings Explorer"
"12529189-0-420";"Sandblown Mine Explorer"
"12529189-0-421";"Spindleclutch II Conqueror"
"12529189-0-423";"Yldzuun Ruins Explorer"
"12529189-0-424";"Eastmarch Cave Delver"
"12529189-0-425";"Deathsong Deforester"
"12529189-0-426";"Big Ozur's Bane"
"12529189-0-427";"Mercy Killer"
"12529189-0-428";"Gravecaller's Doom"
"12529189-0-429";"Ysolmarr's Ruin"
"12529189-0-430";"Nur-dro's Downfall"
"12529189-0-431";"Khenarthi's Skyshard Hunter"
"12529189-0-432";"Aba-Loria Explorer"
"12529189-0-433";"Grotto of Depravity Explorer"
"12529189-0-434";"Cave of Trophies Explorer"
"12529189-0-435";"Forgefire Vault Explorer"
"12529189-0-436";"Mal Sorra's Tomb Explorer"
"12529189-0-437";"Wailing Maw Explorer"
"12529189-0-438";"Coldharbour Cave Delver"
"12529189-0-439";"Sthorha's Doom"
"12529189-0-440";"Ice Wraith Hunter"
"12529189-0-441";"Centurion's Ruin"
"12529189-0-442";"Daedroth Trio Hunter"
"12529189-0-443";"Brolsgerbwd's Bane"
"12529189-0-444";"Cynhamoth's End"
"12529189-0-445";"Rulanyil's Fall Group Event"
"12529189-0-446";"Spindleclutch II Assassin"
"12529189-0-448";"Compassionate Hero"
"12529189-0-449";"Banished Cells II Assassin"
"12529189-0-451";"Cursed Hero"
"12529189-0-452";"Reaper's March Cave Delver"
"12529189-0-453";"Kuna's Delve Explorer"
"12529189-0-454";"Thibaut's Cairn Explorer"
"12529189-0-455";"Weeping Wind Cave Explorer"
"12529189-0-456";"Claw's Strike Explorer"
"12529189-0-457";"Fardir's Folly Explorer"
"12529189-0-458";"Jode's Light Explorer"
"12529189-0-459";"Elden Hollow II Conqueror"
"12529189-0-460";"Crimson Cove Group Event"
"12529189-0-461";"Elden Hollow II Assassin"
"12529189-0-463";"Closing the Book"
"12529189-0-464";"Darkshade Caverns II Conqueror"
"12529189-0-465";"Darkshade Caverns II Assassin"
"12529189-0-467";"Deadly Engineer"
"12529189-0-468";"Toothmaul Gully Group Event"
"12529189-0-469";"Vile Manse Group Event"
"12529189-0-470";"Root Sunder Group Event"
"12529189-0-471";"Glenumbra Angler"
"12529189-0-472";"Stormhaven Angler"
"12529189-0-473";"Rivenspire Angler"
"12529189-0-474";"Alik'r Desert Angler"
"12529189-0-475";"Bangkorai Angler"
"12529189-0-476";"Covenant Fisherman"
"12529189-0-477";"Stonefalls Angler"
"12529189-0-478";"Deshaan Angler"
"12529189-0-479";"Shadowfen Angler"
"12529189-0-480";"Eastmarch Angler"
"12529189-0-481";"Rift Angler"
"12529189-0-482";"Pact Fisherman"
"12529189-0-483";"Auridon Angler"
"12529189-0-484";"Grahtwood Angler"
"12529189-0-485";"Greenshade Angler"
"12529189-0-486";"Malabal Tor Angler"
"12529189-0-487";"Reaper's March Angler"
"12529189-0-488";"Dominion Fisherman"
"12529189-0-489";"Cyrodiil Angler"
"12529189-0-490";"Coldharbour Angler"
"12529189-0-491";"Stros M'Kai Angler"
"12529189-0-492";"Khenarthi's Roost Angler"
"12529189-0-493";"Bleakrock Angler"
"12529189-0-494";"Master Fisher"
"12529189-0-495";"Duneripper's Downfall"
"12529189-0-496";"Lonely Papa's Doom"
"12529189-0-497";"Hag Upheaval"
"12529189-0-498";"Korignah's Bane"
"12529189-0-499";"Mummy King Murderer"
"12529189-0-500";"Saint Slayer"
"12529189-0-510";"Court Ranger"
"12529189-0-511";"Veil Lifter"
"12529189-0-512";"Valenwood Protector"
"12529189-0-515";"Stormhaven Skyshard Hunter"
"12529189-0-516";"Uwafa's Ruination"
"12529189-0-517";"Alasan's Devastation"
"12529189-0-518";"Ash'abah Hero"
"12529189-0-524";"Meridia's Lightbearer"
"12529189-0-525";"Maormer's Bane"
"12529189-0-526";"Skooma Watch"
"12529189-0-536";"Clan Mother Inaugurator"
"12529189-0-537";"Dark Mane Incarcerator"
"12529189-0-538";"Two Moons Pathwalker"
"12529189-0-539";"Troll's Toothpick Explorer"
"12529189-0-540";"Torog's Spite Explorer"
