"Location";"Source"
"203274254-0-1";"Imperial City Trophies"
"203274254-0-2";"Orsinium Trophies"
"203274254-0-3";"Thieves Guild Trophies"
"203274254-0-4";"Dark Brotherhood Trophies"
"203274254-0-5";"Shadows of the Hist Trophies"
"203274254-0-6";"Morrowind Trophies"
"203274254-0-7";"Horns of the Reach Trophies"
"203274254-0-8";"Clockwork City Trophies"
"203274254-0-9";"Dragon Bones Trophies"
"203274254-0-10";"Summerset Trophies"
"203274254-0-11";"Wolfhunter Trophies"
"203274254-0-12";"Murkmire Trophies"
"203274254-0-13";"Wrathstone Trophies"
"203274254-0-14";"Elsweyr Trophies"
"203274254-0-15";"Scalebreaker Trophies"
"203274254-0-16";"Dragonhold Trophies"
"203274254-0-17";"Harrowstorm Trophies"
"203274254-0-18";"GreymoorTrophies"
"203274254-0-19";"Stonethorn Trophies"
"203274254-0-20";"Markarth Trophies"
"203274254-0-21";"Flames Of Ambition Trophies"
"203274254-0-22";"Blackwood Trophies"
"203274254-0-23";"Waking Flame Trophies"
"203274254-0-24";"Deadlands Trophies"
"203274254-0-25";"Ascending Tide Trophies"
"203274254-0-26";"High Isle Trophies"
"203274254-0-27";"Lost Depths Trophies"
"203274254-0-28";"Firesong Trophies"
"203274254-0-29";"Scribes of Fate Trophies"
"203274254-0-30";"Necrom Trophies"
"203274254-0-31";"Infinite Archive Trophies"
"203274254-0-32";"Scions of Ithelia Trophies"
"203274254-0-33";"Gold Road Trophies"
"203274254-0-34";"Fallen Banners Trophies"
