"Location";"Source"
"108965317-0-1";"Earn <<1>>  Event <<1[Ticket/Tickets]>>"
"108965317-0-2";"Steal <<1>> <<1[Item/Items]>> from the environment"
"108965317-0-3";"Complete <<1>> <<1[Quest/Quests]>>"
"108965317-0-4";"Pickpocket <<1>> Items"
"108965317-0-5";"Kill <<1>> <<1[Foe/Foes]>> with Class Abilities"
"108965317-0-6";"Kill <<1>> <<1[Foe/Foes]>> with Weapon Abilities"
"108965317-0-7";"Sell <<1>> <<1[Item/Items]>> to Merchants"
"108965317-0-8";"Craft <<1>> <<1[Item/Items]>> with the Alchemy skill"
"108965317-0-9";"Craft <<1>> <<1[Item/Items]>> with the Blacksmithing skill"
"108965317-0-10";"Craft <<1>> <<1[Item/Items]>> with the Clothier skill"
"108965317-0-11";"Craft <<1>> <<1[Item/Items]>> with the Enchanting skill"
"108965317-0-12";"Craft <<1>> <<1[Item/Items]>> with the Jewelry Crafting skill"
"108965317-0-13";"Craft <<1>> <<1[Item/Items]>> with the Provisioning skill"
"108965317-0-14";"Craft <<1>> <<1[Item/Items]>> with the Woodworking skill"
"108965317-0-15";"Kill <<1>> <<1[Citizen/Citizens]>> with the Blade of Woe"
"108965317-0-16";"Pick <<1>> <<1[Lock/Locks]>>"
"108965317-0-17";"Deconstruct <<1>> <<1[Item/Items]>> at a Blacksmithing table"
"108965317-0-18";"Deconstruct <<1>> <<1[Item/Items]>> at a Clothier table"
"108965317-0-19";"Extract <<1>> <<1[Item/Items]>> at an Enchanting table"
"108965317-0-20";"Deconstruct <<1>> <<1[Item/Items]>> at a Jewelry Crafting table"
"108965317-0-21";"Deconstruct <<1>> <<1[Item/Items]>> at a Woodworking table"
"108965317-0-22";"Launder <<1>> <<1[Item/Items]>> at Fences"
"108965317-0-23";"Loot <<1>> <<1[Treasure Chest/Treasure Chests]>>"
"108965317-0-24";"Kill <<1>> Humanoid <<1[Foe/Foes]>>"
"108965317-0-25";"Kill <<1>> <<1[Beast/Beasts]>>"
"108965317-0-26";"Kill <<1>> <<1[Vampire/Vampires]>>"
"108965317-0-27";"Kill <<1>> Bestial Daedra"
"108965317-0-28";"Kill <<1>> Amorphous <<1[Foe/Foes]>>"
"108965317-0-29";"Kill <<1>> Chitinous <<1[Foe/Foes]>>"
"108965317-0-30";"Destroy <<1>> Dwarven <<1[Automaton/Automata]>>"
"108965317-0-31";"Destroy <<1>> Flame <<1[Atronach/Atronachs]>>"
"108965317-0-32";"Destroy <<1>> Frost <<1[Atronach/Atronachs]>>"
"108965317-0-33";"Destroy <<1>> <<1[Ghost/Ghosts]>>"
"108965317-0-34";"Kill <<1>> <<1[Giant/Giants]>>"
"108965317-0-35";"Kill <<1>> Humanoid Daedra"
"108965317-0-36";"Kill <<1>> <<1[Insect or Arachnid/Insects or Arachnids]>>"
"108965317-0-37";"Kill <<1>> <<1[Reptiles/Reptiles]>>"
"108965317-0-38";"Kill <<1>> Plant <<1[Creature/Creatures]>>"
"108965317-0-39";"Destroy <<1>> <<1[Skeleton/Skeletons]>>"
"108965317-0-40";"Destroy <<1>> Storm <<1[Atronach/Atronachs]>>"
"108965317-0-41";"Destroy <<1>> Rotting Undead <<1[Foe/Foes]>>"
"108965317-0-42";"Destroy <<1>> Watery <<1[Foe/Foes]>>"
"108965317-0-43";"Kill <<1>> Barbaric <<1[Foe/Foes]>>"
"108965317-0-44";"Destroy <<1>> Flesh <<1[Atronach/Atronachs]>>"
"108965317-0-45";"Kill <<1>> <<1[Wild or Domestic Animal/Wild or Domestic Animals]>>"
"108965317-0-46";"Destroy <<1>> Air <<1[Atronach/Atronachs]>>"
"108965317-0-47";"Destroy <<1>> Iron <<1[Atronach/Atronachs]>>"
"108965317-0-48";"Destroy <<1>> Stone <<1[Atronach/Atronachs]>>"
"108965317-0-49";"Kill <<1>> <<1[Troll/Trolls]>>"
"108965317-0-50";"Destroy <<1>> Clockwork Foes"
"108965317-0-51";"Kill <<1>> <<1[Dragon/Dragons]>>"
"108965317-0-52";"Kill <<1>> Void <<1[Creature/Creatures]>>"
"108965317-0-53";"Kill <<1>> Dangerous <<1[Foe/Foes]>>"
"108965317-0-54";"Kill <<1>> World <<1[Boss/Bosses]>>"
"108965317-0-55";"Kill <<1>> <<1[Person/People]>>"
