"Location";"Source"
"108533454-0-19";"Collecting..."
"108533454-0-53";"Examine Bag..."
"108533454-0-63";"Opening box"
"108533454-0-76";"Interacting..."
"108533454-0-77";"Interacting..."
"108533454-0-78";"Interacting..."
"108533454-0-79";"Interacting..."
"108533454-0-91";"Examining the body"
"108533454-0-117";"Gathering.."
"108533454-0-359";"Searching..."
"108533454-0-371";"interacting"
"108533454-0-422";"Searching Crate..."
"108533454-0-437";"Smashing Herne Heart..."
"108533454-0-444";"Placing Fake Sacrifice..."
"108533454-0-461";"Picking Lock..."
"108533454-0-462";"Picking Lock..."
"108533454-0-463";"Entering the Pens..."
"108533454-0-474";"Getting the tools..."
"108533454-0-510";"Cleansing…"
"108533454-0-512";"Drinking potion..."
"108533454-0-513";"Drinking potion..."
"108533454-0-515";"Drinking Potion..."
"108533454-0-522";"Reading Logbook..."
"108533454-0-564";"Entering…"
"108533454-0-583";"OMG PICK ME UP"
"108533454-0-584";"OMG PICK ME UP"
"108533454-0-598";"Examining the Mirror..."
"108533454-0-612";"Searching Nest..."
"108533454-0-638";"Searching…"
"108533454-0-667";"Adding Player to Event…"
"108533454-0-691";"Recovering Cog..."
"108533454-0-693";"Recovering Cog..."
"108533454-0-697";"Opening..."
"108533454-0-706";"Lighting Torch..."
"108533454-0-707";"Lighting Beacon..."
"108533454-0-710";"Opening..."
"108533454-0-711";"Opening..."
"108533454-0-712";"Opening..."
"108533454-0-713";"Opening..."
"108533454-0-729";"Sounding the Horn..."
"108533454-0-738";"Investigating..."
"108533454-0-743";"Investigating..."
"108533454-0-744";"Investigating..."
"108533454-0-762";"Freeing Noble..."
"108533454-0-777";"Lighting Fuses..."
"108533454-0-788";"Opening the crate..."
"108533454-0-790";"Opening the barrel..."
"108533454-0-886";"Raising your banner"
"108533454-0-891";"0"
"108533454-0-919";"0"
"108533454-0-925";"Destroying the Artifact..."
"108533454-0-1121";"Reading Book..."
"108533454-0-1123";"Destroying…"
"108533454-0-1188";"Picking up Ring..."
"108533454-0-1206";"Activating…"
"108533454-0-1207";"Taking…"
"108533454-0-1208";"Collecting Ember..."
"108533454-0-1215";"Activating..."
"108533454-0-1231";"Transfering the Essence of the Soul Gem..."
"108533454-0-1307";"Destroying…"
"108533454-0-1330";"Teleporting up to Doomcrag..."
"108533454-0-1334";"Exiting the Mirror…"
"108533454-0-1351";"Gathering Fallen Blossoms..."
"108533454-0-1388";"Praying..."
"108533454-0-1395";"Opening Tomb..."
"108533454-0-1433";"Closing…"
"108533454-0-1434";"Closing…"
"108533454-0-1439";"Collecting Wine Bottle…"
