"Location";"Source"
"219317028-0-41";"WARNING: A one-time redeemable item is attached. To give it to another one of your characters, deposit it in your shared bank, which can be accessed in major cities. Do not delete a character with this item in its inventory or it will be permanently lost.\n\nYou have purchased the Imperial Edition. With it comes exclusive digital content.\n• You can play as an Imperial in any alliance\n• You can convert most found or crafted items to the Imperial style\n• The Imperial Horse is added to your Collection.\n• The Pledge of Mara is attached"
"219317028-0-49";"We regret to inform you that you have been deposed as Emperor of Cyrodiil. Perhaps someday soon you can unseat the usurper and regain your title."
"219317028-0-54";"Congratulations! Thanks to your exemplary efforts and the work of the warriors in your alliance, you have been crowned Emperor of Cyrodiil.\n\nLong may you reign!"
"219317028-0-55";"For pre-purchasing the game, you have received the Explorer's Package bonus features. \n\n• You can play any standard race in any alliance\n• Your Scuttler non-combat pet is now in your Collection\n• Your Treasure Maps are attached\n\nNote that your treasure maps are bundled in alliance-specific packages for your convenience."
"219317028-0-62";"Congratulations, you have reached Champion 20. Your well-earned Golden Saint costume has been added to your Collection."
"219317028-0-63";"You have achieved Champion 60 — most impressive! In celebration, a special Dark Seducer costume has been added to your Collection."
"219317028-0-64";"You are to be congratulated for arriving at Champion 100. As a commemoration of your achievement, the Manimarco costume has been added to your Collection!"
"219317028-0-65";"My name is Gavin Gavonne. Thank you for this employment opportunity. I hope these provisions will prove useful. P.S. Do not concern yourself with the bloodstains on this missive. I was not seriously injured when I stumbled off of the precipice. My fall was broken by a thick patch of spinethorn nettles."
"219317028-0-66";"I hope these provisioner components reach you in a timely manner. I got turned about in a strange swamp and lost one boot to the mud. The nearest wayshrine was a short walk, but a very long hop."
"219317028-0-67";"I must apologize for the delay. I am traveling with a caravan of entertainers, primarily females. I am not used to girls, or their customs. They roll their eyes a lot, and seem to reply to everything by saying  what? I only recently realized they do that to give you the chance to change what you said."
"219317028-0-68";"I am happy to be back in civilization. I return to the city as I once entered this world--wet, hungry and completely naked. A word of advice. When you play dice with a Khajiit, do not wager your armor. Your components are enclosed."
"219317028-0-69";"I hope these components reach you on time. I was delayed. I swore I would not return to that gambling caravan, but I found myself there once again, and I lost my wages. They told me I was gullible, so I had to go back. How else could I prove them wrong?"
"219317028-0-70";"Once again, my possessions and I came to a parting of the ways. This time I was set upon by bandits. Ah, well. As my grandfather used to say: ""The more you have, the more you want. But the less you have, the wider the selection."" I can only conclude that my future contains unlimited possibilities."
"219317028-0-71";"Good day, my friend! Here is your delivery. My clarity of mind has improved considerably since out last correspondence. I believe this to be the result of daily meditation; a practice that I have recently taken up. I find it vastly preferable to sitting around doing nothing."
"219317028-0-72";"I decided that meditation is not for me, and thought I might take up the study of music. I found an Orc merchant specializing in musical instruments of every type. I asked him for a recommendation. He sold me a blunt instrument and told me to knock myself out. I was a half day's ride from him before I got the joke."
"219317028-0-73";"I hope this delivery finds you well. I purchased a mandolin and I'm teaching myself to play. In fact, today I wrote a song on cats. That may have been a mistake, because verse number three got run over by a wagon. Next time I'll use parchment."
"219317028-0-74";"I got caught in two rainstorms yesterday, and then a hailstorm, which is hard rain that hurts and puts dents in your armor. Bad weather always surprises me. I'm glad I'm not a pessimist, because I don't think I'd be a very good one."
"219317028-0-75";"As I gathered components for this delivery, I got to thinking about moths. Why do you only see them at night? I'm not saying that they're vampire butterflies, but I started carrying extra toothpicks, just to be safe."
"219317028-0-76";"Another fine lot of provisioner components are enclosed. I decided to give up on music shortly after a drunken Nord smashed my mandolin. Looking for a new hobby, now. I thought about taking up juggling, but I don't have the balls. Any suggestions?"
"219317028-0-77";"The thing I hate the most about traveling in Tamriel are the damnable gnats, buzzing in my ears and stinging my flesh. Someone told me that the buzzing is the mating call of male gnats, but only female gnats bite, so now I get more nervous when I don't hear anything at all!"
"219317028-0-78";"Here is your delivery. I am now going to take a hot bath and consider why traveling only seems like an adventure in retrospect."
"219317028-0-79";"Your daily delivery is enclosed.  It occurs to me, in my travels, that the rest of Tamriel is filled with just the sort of people I try to ignore at home. And the worst of it is, in their lands, I'm the tourist."
"219317028-0-80";"Last week I learned some of the Khajiit language from a Baandari trader. I hoped it would be useful, but thus far I have been unable to make them understand their own language. Do they not have schools? Anyway, here is your delivery."
"219317028-0-81";"I am sorry for the late arrival of this delivery. I broke my arm in two places and had to seek a healer. The healer's advice was to stop collecting crafting materials in those two places."
"219317028-0-82";"I asked a wise mage about the meaning of life. He said, ""Insignificant beings go about their affairs, unaware that a god-like being could wipe them out with something as casual as a scratch of its head."" I asked, ""That's the meaning of life?"" ""Sorry,"" he replied. ""I thought you said lice."" ""That's fine,"" I replied. ""I wanted to know about lice, too."""
"219317028-0-83";"In my travels, I seem to be running across ravenous wolves all too often. They rarely attack on sight, but if they want to catch you and eat you they can. I understand that this doesn't happen too often, but--and I am told that this is the important thing to remember--once is almost always enough."
"219317028-0-84";"Another delivery is enclosed. I noticed that my correspondence to you seems to be the only writing I do with any regularity, so I decided to keep a personal journal to record my thoughts. As it happens, I don't have as many thoughts as you'd think. I may take up drawing."
