"Location";"Source"
"3952276-0-30";"Read the ledger to obtain your next contract. We expect results."
"3952276-0-35";"This is what the NPC says to the player when offering a quest."
"3952276-0-41";"I have another use for you.\n\nBandits southeast of here stole weapons bound for Eagle's Watch, and now use my arms on the people of Northmoor. This will not stand! Steal my weapons back!"
"3952276-0-45";"The good lady Virolynn has the weapon you're looking for.  I delivered it to her myself.  You'll need to speak to her Chamberlain to gain an audience with her."
"3952276-0-51";"Crosswych...  Gargast is headed there, I know it.  You must hurry after him.\n\nIt is a small town in Dwynnen.  Speak to Warden Godwin, he looks after the town.  Who ever Gargast reports to...  will be in Crosswych."
"3952276-0-53";"As I wait for word from the High King, speak with King Sebastien - find out all he knows of this Shrouded Throne."
"3952276-0-56";"If you can spare the time, there is a problem you might help with. Angry spirits have been haunting the roads near the city. They threaten trade and commerce, and have been the woes of my flock. Perhaps you could ask around town for information?"
"3952276-0-61";"Unfortunately the courier rat has gnawed through his bindings.  He escaped his cell with the help of some thugs.  They were headed south.  I would appreciate it if you brought him back."
"3952276-0-67";"Camlorn is a mess of rumors and plots, and I am unsure where public opinion lies.\n\nIf you could, ask about the Hands of Northmoor around town. Be sure to find citizens who have heard of us-- I want to know the opinions of those who know who we are."
"3952276-0-73";"You've been a great help here. Now we need to look to fixing the tools that those damnable wolves damaged in the attack. I swear, it was like they were directed. Here, take this order to the blacksmith in Camlorn. He's Paine's brother, and can help."
"3952276-0-78";"My spies tell me there is to be a murder in Camlorn. You must bring this missive to Lord Sebastien. Hurry, I fear it may already be too late."
"3952276-0-79";"So, it's you. I must say, you're reputation precedes you. I'll warn you things are in a bit of a disarray right now, what with the murder and all. Speaking of which, I'll bet Investigator Oron could use your help."
"3952276-0-80";"My crops are failing this year. I don't understand why, Aquil seems to be doing fine, and we're in lock-step when it comes to methods of cultivation...\n\nCould he be sabotaging my crops so he can raise prices? I hate to think of it..."
"3952276-0-105";"Oh, my ruined leg... I can't walk. There's a Lurker! In the swamp. It came at us!\n\nWe should have kept to the road, but a detour would save us a day, and... oh, I hope Isabelle's safe. Aurore, my wife, went looking. Please find them? In the swamp?"
"3952276-0-123";"I have another task for you. This one is urgent. There have been reports of werewolves in the area recently and we need to track down thier location. Find evidence of thier whereabouts and return to me with the information."
"3952276-0-134";"The continuous attacks on the camp have left some of our troops lost in the forest. Go out and rally them back to camp."
"3952276-0-142";"Before we ready our blades against the threat of Coldun, you must know of the attack they are poised to strike in the darkness. The attack on the Veil. One that cannot be simply defended against with a sword.\n\nSpeak to Natasha, she knows more."
"3952276-0-143";"You've had but a small, bitter taste of what lurks in the land of the spirits, but what we ask of you now will determine the future of Alaygon. \n\nSpeak to my sister Kerry. She will tell you of the journey you must take to stop Coldun."
