"Location";"Source"
"191999749-0-1";"Імперський Солдат"
"191999749-0-20";"Гоблін Каменегриз"
"191999749-0-132";"Житель"
"191999749-0-203";"Звільнений Шахтар"
"191999749-0-1705";"Мазрахіль Скарабей"
"191999749-0-2034";"Дуелянт Авангарду"
"191999749-0-2035";"Вбивця Авангарду"
"191999749-0-2291";"Охоронець дому Дрес"
"191999749-0-2441";"Впійманий окультист"
"191999749-0-2732";"Дремора Кинрів"
"191999749-0-2788";"Бетіна Волек"
"191999749-0-2816";"Морозний Маг Шкуродер"
"191999749-0-2817";"Морозний Маг Шкуродер"
"191999749-0-2818";""
"191999749-0-2819";"Вогняний Маг Шкуродер"
"191999749-0-2824";"Головоріз Шкуродер"
"191999749-0-2825";"Головоріз Шкуродер"
"191999749-0-2826";"Цілитель Шкуродер"
"191999749-0-2860";"Морозний Маг Домініону"
"191999749-0-2861";"Вогняний Маг Домініону"
"191999749-0-2862";"Заклинач Домініону"
"191999749-0-2863";"Суддя Домініону"
"191999749-0-2864";"Головоріз Домініону"
"191999749-0-2865";"Морозний Маг Домініону"
"191999749-0-2866";"Вогняний Маг Домініону"
"191999749-0-2867";"Заклинач Домініону"
"191999749-0-2868";"Суддя Домініону"
"191999749-0-2869";"Головоріз Домініону"
"191999749-0-2912";"Скелет"
"191999749-0-3005";"Тренер Нічних клинків"
"191999749-0-3063";"Ероні Омобар"
"191999749-0-3064";"Захисник Срібного Клинка"
"191999749-0-3117";"Сокольник"
"191999749-0-3119";"Лорд"
"191999749-0-3121";"Сквайр"
"191999749-0-3122";"Камердинер"
"191999749-0-3129";"Господар стаєнь"
"191999749-0-3254";"Хлаалу Хаск"
"191999749-0-3262";"Хлаалу Хаск"
"191999749-0-3276";"Маг Вогню Шкуродер"
"191999749-0-3436";"Верховний Король Емерік"
"191999749-0-3507";"Рейнор Ванос"
"191999749-0-3603";"Недраса"
"191999749-0-3722";"Головоріз Домініону"
"191999749-0-3723";"Суддя Домініону"
"191999749-0-3816";"Пекар"
"191999749-0-3845";"Верховний король Емерік"
"191999749-0-3861";"Вогняний Маг Домініону"
"191999749-0-4031";"Пацюрва"
"191999749-0-4224";"Ґерент Танетен"
"191999749-0-4348";"Вогняний Маг Домініону"
"191999749-0-4349";"Морозний Маг Домініону"
"191999749-0-4614";"Розвідник Пакту"
"191999749-0-5073";"Дуелянт авангарду"
"191999749-0-5109";"Товіса"
"191999749-0-5181";"Лихий чоловік"
"191999749-0-5414";"Матраґор"
"191999749-0-5426";"Капітан Серитенія"
"191999749-0-5659";"Клинок ночі Ковенанту"
"191999749-0-5660";"Убивця Ковенанту"
"191999749-0-5661";"Дален"
"191999749-0-5683";"В'язень Товіса"
"191999749-0-5736";"В'язень 1"
"191999749-0-5844";"Мудра Сварі"
"191999749-0-5877";"Житель"
"191999749-0-5878";"житель"
"191999749-0-5879";"Житель"
"191999749-0-5880";"Житель"
"191999749-0-5881";"Житель"
"191999749-0-5882";"Житель"
"191999749-0-5983";"Теленґер Ремісник"
"191999749-0-6634";"Чарівник Домініону"
"191999749-0-6635";"Суддя Домініону"
"191999749-0-6654";"Приборканий Альдмерський Шпигун"
"191999749-0-7192";"Обсидіановий воїн"
"191999749-0-7197";"Обсидіанова войовниця"
"191999749-0-7235";"Лахазга ґро-Рімат"
"191999749-0-7511";"Леді Клариса Лоран"
"191999749-0-7702";"Око Королеви"
"191999749-0-7847";"Еранамо"
"191999749-0-8497";"Сер Хьюз"
"191999749-0-8744";"Гатотар"
"191999749-0-8751";"Друліс "
"191999749-0-8780";"Друліс "
"191999749-0-8813";"Шарнаг ґро-Баркбіт"
"191999749-0-8856";"Богам"
"191999749-0-8871";"Наморот"
"191999749-0-9049";"Самозванець Домініону"
