"Location";"Source"
"99527054-0-4";"Alchemist"
"99527054-0-1859";"Woodworker"
"99527054-0-2278";"Brewer"
"99527054-0-2647";"Merchant"
"99527054-0-2777";"Stablemaster"
"99527054-0-2841";"Merchant"
"99527054-0-2945";"Merchant"
"99527054-0-3537";"Blacksmith"
"99527054-0-3541";"Clothier"
"99527054-0-3543";"Enchanter"
"99527054-0-3929";"Chef"
"99527054-0-4061";"Banker"
"99527054-0-4062";"Armsman"
"99527054-0-4063";"Merchant"
"99527054-0-4064";"Mystic"
"99527054-0-4065";"Armorer"
"99527054-0-4066";"Armorer"
"99527054-0-4096";"Mystic"
"99527054-0-4913";"Innkeeper"
"99527054-0-5224";"Merchant"
"99527054-0-5254";"Brewer"
"99527054-0-5634";"Merchant"
"99527054-0-6842";"Innkeeper"
"99527054-0-7806";"Innkeeper"
"99527054-0-9226";"Banker"
"99527054-0-9227";"Weaponsmith"
"99527054-0-9228";"Boatswain"
"99527054-0-9234";"Blacksmith"
"99527054-0-9235";"Blacksmith"
"99527054-0-9236";"Woodworker"
"99527054-0-9237";"Enchanter"
"99527054-0-9973";"Innkeeper"
"99527054-0-9974";"Tailor"
"99527054-0-9975";"Merchant"
"99527054-0-9976";"Leatherworker"
"99527054-0-10044";"Innkeeper"
"99527054-0-10045";"Leatherworker"
"99527054-0-10046";"Woodworker"
"99527054-0-10048";"Weaponsmith"
"99527054-0-10053";"Armsman"
"99527054-0-11161";"Woodworker"
"99527054-0-11162";"Tailor"
"99527054-0-11761";"Hall Steward"
"99527054-0-12131";"Chef"
"99527054-0-12134";"Weaponsmith"
"99527054-0-12141";"Armorer"
"99527054-0-12178";"Weaponsmith"
"99527054-0-12980";"Grocer"
"99527054-0-13124";"Innkeeper"
"99527054-0-13191";"Magister"
"99527054-0-13324";"Merchant"
"99527054-0-13420";"Grocer"
"99527054-0-13476";"Leatherworker"
"99527054-0-13491";"Clothier"
"99527054-0-13831";"Stablemaster"
"99527054-0-13880";"Clothier"
"99527054-0-13884";"Alchemist"
"99527054-0-13885";"Enchanter"
"99527054-0-13932";"Merchant"
"99527054-0-13945";"Siege Merchant"
"99527054-0-13954";"Banker"
"99527054-0-13987";"Clothier"
"99527054-0-14111";"Innkeeper"
"99527054-0-14215";"Mystic"
"99527054-0-14216";"Leatherworker"
"99527054-0-14238";"Tailor"
"99527054-0-14239";"Hall Steward"
"99527054-0-14246";"Woodworker"
"99527054-0-14247";"Weaponsmith"
"99527054-0-14248";"Armorer"
"99527054-0-14249";"Merchant"
"99527054-0-14260";"Blacksmith"
"99527054-0-14269";"Siege Merchant"
"99527054-0-14270";"Siege Merchant"
"99527054-0-14348";"Mystic"
"99527054-0-14394";"Merchant"
"99527054-0-14399";"Merchant"
"99527054-0-14403";"Merchant"
"99527054-0-14405";"Stablemaster"
"99527054-0-14657";"Armsman"
"99527054-0-14744";"Magister"
"99527054-0-14747";"Magus"
"99527054-0-14935";"Woodworker"
"99527054-0-15031";"Armorer"
"99527054-0-15163";"Armorer"
"99527054-0-15164";"Weaponsmith"
"99527054-0-15165";"Leatherworker"
"99527054-0-15166";"Tailor"
"99527054-0-15167";"Woodworker"
"99527054-0-15168";"Mystic"
"99527054-0-15331";"Clothier"
"99527054-0-15655";"Armsman"
"99527054-0-15656";"Armsman"
"99527054-0-15711";"Enchanter"
"99527054-0-16061";"Leatherworker"
"99527054-0-16062";"Tailor"
"99527054-0-16063";"Alchemist"
"99527054-0-16123";"Pack Merchant"
"99527054-0-16124";"Tailor"
"99527054-0-16125";"Woodworker"
"99527054-0-16133";"Leatherworker"
"99527054-0-16134";"Merchant"
"99527054-0-16135";"Mystic"
"99527054-0-16136";"Clothier"
"99527054-0-16139";"Weaponsmith"
"99527054-0-16180";"Hall Steward"
"99527054-0-16194";"Hall Steward"
"99527054-0-16226";"Innkeeper"
"99527054-0-16590";"Hall Steward"
"99527054-0-16982";"Merchant"
"99527054-0-16993";"Pack Merchant"
"99527054-0-16994";"Banker"
"99527054-0-17003";"Merchant"
"99527054-0-17004";"Merchant"
"99527054-0-17006";"Merchant"
"99527054-0-17078";"Merchant"
"99527054-0-17101";"Merchant"
"99527054-0-17145";"Banker"
"99527054-0-17184";"Merchant"
"99527054-0-17238";"Merchant"
"99527054-0-17262";"Hall Steward"
"99527054-0-17263";"Armsman"
"99527054-0-17269";"Magister"
"99527054-0-17270";"Magus"
"99527054-0-17331";"Merchant"
"99527054-0-17347";"Merchant"
"99527054-0-17403";"Weaponsmith"
"99527054-0-17511";"Brewer"
"99527054-0-17697";"Woodworker"
"99527054-0-17794";"Merchant"
"99527054-0-18152";"Weaponsmith"
