"Location";"Source"
"143424133-0-1";"Святий Пелін"
"143424133-0-2";"Скарбниця"
"143424133-0-3";"Верховний магістр Делмен Глаалу"
"143424133-0-4";"Герцог воронів"
"143424133-0-5";"Псиджицький магістр знань Келар"
"143424133-0-7";"Ансей Франдар Гундинґ"
"143424133-0-8";"Червоний Орел, король Межі"
"143424133-0-9";"Король-чародій Орґнум"
"143424133-0-10";"Раджин, воркітливий брехун"
"143424133-0-11";"Верховна магістерка Філія"
"143424133-0-12";"Верховна магістерка Лінья"
"143424133-0-13";"Верховна магістерка Мурзаґа"
"143424133-0-14";"Верховний магістр Норгім"
"143424133-0-15";"Автор"
"143424133-0-16";"Ансей Франдар Гундинґ"
"143424133-0-17";"Герцог воронів"
"143424133-0-18";"Верховний магістр Делмен Глаалу"
"143424133-0-19";"Псиджицький магістр знань Келар"
"143424133-0-20";"Раджин, воркітливий брехун"
"143424133-0-21";"Червоний Орел, король Межі"
"143424133-0-22";"Святий Пелін"
"143424133-0-23";"Король-чародій Орґнум"
"143424133-0-24";"Король друїдів"
"143424133-0-25";"Друїд Брей"
"143424133-0-26";"Король друїдів"
"143424133-0-27";"Альмалексія"
"143424133-0-28";"Зброєносець Болм, Верховод"
"143424133-0-29";"Альмалексія"
"143424133-0-30";"Гермеус Мора"
"143424133-0-31";"Метранд Вирікс"
"143424133-0-32";"Гермеус Мора"
"143424133-0-33";"Свята Алессія"
"143424133-0-34";"Магістерка Каледонія"
"143424133-0-35";"Свята Алессія"
