"Location";"Source"
"102906708-0-1";"<<1>> cost reduction"
"102906708-0-2";"<<1>> Max Health"
"102906708-0-3";"<<1>> Max Magicka"
"102906708-0-4";"<<1>> Weapon and Spell Damage"
"102906708-0-5";"<<1>> Max Stamina"
"102906708-0-6";"<<1>> Max Stamina"
"102906708-0-8";"<<1>> Weapon and Spell Damage"
"102906708-0-9";"<<1>> Weapon and Spell Damage"
"102906708-0-10";"<<1>> Offensive Penetration"
"102906708-0-11";"<<1>> Critical Chance"
"102906708-0-12";"<<1>> Critical Damage and Critical Healing done"
"102906708-0-13";"<<1>> Critical Resistance"
"102906708-0-14";"<<1>> damage reduction"
"102906708-0-15";"<<1>> damage reduction"
"102906708-0-16";"<<1>> damage reduction"
"102906708-0-17";"<<1>> increased chance"
"102906708-0-18";"<<1>> increased chance"
"102906708-0-20";"<<1>> Healing Taken"
"102906708-0-23";"<<1>> damage done"
"102906708-0-24";"<<1>> Healing Done"
"102906708-0-25";"<<1>> damage done"
"102906708-0-26";"<<1>> Healing Done"
"102906708-0-27";"<<1>> damage done"
"102906708-0-28";"<<1>> Healing Done"
"102906708-0-31";"<<1>> Critical Damage done"
"102906708-0-32";"<<1>> Oblivion Damage"
"102906708-0-34";"<<1>> Armor"
"102906708-0-35";"<<1>> Health, Magicka, and Stamina Recovery"
"102906708-0-37";"<<1>> cost reduction"
"102906708-0-38";"<<1>> cost reduction"
"102906708-0-39";"<<1>> Block cost reduction"
"102906708-0-40";"<<1>> cost reduction"
"102906708-0-42";"<<1>> Movement Speed"
"102906708-0-43";"<<1>> Block mitigation"
"102906708-0-44";"<<1>> Movement Speed"
"102906708-0-45";"<<1>>"
"102906708-0-46";"<<1>> effectiveness and damage done"
"102906708-0-47";"<<1>> Magicka"
"102906708-0-48";"<<1>> Stamina"
"102906708-0-50";"<<1>> increased damage"
"102906708-0-53";"<<1>> reduced duration"
"102906708-0-54";"<<1>> Health and Magicka Recovery"
"102906708-0-55";"<<1>> increased duration"
"102906708-0-57";"<<1>> cost reduction"
"102906708-0-58";"<<1>> more resources"
"102906708-0-59";"<<1>> damage reduction"
"102906708-0-60";"<<1>> Block mitigation"
"102906708-0-61";"<<1>> cost reduction"
"102906708-0-62";"<<1>> cost reduction"
"102906708-0-63";"<<1>> cost reduction"
"102906708-0-64";"<<1>> cost reduction"
"102906708-0-65";"<<1>> cost reduction"
"102906708-0-66";"<<1>> Movement Speed"
"102906708-0-67";"<<1>> reduced penalty"
"102906708-0-68";"<<1>>"
"102906708-0-69";"<<1>> reduced damage"
"102906708-0-70";"<<1>> cost reduction"
"102906708-0-71";"<<1>> increased gold find"
"102906708-0-72";"<<1>> increase"
"102906708-0-74";"<<1>> increased gold"
"102906708-0-75";"<<1>> chance"
"102906708-0-78";"<<1>> time reduction"
"102906708-0-81";"<<1>> chance"
"102906708-0-85";"<<1>>"
"102906708-0-92";"<<1>> Mount Speed"
"102906708-0-99";"<<1>> Max Magicka"
"102906708-0-108";"<<1>> Healing Done"
"102906708-0-113";"<<1>> Max Health"
"102906708-0-128";"<<1>> cost reduction"
"102906708-0-133";"<<1>> damage reduction"
"102906708-0-134";"<<1>> damage reduction"
"102906708-0-136";"<<1>> damage reduction"
"102906708-0-259";"<<1>> damage done"
"102906708-0-260";"<<1>> Health"
"102906708-0-262";"<<1>> damage absorption"
"102906708-0-264";"<<1>> damage done"
"102906708-0-265";"<<1>> damage reduction"
"102906708-0-266";"<<1>> damage reduction"
"102906708-0-267";"<<1>> Block mitigation"
"102906708-0-268";"<<1>> Health"
"102906708-0-270";"<<1>> Movement Speed"
"102906708-0-271";"<<1>> Health and Magicka Recovery"
"102906708-0-272";"<<1>> seconds On Kill"
"102906708-0-273";"<<1>> Health, Magicka, and Stamina Recovery"
"102906708-0-277";"<<1>> damage done"
