"Location";"Source"
"221887989-0-5";"Monster Hunter"
"221887989-0-6";"Covenant Hero"
"221887989-0-9";"Volunteer"
"221887989-0-10";"Recruit"
"221887989-0-11";"Tyro"
"221887989-0-12";"Legionary"
"221887989-0-13";"Veteran"
"221887989-0-14";"Corporal"
"221887989-0-15";"Sergeant"
"221887989-0-16";"Lieutenant"
"221887989-0-17";"Captain"
"221887989-0-18";"Major"
"221887989-0-19";"Centurion"
"221887989-0-20";"Colonel"
"221887989-0-21";"Tribune"
"221887989-0-22";"Brigadier"
"221887989-0-23";"Prefect"
"221887989-0-24";"Praetorian"
"221887989-0-25";"Palatine"
"221887989-0-26";"August Palatine"
"221887989-0-27";"Legate"
"221887989-0-28";"General"
"221887989-0-29";"Warlord"
"221887989-0-30";"Grand Warlord"
"221887989-0-31";"Overlord"
"221887989-0-36";"Pact Hero"
"221887989-0-37";"Dominion Hero"
"221887989-0-38";"Explorer"
"221887989-0-39";"Tamriel Hero"
"221887989-0-41";"Emperor"
"221887989-0-42";"Former Emperor"
"221887989-0-43";"Grand Overlord"
"221887989-0-44";"First Sergeant"
"221887989-0-45";"Master Wizard"
"221887989-0-46";"Fighters Guild Victor"
"221887989-0-47";"Daedric Lord Slayer"
"221887989-0-48";"Savior of Nirn"
"221887989-0-49";"Enemy of Coldharbour"
"221887989-0-50";"Master Angler"
"221887989-0-51";"Dragonstar Arena Champion"
"221887989-0-52";"Boethiah's Scythe"
"221887989-0-53";"Deadlands Adept"
"221887989-0-54";"Maelstrom Arena Champion"
"221887989-0-55";"Stormproof"
"221887989-0-56";"The Flawless Conqueror"
"221887989-0-57";"Kingmaker"
"221887989-0-58";"Hero of Wrothgar"
"221887989-0-59";"Executioner"
"221887989-0-60";"Dro-m'Athra Destroyer"
"221887989-0-61";"Master Thief"
"221887989-0-62";"Silencer"
"221887989-0-63";"Ophidian Overlord"
"221887989-0-64";"Bane of the Gold Coast"
"221887989-0-65";"Shehai Shatterer"
"221887989-0-66";"Mageslayer"
"221887989-0-67";"Hist-Shadow"
"221887989-0-68";"Sun's Dusk Reaper"
"221887989-0-69";"Magnanimous"
"221887989-0-70";"Duelist"
"221887989-0-71";"Lord of Misrule"
"221887989-0-72";"Royal Jester"
"221887989-0-73";"Clan Father"
"221887989-0-74";"Lord"
"221887989-0-75";"Councilor"
"221887989-0-76";"Count"
"221887989-0-77";"Champion of Vivec"
"221887989-0-78";"Savior of Morrowind"
"221887989-0-79";"Librarian"
"221887989-0-80";"Clanfriend"
"221887989-0-81";"Star-Made Knight"
"221887989-0-82";"Bloodletter"
"221887989-0-83";"Relic Hunter"
"221887989-0-84";"Relic Guardian"
"221887989-0-85";"Standard-Bearer"
"221887989-0-86";"Standard-Guardian"
"221887989-0-87";"Conquering Hero"
"221887989-0-88";"Grand Champion"
"221887989-0-89";"Battleground Butcher"
"221887989-0-90";"Tactician"
"221887989-0-91";"Paragon"
"221887989-0-92";"Relic Runner"
"221887989-0-93";"The Merciless"
"221887989-0-94";"Clockwork Confounder"
"221887989-0-95";"Divayth Fyr's Coadjutor"
"221887989-0-96";"The Dynamo"
"221887989-0-97";"Disassembly General"
"221887989-0-98";"Tick-Tock Tormentor"
"221887989-0-99";"Bane of Beastmen"
"221887989-0-100";"Jarl Maker"
"221887989-0-101";"Forge Breaker"
"221887989-0-102";"Thane of Falkreath"
"221887989-0-103";"Chaos Champion"
"221887989-0-104";"Chaos Guardian"
"221887989-0-105";"Chaos Keeper"
"221887989-0-106";"Undaunted"
"221887989-0-107";"Hero of Clockwork City"
"221887989-0-108";"Immortal Redeemer"
"221887989-0-109";"Orderly"
"221887989-0-110";"Assistant Alienist"
"221887989-0-111";"Voice of Reason"
"221887989-0-112";"Saintly Savior"
"221887989-0-113";"Blackmarrow's Bane"
"221887989-0-114";"Peak Scaler"
"221887989-0-115";"Plague of Peryite"
"221887989-0-116";"Dovahkriid"
"221887989-0-121";"Grand Master Crafter"
"221887989-0-122";"Style Master"
"221887989-0-123";"Savior of Summerset"
"221887989-0-124";"Emissary"
"221887989-0-125";"Mystic"
"221887989-0-126";"Finder of Lost Relics"
"221887989-0-127";"Cloudrest Hero"
"221887989-0-128";"Shadow Breaker"
"221887989-0-129";"Welkynar Liberator"
"221887989-0-130";"Gryphon Heart"
"221887989-0-131";"Bringer of Light"
"221887989-0-132";"Abyssal Champion"
"221887989-0-133";"Silver Knight"
"221887989-0-134";"Alpha Predator"
"221887989-0-135";"Huntmaster"
"221887989-0-136";"Hircine's Champion"
"221887989-0-137";"Murkmire Prepper"
"221887989-0-138";"Hero of Murkmire"
"221887989-0-139";"Blackrose Condemner"
"221887989-0-140";"Blackrose Executioner"
"221887989-0-141";"The Unchained"
"221887989-0-142";"Frozen Treasure Seeker"
"221887989-0-143";"Purified Devastator"
"221887989-0-144";"Empieror"
"221887989-0-145";"Tin Soldier"
"221887989-0-146";"Elsweyr Strategist"
"221887989-0-147";"Sunspire Ascendant"
"221887989-0-148";"Sunspire Saint"
"221887989-0-149";"Extinguisher of Flames"
"221887989-0-150";"Godslayer"
"221887989-0-151";"Hand of Alkosh"
"221887989-0-152";"Dominion Skyshard Hunter"
"221887989-0-153";"Covenant Skyshard Hunter"
"221887989-0-154";"Pact Skyshard Hunter"
"221887989-0-155";"Craglorn Skyshard Hunter"
"221887989-0-156";"Cyrodiil Skyshard Hunter"
"221887989-0-157";"Savior of Elsweyr"
"221887989-0-158";"Champion of Anequina"
"221887989-0-160";"Witch"
"221887989-0-162";"Chevalier"
