"Location";"Source"
"61533042-0-1";"iron^a"
"61533042-0-2";"maple^a"
"61533042-0-3";"iron^a"
"61533042-0-4";"halfhide^a"
"61533042-0-5";"homespun^a"
"61533042-0-6";"pewter^a"
"61533042-0-7";"iron^a"
"61533042-0-8";"iron^a"
"61533042-0-9";"steel^a"
"61533042-0-10";"steel^a"
"61533042-0-11";"orichalc-steel^a"
"61533042-0-12";"orichalc-steel^a"
"61533042-0-13";"dwarven-steel^a"
"61533042-0-14";"dwarven-steel^a"
"61533042-0-15";"ebon^a"
"61533042-0-16";"maple^a"
"61533042-0-17";"maple^a"
"61533042-0-18";"oak^a"
"61533042-0-19";"oak^a"
"61533042-0-20";"beech^a"
"61533042-0-21";"beech^a"
"61533042-0-22";"hickory^a"
"61533042-0-23";"hickory^a"
"61533042-0-24";"yew^a"
"61533042-0-25";"iron^a"
"61533042-0-26";"iron^a"
"61533042-0-27";"steel^a"
"61533042-0-28";"steel^a"
"61533042-0-29";"orichalc-steel^a"
"61533042-0-30";"orichalc-steel^a"
"61533042-0-31";"dwarven-steel^a"
"61533042-0-32";"dwarven-steel^a"
"61533042-0-33";"ebon^a"
"61533042-0-34";"halfhide^a"
"61533042-0-35";"halfhide^a"
"61533042-0-36";"hide^a"
"61533042-0-37";"hide^a"
"61533042-0-38";"leather^a"
"61533042-0-39";"leather^a"
"61533042-0-40";"full-leather^a"
"61533042-0-41";"full-leather^a"
"61533042-0-42";"fell^a"
"61533042-0-43";"homespun^a"
"61533042-0-44";"homespun^a"
"61533042-0-45";"linen^a"
"61533042-0-46";"linen^a"
"61533042-0-47";"cotton^a"
"61533042-0-48";"cotton^a"
"61533042-0-49";"spidersilk^a"
"61533042-0-50";"spidersilk^a"
"61533042-0-51";"ebonthread^a"
"61533042-0-52";"pewter^a"
"61533042-0-53";"pewter^a"
"61533042-0-54";"pewter^a"
"61533042-0-55";"pewter^a"
"61533042-0-56";"copper^a"
"61533042-0-57";"copper^a"
"61533042-0-58";"copper^a"
"61533042-0-59";"copper^a"
"61533042-0-60";"copper^a"
"61533042-0-71";"sip of^a"
"61533042-0-72";"tincture of^a"
"61533042-0-73";"serum of^a"
"61533042-0-74";"dram of^a"
"61533042-0-75";"effusion of^a"
"61533042-0-76";"potion of^a"
"61533042-0-77";"draught of^a"
"61533042-0-78";"solution of^a"
"61533042-0-79";"philter of^a"
"61533042-0-80";"elixir of^a"
"61533042-0-87";"unidentified^a"
"61533042-0-88";"little-known^a"
"61533042-0-89";"obscure^a"
"61533042-0-90";"unfamiliar^a"
"61533042-0-91";"curious^a"
"61533042-0-92";"unrecognized^a"
"61533042-0-93";"nameless^a"
"61533042-0-94";"unsung^a"
"61533042-0-95";"enigmatic^a"
"61533042-0-96";"unknown^a"
"61533042-0-97";"exotic^a"
"61533042-0-98";"undiscovered^a"
"61533042-0-99";"strange^a"
"61533042-0-100";"unexplained^a"
"61533042-0-101";"secret^a"
"61533042-0-102";"trifling^a"
"61533042-0-103";"inferior^a"
"61533042-0-104";"petty^a"
"61533042-0-105";"slight^a"
"61533042-0-106";"minor^a"
"61533042-0-107";"lesser^a"
"61533042-0-108";"moderate^a"
"61533042-0-109";"average^a"
"61533042-0-110";"strong^a"
"61533042-0-111";"major^a"
"61533042-0-112";"greater^a"
"61533042-0-113";"grand^a"
"61533042-0-114";"splendid^a"
"61533042-0-115";"monumental^a"
"61533042-0-116";"calcinium^a"
"61533042-0-117";"galatite^a"
"61533042-0-118";"quicksilver^a"
"61533042-0-119";"voidsteel^a"
"61533042-0-121";"calcinium^a"
"61533042-0-122";"galatite^a"
"61533042-0-123";"quicksilver^a"
"61533042-0-124";"voidsteel^a"
"61533042-0-125";"kresh^a"
"61533042-0-126";"ironthread^a"
"61533042-0-127";"silverweave^a"
"61533042-0-128";"shadowspun^a"
"61533042-0-129";"brigandine^a"
"61533042-0-130";"ironhide^a"
"61533042-0-131";"superb^a"
"61533042-0-132";"shadowhide^a"
"61533042-0-133";"birch^a"
"61533042-0-134";"ash^a"
"61533042-0-135";"mahogany^a"
"61533042-0-136";"nightwood^a"
"61533042-0-137";"silver^a"
"61533042-0-138";"silver^a"
"61533042-0-139";"electrum^a"
"61533042-0-140";"electrum^a"
"61533042-0-141";"elixir of^a"
"61533042-0-142";"panacea of^a"
"61533042-0-143";"panacea of^a"
"61533042-0-144";"panacea of^a"
"61533042-0-145";"unfathomable^a"
"61533042-0-146";"iron^a"
"61533042-0-147";"maple^a"
"61533042-0-148";"rawhide^a"
"61533042-0-149";"homespun^a"
"61533042-0-152";"steel^a"
"61533042-0-153";"oak^a"
"61533042-0-154";"hide^a"
"61533042-0-155";"linen^a"
"61533042-0-156";"orichalc^a"
"61533042-0-157";"beech^a"
"61533042-0-158";"leather^a"
"61533042-0-159";"cotton^a"
"61533042-0-160";"dwarven^a"
"61533042-0-161";"hickory^a"
"61533042-0-162";"full-leather^a"
"61533042-0-163";"spidersilk^a"
"61533042-0-164";"ebon^a"
"61533042-0-165";"yew^a"
"61533042-0-166";"fell^a"
"61533042-0-167";"ebonthread^a"
"61533042-0-168";"calcinium^a"
"61533042-0-169";"kresh^a"
"61533042-0-170";"brigandine^a"
"61533042-0-171";"birch^a"
"61533042-0-172";"galatite^a"
"61533042-0-173";"ironthread^a"
"61533042-0-174";"ironhide^a"
"61533042-0-175";"ash^a"
"61533042-0-176";"quicksilver^a"
"61533042-0-177";"silverweave^a"
"61533042-0-178";"superb^a"
"61533042-0-179";"mahogany^a"
"61533042-0-180";"voidsteel^a"
"61533042-0-181";"shadowspun^a"
"61533042-0-182";"shadowhide^a"
"61533042-0-183";"nightwood^a"
"61533042-0-184";"voidsteel^a"
"61533042-0-185";"shadowhide^a"
"61533042-0-186";"nightwood^a"
"61533042-0-187";"shadowspun^a"
"61533042-0-188";"Rubedite^a"
"61533042-0-190";"Rubedo Leather^a"
"61533042-0-192";"Ruby Ash^a"
"61533042-0-194";"Ancestor Silk^a"
"61533042-0-196";"masterful^a"
"61533042-0-197";"indescribable^a"
"61533042-0-198";"distillate of^a"
"61533042-0-199";"Essence of^a"
"61533042-0-207";"Superb^a"
"61533042-0-225";"Truly Superb^a"
"61533042-0-231";"I^z1"
"61533042-0-232";"II^z1"
"61533042-0-233";"III^z1"
"61533042-0-234";"IV^z1"
"61533042-0-235";"V^z1"
"61533042-0-236";"VI^z1"
"61533042-0-237";"VII^z1"
"61533042-0-238";"VIII^z1"
"61533042-0-239";"IX^z1"
"61533042-0-240";"X^z1"
"61533042-0-241";"XI^z1"
"61533042-0-242";"XII^z1"
"61533042-0-243";"XIII^z1"
"61533042-0-244";"XIV^z1"
"61533042-0-245";"XV^z1"
"61533042-0-246";"XVI^z1"
"61533042-0-254";"No Material"
"61533042-0-255";"platinum^a"
"61533042-0-256";"Ilambris"
"61533042-0-257";"Shadowrend"
"61533042-0-258";"Molag Kena"
"61533042-0-259";"Grothdar"
"61533042-0-261";"Troll King"
"61533042-0-262";"Iceheart"
"61533042-0-263";"iron^a"
"61533042-0-264";"iron^a"
"61533042-0-265";"iron^a"
"61533042-0-266";"Sellistrix"
"61533042-0-267";"Swarm Mother"
"61533042-0-268";"Bloodspawn"
"61533042-0-269";"Engine Guardian"
"61533042-0-270";"Dragon Bone"
"61533042-0-271";"Sai Sahan"
"61533042-0-272";"ATharn"
"61533042-0-273";"Lyris"
"61533042-0-274";"Valkyn Skoria"
"61533042-0-275";"dwarven^a"
