"Location";"Source"
"6484980-0-16426";"Meet Beragon outside"
"6484980-0-16427";"Meet Elfbetta"
"6484980-0-16441";"Return to Pim"
"6484980-0-16659";"Meet Elfbetta in her Southern Camp"
"6484980-0-16856";"Find Star-Gazer Sariyaah"
"6484980-0-16857";"Find Star-Gazer Sariyaah"
"6484980-0-16858";"Find Star-Gazer Sariyaah"
"6484980-0-16859";"Return to Star-Gazer Sariyaah"
"6484980-0-16926";"Go to Count Calantius's Office in Skingrad"
"6484980-0-16972";"Meet Beragon outside"
"6484980-0-16978";"Meet Leramil Outside the Inn"
