"Location";"Source"
"7949764-0-122";"This appears in the quest tracker to describe wha"
"7949764-0-123";"The text that appears in the tracker to inform th"
"7949764-0-164";"Retrieve Jes' Weapon Crates"
"7949764-0-210";"Talk to Sebastien"
"7949764-0-211";"Talk to Oron"
"7949764-0-239";"Find out about the spirits."
"7949764-0-240";"Find out about Claude."
"7949764-0-241";"Find out about Irama."
"7949764-0-242";"Take Claude's side."
"7949764-0-243";"Take Irama's side."
"7949764-0-284";"Find out about the spirits."
"7949764-0-346";"Talk to the blacksmith in Camlorn"
"7949764-0-394";"Show missive to guard"
"7949764-0-399";"Speak with Aquil Gervine"
"7949764-0-400";"Investigate Biren Farm"
"7949764-0-401";"Find evidence of Magis Order tampering"
"7949764-0-453";"Talk to Warden Godwin"
"7949764-0-502";"Talk to King Sebastien"
"7949764-0-532";"Talk to Oron"
"7949764-0-533";"Talk to Oron"
"7949764-0-581";"Find Person Favoring Hands"
"7949764-0-582";"Find Person Neutral on Hands"
"7949764-0-583";"Find Person Favoring Order"
"7949764-0-646";"Werewolf Clue #1"
"7949764-0-647";"Werewolf Clue #2"
"7949764-0-648";"Werewolf Clue #3"
"7949764-0-649";"Werewolf Clue #4"
"7949764-0-716";"Find the Courier"
"7949764-0-725";"Talk to Roche (L13)"
"7949764-0-764";"Search the body"
"7949764-0-785";"Rally Battlemage"
"7949764-0-786";"Rally Militia"
"7949764-0-787";"Rally Warden"
"7949764-0-876";"Hunt and slay Gargast"
"7949764-0-916";"Reach the Bridge north of Aldcroft"
"7949764-0-1023";"Collect Both Artifacts"
"7949764-0-1029";"Light Holy Incense Burner"
"7949764-0-1030";"Failed"
"7949764-0-1060";"Use Crystalwan on First Dark Acolyte"
"7949764-0-1061";"Bring Dark Acolyte to Altar"
"7949764-0-1062";"Bring Dark Acolyte to Altar"
"7949764-0-1063";"Use Crystalwan on second Dark Acolyte"
"7949764-0-1064";"Bring Dark Acolyte to Altar"
"7949764-0-1065";"Use Crystalwan on third Dark Acolyte"
"7949764-0-1066";"Bring Dark Acolyte to Altar"
"7949764-0-1067";"Use Crystalwan on fourth Dark Acolyte"
"7949764-0-1103";"Locate missing Third Squad soldier (1)"
"7949764-0-1106";"Locate missing Third Squad soldier (2)"
"7949764-0-1107";"Locate missing Third Squad soldier (3)"
"7949764-0-1108";"Locate missing Third Squad soldier (4)"
"7949764-0-1113";"Slay Risen Constructs"
"7949764-0-1123";"Use Cleansing Mixture - Slay Vile Dweller"
"7949764-0-1164";"Silvermist Undead slain"
"7949764-0-1180";"Bind the Vampire's Sarcophogus"
"7949764-0-1181";"Slay the Vampire"
"7949764-0-1182";"Speak with the Ashen Order Cleric"
"7949764-0-1288";"Find the Meaning of the Veil"
"7949764-0-1289";"Destroy the Spirits of the Damned"
"7949764-0-1291";"Speak with Kerry Bladespire"
"7949764-0-1618";"Undead Knights Slain"
"7949764-0-1670";"Find Vestrial's Research Page 3"
"7949764-0-1671";"Find Vestrial's Research Page 5"
"7949764-0-1672";"Find Vestrial's Research Page 7"
"7949764-0-1673";"Find Vestrial's Research Page 8"
"7949764-0-1674";"Cleanse the Dungeon"
"7949764-0-1734";"Talk to Glaewon"
"7949764-0-1738";"Find the missing midget"
"7949764-0-1739";"Go to Immaculate Tabernacle"
"7949764-0-1740";"Talk to Naemon"
"7949764-0-1773";"Speak with the Mage"
"7949764-0-1774";"Find the magical tome"
"7949764-0-1775";"Give the tome to the Mage"
"7949764-0-1776";"Give the tome to Discheveled NPC"
"7949764-0-1823";"Slay the dungeon bosses"
"7949764-0-1824";"Find Soldier"
"7949764-0-1826";"Find Soldier"
"7949764-0-1827";"Find Soldier"
"7949764-0-1828";"Find Soldier"
"7949764-0-1830";"Collect Nightmare Dust"
"7949764-0-1841";"Assassinate Baron Blackmoore"
"7949764-0-1842";"Find evidence of the Baron's dark magic"
"7949764-0-2059";"Visit the Infirmary"
"7949764-0-2493";"Examine <<1>>"
"7949764-0-2819";"Find Evidence of the Fate of Fort Arand"
"7949764-0-2838";"Blow the Great Hall Siege Horn"
"7949764-0-2839";"Talk to Sir Edmund"
"7949764-0-2842";"Blow Garrison Siege Horn"
"7949764-0-3392";"Search the Hidden Library"
"7949764-0-3467";"Destroy Daedric Artifact"
"7949764-0-3468";"Explore the Dwemer Ruins"
"7949764-0-3483";"Find Duke Sebastien"
"7949764-0-3484";"Take Duke Sebastien Home"
"7949764-0-3485";"Ask Duke Sebastien to Follow"
"7949764-0-3496";"Find <<1>>"
"7949764-0-3735";"Investigate the Cause of the Magmer Gathering"
"7949764-0-3739";"Roll Up your Sleeves and Join In"
"7949764-0-3750";"Collect Mountain Tail"
"7949764-0-3778";"Bring the Prisoner to Safety"
"7949764-0-3779";"Investigate the Ashlander Camp"
"7949764-0-3781";"Seek out the Cries of Help"
"7949764-0-3830";"Kill the Red Rook Spy before he can report."
"7949764-0-3906";"Release the Wolf"
"7949764-0-4035";"Open the <<1>>"
"7949764-0-4215";"Deface the Necromantic Altars"
"7949764-0-4216";"Talk to Normar"
"7949764-0-4239";"Talk to <<1>>"
"7949764-0-4240";"Collect the Spellbook"
"7949764-0-4392";"Collect Ogre Teeth"
"7949764-0-4395";"Lure out Ripplestrike and Collect his heart"
