"Location";"Source"
"206046340-0-207";"Immobilized. You cannot move while immobilized. Use Roll Dodge to remove immobilization."
"206046340-0-621";"Immobilized. You cannot move while immobilized."
"206046340-0-5655";"Immobilized. You cannot move while immobilized."
"206046340-0-5656";"Immobilized. You cannot move while immobilized."
"206046340-0-5657";"Immobilized. You cannot move while immobilized."
"206046340-0-5679";"You have been inspired with additonal power."
"206046340-0-7299";"Immobilized. You cannot move while immobilized. Use Roll Dodge to remove immobilization."
"206046340-0-8373";"Immobilized. You cannot move while immobilized. Use Roll Dodge to remove immobilization."
"206046340-0-8668";"Immobilized. You cannot move while immobilized. Use Roll Dodge to remove immobilization."
"206046340-0-8749";"The armor you wear has allowed you to step back into the past."
"206046340-0-9622";"+<<1>> Health"
"206046340-0-10896";"Immobilized. You cannot move while immobilized. Use Roll Dodge to remove immobilization."
"206046340-0-11341";"Increases experience, alliance points, and gold by 7%. Increase Weapon Critical and Spell Critical by 1% while in player vs. player locations."
"206046340-0-11343";"Increases experience, alliance points, and gold by 8%. Increase Weapon Critical and Spell Critical by 2% while in player vs. player locations."
"206046340-0-11345";"Increases experience, alliance points, and gold by 9%. Increase Weapon Critical and Spell Critical by 3% while in player vs. player locations."
"206046340-0-11346";"Increases experience, alliance points, and gold by 5% while in player vs. player locations."
"206046340-0-11347";"Increases experience, alliance points, and gold by 10%. Increase Weapon Critical and Spell Critical by 4% while in player vs. player locations."
"206046340-0-11348";"Increases experience, alliance points, and gold by 11%. Increase Weapon Critical and Spell Critical by 5% while in player vs. player locations."
"206046340-0-11350";"Increases experience, alliance points, and gold by 12%. Increase Weapon Critical and Spell Critical by 6% while in player vs. player locations."
"206046340-0-11352";"Increases experience, alliance points, and gold by 13%. Increase Weapon Critical and Spell Critical by 7% while in player vs. player locations."
"206046340-0-11353";"Increases experience, alliance points, and gold by 14%. Increase Weapon Critical and Spell Critical by 8% while in player vs. player locations."
"206046340-0-11356";"Increases experience, alliance points, and gold by 15%. Increase Weapon Critical and Spell Critical by 9% while in player vs. player locations."
"206046340-0-13550";"Take <<1>>. You are also snared by 50% for <<2>>"
"206046340-0-13940";"Increases your Weapon Damage by <<1>>."
"206046340-0-13943";"Increases your Maximum Magicka by <<1>>."
"206046340-0-13974";"Increases your Stamina Recovery by <<1>>."
"206046340-0-13975";"Increases your Weapon and Spell Critical Strike ratings by <<1>>."
"206046340-0-13976";"Increases your Physical and Spell Resistance by <<1>>."
"206046340-0-13977";"Increases your Movement Speed by <<1>> and Health Recovery by <<2>>."
"206046340-0-13978";"Increases your Maximum Health by <<1>>."
"206046340-0-13979";"Increases your Spell Damage by <<1>>."
"206046340-0-13980";"Increases your healing done by <<1>>."
"206046340-0-13981";"Increases your Spell and Physical Penetration by <<1>>."
"206046340-0-13982";"Increases your Magicka Recovery by <<1>>."
"206046340-0-13984";"Increases your Critical Damage and Healing by <<1>>."
"206046340-0-13985";"Increases your Maximum Stamina by <<1>>."
"206046340-0-14362";"Take <<1>> every <<2>> for <<3>> and lose 10% Magicka per tick. You are also snared by 50% for <<4>>"
"206046340-0-14364";"Drains |cffffff10|r% of your Max Magicka per tick. Your Movement Speed is reduced by <<1>> for <<2>>."
"206046340-0-14550";"Immobilized. You cannot move while immobilized. Use Roll Dodge to remove immobilization."
