"Location";"Source"
"130098181-0-1";"Healing Done"
"130098181-0-2";"Fire Resistance"
"130098181-0-3";"Critical Damage"
"130098181-0-4";"Bash Cost"
"130098181-0-6";"Experience"
"130098181-1-1";"Critical Healing"
"130098181-1-2";"Shock Resistance"
"130098181-1-3";"Physical Damage"
"130098181-1-4";"Block Cost"
"130098181-1-6";"Gold"
"130098181-2-1";"Healing Taken"
"130098181-2-2";"Frost Resistance"
"130098181-2-3";"Bleed Damage"
"130098181-2-4";"Break Free Cost"
"130098181-2-6";"Crafting Inspiration"
"130098181-3-2";"Magic Resistance"
"130098181-3-3";"Disease Damage"
"130098181-3-4";"Dodge Roll Cost"
"130098181-3-6";"Alliance Points"
"130098181-4-2";"Disease Resistance"
"130098181-4-3";"Fire Damage"
"130098181-4-4";"Sneak Cost"
"130098181-4-6";"Tel Var"
"130098181-5-2";"Poison Resistance"
"130098181-5-3";"Frost Damage"
"130098181-5-4";"Sprint Cost"
"130098181-6-2";"Bleed Resistance"
"130098181-6-3";"Magic Damage"
"130098181-6-4";"Bash Damage"
"130098181-7-3";"Oblivion Damage"
"130098181-7-4";"Block Mitigation"
"130098181-8-3";"Poison Damage"
"130098181-8-4";"Block Move Speed"
"130098181-9-3";"Shock Damage"
"130098181-9-4";"Sneak Speed"
"130098181-10-4";"Sprint Speed"
