"Location";"Source"
"263004526-0-1955";"Examining…"
"263004526-0-3134";"Rescuing…"
"263004526-0-6519";"Searching for Key..."
"263004526-0-6963";"Releasing…"
"263004526-0-7778";"Talking…."
"263004526-0-11255";"Talking…"
"263004526-0-11636";"Searching…"
"263004526-0-11639";"Examining…"
"263004526-0-11822";"Searching…"
"263004526-0-12073";"Searching..."
"263004526-0-13125";"Examining Body..."
"263004526-0-13170";"Examining..."
"263004526-0-14208";"Examining…"
"263004526-0-14271";"0"
"263004526-0-14333";"Talking…"
"263004526-0-14460";"Examining…"
"263004526-0-14509";"0"
"263004526-0-15383";"0"
"263004526-0-16518";"Examining…"
"263004526-0-16834";"Rescuing…"
"263004526-0-17119";"Searching..."
"263004526-0-17184";"Traveling Merchant"
"263004526-0-17250";"Untying…"
"263004526-0-17291";"s"
"263004526-0-17293";"s"
"263004526-0-17310";"Untying…"
"263004526-0-17426";"Returning Heartwood…"
"263004526-0-17455";"Rescuing…"
"263004526-0-17456";"Rescuing…"
"263004526-0-17611";"Talking…"
"263004526-0-17664";"Talking…"
"263004526-0-18322";"Searching…"
"263004526-0-18368";"Untying…."
"263004526-0-18412";"Investigating…"
"263004526-0-18848";"Talking…"
"263004526-0-19048";"Talking…"
"263004526-0-19152";"Removing harness…"
"263004526-0-19163";"Attaching harness…"
"263004526-0-19186";"Attaching harness"
"263004526-0-19249";"Dissecting…"
"263004526-0-19336";"Examining…"
"263004526-0-19380";"Talking…"
"263004526-0-19713";"Searching…"
"263004526-0-19798";"Searching…"
"263004526-0-19810";"Talking …"
"263004526-0-19811";"Talking …"
"263004526-0-19812";"Talking …"
"263004526-0-19813";"Talking …"
"263004526-0-20145";"Searching body…"
"263004526-0-20182";"Examining…"
"263004526-0-20231";"Rescuing…"
"263004526-0-20232";"Rescuing…"
"263004526-0-20233";"Rescuing…"
"263004526-0-20234";"Rescuing…"
"263004526-0-20262";"Examining…"
"263004526-0-20263";"Examining…"
"263004526-0-20619";"Freeing…"
"263004526-0-20620";"Freeing…"
"263004526-0-20621";"Freeing…"
"263004526-0-20622";"Freeing…"
"263004526-0-21265";"Talking…"
"263004526-0-21274";"Examining …"
"263004526-0-21352";"Examining the Body…"
"263004526-0-21353";"Examining the Body…"
"263004526-0-21959";"Examining…"
"263004526-0-21966";"Examining…"
"263004526-0-21995";"Taking Remains…"
"263004526-0-22020";"Disturbing Magicked Construct…"
"263004526-0-22362";"Searching Body…"
"263004526-0-22363";"Searching Body…"
"263004526-0-22365";"Searching Body…"
"263004526-0-22407";"Catching a Rat…"
"263004526-0-22408";"Catching a Rat…"
"263004526-0-22435";"Summoning Guardians…"
"263004526-0-22484";"Examining the corpse…"
"263004526-0-22581";"0"
"263004526-0-22588";"Examining the corpse…"
"263004526-0-22590";"Examining the corpse…"
"263004526-0-22591";"Examining the corpse…"
"263004526-0-22656";"0"
"263004526-0-22658";"0"
"263004526-0-22659";"0"
"263004526-0-22660";"0"
"263004526-0-22661";"Giving…"
"263004526-0-22662";"Giving…"
"263004526-0-22666";"Rotating…"
"263004526-0-22732";"Rotating Emitter…"
"263004526-0-22733";"Rotating Prism…"
"263004526-0-22734";"Rotating Prism…"
"263004526-0-22747";"Summoning Guardians…"
"263004526-0-22792";"Examining…"
"263004526-0-22796";"Catching…"
"263004526-0-22797";"Catching…"
"263004526-0-22800";"Catching…"
"263004526-0-22971";"Breaking the Barrier…"
"263004526-0-23048";"Talking…"
"263004526-0-23049";"Talking…"
"263004526-0-23336";"Rescuing…"
"263004526-0-23357";"Examining…"
"263004526-0-23366";"Talking…"
"263004526-0-23376";"Talking …"
"263004526-0-23471";"Searching the Remains…"
"263004526-0-23474";"Searching the Remains…"
"263004526-0-23600";"Talking…"
"263004526-0-23888";"Talking…"
"263004526-0-24011";"Burning…"
"263004526-0-24013";"Burning…"
"263004526-0-24022";"0"
"263004526-0-24023";"0"
"263004526-0-24173";"Using…"
"263004526-0-24176";"Using…"
"263004526-0-24177";"Using…"
"263004526-0-24178";"Using…"
"263004526-0-24190";"Placing…"
"263004526-0-24191";"Placing…"
"263004526-0-24192";"Placing…"
"263004526-0-24194";"Placing…"
"263004526-0-24288";"Talking…"
"263004526-0-24409";"Searching…"
"263004526-0-24424";"0"
"263004526-0-24425";"0"
"263004526-0-24426";"0"
"263004526-0-24429";"0"
"263004526-0-24570";"Tearing Off Meat…"
"263004526-0-24588";"Tearing Off Meat…"
"263004526-0-24589";"Searching…"
"263004526-0-24755";"Sanctifying…"
"263004526-0-24910";"Rescuing…"
"263004526-0-24973";"Rescuing…"
"263004526-0-24974";"Rescuing…"
"263004526-0-25113";"Searching…"
"263004526-0-25284";"0"
"263004526-0-25307";"Examining body…"
"263004526-0-25434";"Giving Weapons"
"263004526-0-25500";"Mending…"
"263004526-0-25534";"Giving…"
"263004526-0-25553";"Examining…"
"263004526-0-25710";"Helping…"
"263004526-0-25723";"Talking …"
"263004526-0-25846";"Talking …"
"263004526-0-25965";"Harvesting…"
"263004526-0-26687";"Burning…"
"263004526-0-26693";"Examining…"
"263004526-0-26699";"Burning…"
"263004526-0-26700";"Burning…"
"263004526-0-26813";"Talking …"
"263004526-0-26869";"Freeing…"
"263004526-0-26952";"Taking…"
"263004526-0-26964";"Talking …"
"263004526-0-27030";"Examining…"
"263004526-0-27051";"Examining…"
"263004526-0-27099";"Giving Weapons"
"263004526-0-27261";"Talking …"
"263004526-0-27320";"Rescuing …"
"263004526-0-27321";"Rescuing …"
"263004526-0-27322";"Rescuing …"
"263004526-0-27323";"Rescuing …"
"263004526-0-27339";"Giving Weapons"
"263004526-0-27340";"Giving Weapons"
"263004526-0-27355";"0"
"263004526-0-27364";"Shattering…"
"263004526-0-27422";"Searching…"
"263004526-0-27444";"Rescuing …"
"263004526-0-27479";"Placing Medallion…"
"263004526-0-27481";"Placing Medallion…"
"263004526-0-27520";"Giving Weapons"
"263004526-0-27740";"Examining…"
"263004526-0-27773";"Talking…"
"263004526-0-27814";"Talking…"
"263004526-0-27843";"Talking…"
"263004526-0-27869";"Talking…"
"263004526-0-27881";"Examining …"
"263004526-0-27892";"Talking…"
"263004526-0-27970";"Taking…"
"263004526-0-27973";"Examining…"
"263004526-0-28048";"Giving Weapons"
"263004526-0-28056";"Giving Weapons"
"263004526-0-28057";"Giving Weapons"
"263004526-0-28066";"Giving Weapons"
"263004526-0-28082";"Examining…"
"263004526-0-28169";"Giving Weapons"
"263004526-0-28305";"Rescuing…"
"263004526-0-28306";"Rescuing…"
"263004526-0-28330";"Taking…"
"263004526-0-28332";"Talking …"
"263004526-0-28335";"Taking…"
"263004526-0-28393";"2000"
"263004526-0-28572";"Searching…"
"263004526-0-28573";"Searching…"
"263004526-0-28605";"Taking…"
"263004526-0-28632";"0"
"263004526-0-28644";"Searching …"
"263004526-0-28645";"Searching …"
"263004526-0-28728";"Searching the corpse…"
"263004526-0-28733";"Searching the Corpse…"
"263004526-0-28747";"Searching the Corpse…"
"263004526-0-28757";"Searching the Corpse…"
"263004526-0-28800";"Searching the Corpse…"
"263004526-0-28829";"Taking…"
"263004526-0-28888";"Untying…"
"263004526-0-28918";"Talking…"
"263004526-0-28919";"Talking…"
"263004526-0-28924";"Talking…"
"263004526-0-28934";"Untying…."
"263004526-0-28935";"Untying…."
"263004526-0-28947";"Taliking…"
"263004526-0-28948";"Talking…"
"263004526-0-28949";"Talking…"
"263004526-0-28950";"Talking…"
"263004526-0-29004";"Burning…"
"263004526-0-29005";"Burning…"
"263004526-0-29630";"Searching…"
"263004526-0-29777";"Rescuing …"
"263004526-0-29985";"Checking…"
"263004526-0-30062";"Searching…"
"263004526-0-30132";"Searching…"
"263004526-0-30138";"Examining…"
"263004526-0-30203";"Rescuing …"
"263004526-0-30217";"Rescuing …"
"263004526-0-30218";"Rescuing …"
"263004526-0-30273";"Searching…"
"263004526-0-30307";"Examining…"
"263004526-0-30374";"Examining…"
"263004526-0-30432";"Searching…"
"263004526-0-30435";"Searching…"
"263004526-0-30443";"Searching…"
"263004526-0-30836";"Plucking…"
"263004526-0-30837";"Snatching…"
"263004526-0-30838";"Scooping…"
"263004526-0-30839";"Gouging…"
"263004526-0-30884";"Searching…"
"263004526-0-30933";"Examining…"
"263004526-0-31026";"0"
"263004526-0-31345";"Examining…"
"263004526-0-31346";"Examining…"
"263004526-0-31347";"Examining…"
"263004526-0-31503";"Examining…"
"263004526-0-31648";"Talking…"
"263004526-0-31859";"Bandaging…"
"263004526-0-31861";"Bandaging…"
"263004526-0-31950";"0"
"263004526-0-31956";"0"
"263004526-0-31957";"0"
"263004526-0-31958";"0"
"263004526-0-31968";"0"
"263004526-0-31970";"0"
"263004526-0-31971";"0"
"263004526-0-32074";"Rotating…"
"263004526-0-32079";"Searching…"
"263004526-0-32098";"Examining…"
"263004526-0-32159";"Examining…"
"263004526-0-32176";"Searching…"
"263004526-0-32177";"Searching…"
"263004526-0-32181";"Searching…"
"263004526-0-32182";"Searching…"
"263004526-0-32189";"Taking…"
"263004526-0-32190";"Taking…"
"263004526-0-32229";"Examining …"
"263004526-0-32384";"0"
"263004526-0-32566";"Aiding…"
"263004526-0-32567";"Aiding…"
"263004526-0-32592";"Untying…"
"263004526-0-32593";"Untying…"
"263004526-0-32625";"Searching body…"
"263004526-0-32648";"Searching…"
"263004526-0-32651";"0"
"263004526-0-32960";"0"
"263004526-0-32974";"Rescuing…"
"263004526-0-32975";"Rescuing…"
"263004526-0-33112";"Talk"
"263004526-0-33113";"Talk"
"263004526-0-33114";"Talk"
"263004526-0-33134";"0"
"263004526-0-33188";"Dissecting…"
"263004526-0-33224";"Talking…"
"263004526-0-33343";"Examining…"
"263004526-0-33929";"Searching..."
"263004526-0-34274";"Untying…"
"263004526-0-34438";"Searching…"
"263004526-0-34666";"Rescuing…"
"263004526-0-34674";"Rescuing…"
"263004526-0-34812";"Releasing…"
"263004526-0-34813";"Releasing…"
"263004526-0-34814";"Releasing…"
"263004526-0-34887";"Releasing…"
"263004526-0-35068";"Examining …"
"263004526-0-35271";"Untying…."
"263004526-0-35273";"Untying…."
"263004526-0-35274";"Untying…."
"263004526-0-35275";"Untying…."
"263004526-0-35276";"Untying…."
"263004526-0-35528";"Examining…"
"263004526-0-35594";"Rescuing…"
"263004526-0-35595";"Rescuing…"
"263004526-0-35596";"Rescuing…"
"263004526-0-35620";"Untying…."
"263004526-0-35678";"Searching …"
"263004526-0-35729";"Rescuing…"
"263004526-0-35732";"Rescuing…"
"263004526-0-36264";"Searching corpse…"
"263004526-0-36265";"Searching corpse…"
"263004526-0-36267";"Searching corpse…"
"263004526-0-36628";"Rescuing…"
"263004526-0-36639";"0"
"263004526-0-36686";"Releasing…"
"263004526-0-36687";"Releasing…"
"263004526-0-36688";"Releasing…"
"263004526-0-36716";"Searching…"
"263004526-0-36768";"Searching…"
"263004526-0-36908";"Examining…"
"263004526-0-36984";"Examining…"
"263004526-0-37009";"0"
"263004526-0-37093";"0"
"263004526-0-37362";"Untying…."
"263004526-0-37363";"Untying…."
"263004526-0-37364";"Untying…."
"263004526-0-37365";"Untying…."
"263004526-0-37366";"Untying…."
"263004526-0-37367";"Untying…."
"263004526-0-37368";"Untying…."
"263004526-0-37369";"Untying…."
"263004526-0-37433";"Examining…"
"263004526-0-37502";"Talking…"
"263004526-0-37539";"Searching…"
"263004526-0-37548";"Releasing…"
"263004526-0-37695";"Talking …"
"263004526-0-37762";"0"
"263004526-0-37767";"0"
"263004526-0-37880";"Examining…"
"263004526-0-37881";"Untying…."
"263004526-0-37900";"Searching…"
"263004526-0-38077";"Searching …"
"263004526-0-38314";"Examining …"
"263004526-0-38315";"Examining …"
"263004526-0-38316";"Examining …"
"263004526-0-38317";"Examining …"
"263004526-0-38541";"Talking…"
"263004526-0-38660";"Talking…"
"263004526-0-38663";"Talking…"
"263004526-0-38664";"Talking…"
"263004526-0-38996";"Examining…"
"263004526-0-39189";"Examining…"
"263004526-0-39260";"Talk"
"263004526-0-39771";"Examining…"
"263004526-0-40190";"Searching…"
"263004526-0-40426";"Examining…"
"263004526-0-40442";"Rotating…"
"263004526-0-40443";"Rotating Emitter…"
"263004526-0-40644";"Talk"
"263004526-0-40735";"Taking…"
"263004526-0-40915";"Talking…"
"263004526-0-40916";"Talking…"
"263004526-0-40918";"Talking…"
"263004526-0-40920";"Talking…"
"263004526-0-40925";"0"
"263004526-0-40926";"0"
"263004526-0-40940";"Talking…"
"263004526-0-40942";"Talking…"
"263004526-0-40961";"Talking…"
"263004526-0-41091";"0"
"263004526-0-41121";"Rescuing…"
"263004526-0-41123";"Rescuing…"
"263004526-0-41125";"Rescuing…"
"263004526-0-41356";"Examining…"
"263004526-0-41362";"0"
"263004526-0-41873";"Searching…"
"263004526-0-42134";"Untying…."
"263004526-0-42163";"Untying…."
"263004526-0-42191";"Talking …"
"263004526-0-43235";"Talking …"
"263004526-0-43331";"Rescuing…"
"263004526-0-43462";"Taking…"
"263004526-0-43761";"Using…"
"263004526-0-44059";"Talking…"
"263004526-0-44102";"Taking…"
"263004526-0-44129";"Searching …"
"263004526-0-44130";"Searching…"
"263004526-0-44137";"Talking…"
"263004526-0-44231";"Talk"
"263004526-0-44259";"Examining …"
"263004526-0-44267";"Examining …"
"263004526-0-44439";"Talking…"
"263004526-0-44460";"Talking…"
"263004526-0-44466";"Talking…"
"263004526-0-44467";"Talking.."
"263004526-0-44662";"Talking …"
"263004526-0-44894";"Talking…"
"263004526-0-45124";"Rotating…"
"263004526-0-45140";"Talking …"
"263004526-0-45170";"Examining…"
"263004526-0-45392";"Talking…"
"263004526-0-45630";"Talking …"
"263004526-0-45675";"Talking…"
"263004526-0-45698";"Talking…"
"263004526-0-46000";"Taking…"
"263004526-0-46085";"Talk"
"263004526-0-46392";"Talk"
"263004526-0-46427";"Untying…."
"263004526-0-46428";"Untying…."
"263004526-0-46527";"Talking …"
"263004526-0-46655";"Examining…"
"263004526-0-46908";"Talking …"
"263004526-0-46937";"Talking …"
"263004526-0-47228";"Examining…"
"263004526-0-47387";"Talking…"
"263004526-0-47399";"Examining…"
"263004526-0-47475";"Talking…"
"263004526-0-47651";"Talking…"
"263004526-0-47788";"Rescuing…"
"263004526-0-47789";"Rescuing…"
"263004526-0-47790";"Rescuing…"
"263004526-0-47791";"Rescuing…"
"263004526-0-47868";"Talking…"
"263004526-0-48025";"0"
"263004526-0-48036";"0"
"263004526-0-48332";"Talking…"
"263004526-0-48353";"Talking…"
"263004526-0-48367";"Talking…"
"263004526-0-48608";"Talking…"
"263004526-0-48635";"Talking …"
"263004526-0-48778";"Taking…"
"263004526-0-48783";"Searching…"
"263004526-0-48851";"Talking…"
"263004526-0-48956";"Talking …"
"263004526-0-49171";"Searching…"
"263004526-0-49172";"Searching…"
"263004526-0-49196";"Talking…"
"263004526-0-49256";"Talking …"
"263004526-0-49257";"Talking …"
"263004526-0-49263";"Talking …"
"263004526-0-49722";"Talking…"
"263004526-0-49758";"Talking…"
"263004526-0-49759";"Talking…"
"263004526-0-49831";"Talk"
"263004526-0-49832";"Talk"
"263004526-0-49917";"Talking…"
"263004526-0-49921";"Talking…"
"263004526-0-49922";"Talking…"
"263004526-0-49923";"Talking…"
"263004526-0-49982";"Talking…"
"263004526-0-50034";"Talking…"
"263004526-0-50035";"Talking…"
"263004526-0-50072";"Talking…"
"263004526-0-50075";"Talking…"
"263004526-0-50128";"Talking…"
"263004526-0-50129";"Talking…"
"263004526-0-50165";"Rescuing…"
"263004526-0-50166";"Rescuing…"
"263004526-0-50394";"Inspecting…"
"263004526-0-50424";"Talking…"
"263004526-0-50441";"Talking…"
"263004526-0-50442";"Talking…"
"263004526-0-50509";"Talking…"
"263004526-0-50751";"Talk"
"263004526-0-50755";"Talk"
"263004526-0-50758";"Talk"
"263004526-0-50818";"Talking…"
"263004526-0-50862";"Talk"
"263004526-0-51134";"0"
"263004526-0-51136";"0"
"263004526-0-51137";"0"
"263004526-0-51138";"0"
"263004526-0-52205";"Burning…"
"263004526-0-52209";"Burning…"
"263004526-0-52210";"Burning…"
"263004526-0-52211";"Burning…"
"263004526-0-52212";"Burning…"
"263004526-0-52361";"Examining…"
"263004526-0-52398";"Examineining…"
"263004526-0-52745";"Rescuing…"
"263004526-0-53826";"Taking…"
"263004526-0-53904";"Searching…"
"263004526-0-53992";"Talking…"
"263004526-0-54062";"Talking…"
"263004526-0-54339";"Searching…"
"263004526-0-54446";"Talking…"
"263004526-0-54588";"Examining…"
"263004526-0-55457";"Talking…"
"263004526-0-56253";"Talk"
"263004526-0-56695";"Talk"
"263004526-0-56770";"Examining…"
"263004526-0-56853";"Talk"
"263004526-0-56855";"Talk"
