"Location";"Source"
"121487972-0-62";"Speak to Jes"
"121487972-0-72";"Talk to Virolynn's Chamberlain"
"121487972-0-84";"Talk to Oron in Camlorn Manor"
"121487972-0-86";"Talk to Averos at Eagle's Watch"
"121487972-0-87";"Talk to Warden Godwin in Crosswych."
"121487972-0-107";"Speak to Winoc"
"121487972-0-113";"Talk to Lord Jes."
"121487972-0-123";"Talk to Oron"
"121487972-0-155";"Talk to Warden Godwin in Crosswych."
"121487972-0-159";"Speak to Aurore"
"121487972-0-184";"Return to Dr. Holcombe"
"121487972-0-196";"Talk to Roche"
"121487972-0-215";"Return to Commander Blarae"
"121487972-0-231";"Return to Natasha"
"121487972-0-232";"Speak to Kerry Bladespire"
"121487972-0-247";"Talk to Guardian Caldrun"
"121487972-0-253";"Speak with Inquisitor Roche"
"121487972-0-275";"Speak to Canning"
"121487972-0-284";"Speak to Canning"
"121487972-0-295";"Return to Claude Charien"
"121487972-0-300";"(Quest TBA - Not Working Yet)"
"121487972-0-305";"Return to Captain Geves"
"121487972-0-306";"Speak to Blarae"
"121487972-0-318";"Speak to Thetis"
"121487972-0-345";"Return to the Ashen Order Ranger Lord"
"121487972-0-543";"Return to Vestrial"
"121487972-0-544";"Return to Vestrial"
"121487972-0-556";"Talk to the Queen"
"121487972-0-557";"Return to Quest Giver NPC"
"121487972-0-569";"Give the Tome to the Mage"
"121487972-0-570";"Give the tome to Discheveled NPC"
"121487972-0-575";"Return to Commander Lafavre"
"121487972-0-576";"Return to Commander Lafavre"
"121487972-0-577";"Return to High Mage Dilborn"
"121487972-0-580";"Escape with Merin Brushe"
"121487972-0-582";"Report to Merin Brushe"
"121487972-0-583";"Report to Merin Brushe"
"121487972-0-632";"Talk to Duke Nathaniel"
"121487972-0-676";"Talk to <<1>>"
"121487972-0-708";"Talk to <<1>>"
"121487972-0-711";"Talk to Mayor Gette"
"121487972-0-769";"Talk to <<1>>"
"121487972-0-818";"Talk to <<1>>"
"121487972-0-877";"Talk to Fadeel"
"121487972-0-934";"Take Coffer to Ayrenn"
"121487972-0-935";"Take Coffer to Ayrenn"
"121487972-0-936";"Take Coffer to Ayrenn"
